 date ,Condition,region/,season,TEMPERATURE UNIT,forecast_provider,alertLevel/, time_of_day ,Cloud Cover, wind_direction /,uvIndexCategory,precip_type,humidity category, visibility band ,stormName/, day/Night , Temperature °C ?,temperature °f,humidity_%,wind speed kph,rainfallMm, Pressure Hpa ,visibility_km, DEWPOINT °C ,feelslike_°c,snowfall_cm
13/01/2021,sunny,inland,winter,Fahrenheit,ACCUWEATHER,, night ,overcast,s,low,rain,DRY,GOOD,Franklin,DAY,56,1272,878,13920,11623,12424,-999,9144,4778,-999
31/01/2021,missing,Inland,AUTUMN,fahrenheit,noaa,None,evening,PARTLY CLOUDY,ne,high,snow,humid,Good, franklin ,day,8989,£14018,17490,£12291,4132,£10135,8105,missing,£11595," 1,256"
03/01/2024,Sunny, coastal ,summer,kelvin,NA,Red,evening,overcast,ne,high,Snow, dry ,,barra,day,7401,8305,7684,16889,2006,-999,6523,£9203,5537,2703
2021-12-06,snowy,SOUTH,winter,celsius,Met Office,NA, Afternoon ,-999,NA,Extreme, NONE ,Comfortable,excellent,NA,night,"16,876",£10188,3424,7767,12074,NaN,,missing,5986,"14,789"
"Mar 11, 2023",sunny,west,winter,fahrenheit,Weather.com,-999,NaN, Clear ,,moderate,None,humid,Good,arwen,night,17704,-999,6854,8896,£8564,16813,,£13264,2146,1253
2022-12-28,SUNNY,south,Spring, kelvin ,Weather.com,NA, night ,clear,NW,MODERATE,sleet,comfortable,Excellent,eunice,night," 2,513",missing,18928," 5,796",940,4272,£3673,17444," 6,348","13,251"
31/01/2021,windy,,Winter, kelvin ,Bbc,amber,NaN,partly cloudy,N, Low , hail ,Dry,moderate,Barra,," 2,440","11,794",2995,£11662,10989,£13655,£1550,3761,£5352,£8333
06/08/2024,windy,west,spring,fahrenheit,bbc,none,afternoon,MOSTLY CLOUDY,Se,,snow,oppressive, good ,Corrie,Day,4365,NA,17568,6059,8420,16463,353,19658," 7,939",8130
"Sep 05, 2021",Snowy,east,NA,fahrenheit,ACCUWEATHER,-999,evening,clear,W,NA,Snow,comfortable,NA,eunice,Day,16765,"17,474",7750,£18085,£1121,16611,7324,£16056,7878,3195
2023-07-06,stormy,INLAND,spring,fahrenheit,accuweather,none,NaN,partly_cloudy,Nw,NaN,NONE,Humid,GOOD,eunice, Day ,2504,8471,1937," 7,144",2598,14236,19578,£18276,8898,10354
28/06/2021,cloudy,west,missing,kelvin,NA,NONE,NIGHT,Overcast,nw,High,rain,oppressive, good ,corrie,night,12721,17821,10405,18397,12186,17390,£11783,14877,13130,NA
-999,sleet,EAST,Autumn,celsius,weather.com,None,AFTERNOON,-999,nw,very_high,RAIN,Comfortable,Poor,,Day,   150,14732,£10163," 5,251",10677,11107," 7,111",NA,£672,11602
20/01/2024,NA,west,winter,celsius,bbc,red,Night,MOSTLY CLOUDY,n,HIGH,hail,oppressive,excellent, franklin ,night,17096,"10,611",15872,13634,9641,3385,14845,£8928," 6,734",3925
2021-12-29,missing,west,Autumn,fahrenheit,bbc,None,afternoon,Overcast, n ,very_high,-999,dry,good,BARRA,,7127," 3,702",6377,£12731,15841,10373,13618,15413,6667,7604
"Oct 16, 2022",snowy,,summer,fahrenheit,Weather.com,amber,AFTERNOON,CLEAR,ne,Low, HAIL ,comfortable,very poor,dudley,day," 7,665",12776,7058,NaN," 1,238",£17005,£19662,17630,NA,
"Feb 19, 2023",Foggy, south , Spring ,celsius,Met Office, YELLOW ,,partly cloudy,E,high,none,oppressive,VERY POOR,Corrie,night,£17344," 1,955",2467,12687,3977,15875," 7,099",16650,16922,11794
,NaN,south, autumn , fahrenheit ,metOffice,Amber,EVENING,mostlyCloudy,NE, HIGH , HAIL ,Comfortable,moderate,barra,night,19666,7202,"14,668","19,144",NaN,-999,17448,NaN,10394,11823
"Feb 07, 2022",rainy,-999,Winter, fahrenheit ,,None,AFTERNOON,partly_cloudy,,HIGH,SNOW,HUMID,GOOD,eunice,Night,3872,"14,106",10753," 8,966",676," 9,417",19974,5238,15040,10167
2021-02-10,windy,midlands,Autumn,NaN,accuweather,amber,AFTERNOON,NaN,s,moderate,None,oppressive,Poor,missing,night,£8632,£2465,14126,5835,8448,14479,NA,"13,755",15974,"11,501"
2024-01-18,missing,south,SUMMER,fahrenheit,weather.com,RED,night,NA,S,moderate,hail,DRY,Poor,eunice,night,9693,NaN,9495,2715,£13001,£17031,,2374,2484," 6,966"
2023-07-25,foggy,west,Winter,kelvin,weather.com,YELLOW, evening ,Clear,w,Moderate,rain, comfortable ,good,dudley,day,£15778,£13394,£7614,4999,£17271,5313,17331,£3364," 6,987","10,757"
2023-10-14,rainy,North, Autumn ,kelvin,bbc,NONE,evening,Clear,e,low, HAIL ,OPPRESSIVE,very poor,eunice,NaN,18016,7898,3611,£6885,12081,19811,£13173,1972,10555," 4,403"
2021-01-09,Sleet,MIDLANDS,autumn,celsius, WEATHER.COM ,amber,night,clear,Se,High,rain,humid,good,Dudley,NaN,2260,4101,17953,NA,6044,£8489,3209,£14511,4135,
"Feb 05, 2023",Windy,East,Spring,fahrenheit,Weather.com,none,missing,PARTLY CLOUDY,NA,high,rain,Dry,good,Arwen, NIGHT ,missing,984," 7,764","15,675",-999,15068,£18249,"11,216",£8194,£9970
04/06/2023,,south,SPRING, CELSIUS ,Weather.com,red,afternoon,Clear,Ne,high,Rain,HUMID,excellent,DUDLEY,missing,8189,"13,350"," 2,049",12024,5491,NA,18617,3149,NA,
10/02/2021,SNOWY,west,winter,CELSIUS,metOffice,none,afternoon,,sw, moderate ,-999,Humid,POOR,dudley,NIGHT,6879,£17140,19122,8261,9876," 7,257",16282,8149,4817,£10998
2024-06-21,NaN,NORTH, summer ,celsius,Noaa,amber,afternoon, overcast ,SE,LOW,hail,comfortable,EXCELLENT,corrie,missing,missing,"15,508",9345,6612,14178,,1539,18895,"16,954",12196
08/05/2024,NaN,NORTH,summer,celsius,noaa,amber,afternoon,clear,Se,veryHigh,sleet,humid,Excellent, EUNICE ,Night,£11003,-999,£18862,"15,468",   930,2953,10838,58,2653,£8078
"Oct 18, 2023",sunny,-999,summer,kelvin,BBC,red,Evening,CLEAR,e,very high,rain, dry ,NA,arwen,day,NaN," 8,143",£11256,13645,16557,3458,1427,7199,£13404,missing
2023-11-12,foggy,midlands,winter,kelvin, accuweather ,yellow,Afternoon,overcast,n,EXTREME,snow,humid,POOR,EUNICE,DAY," 8,855",13179,11312," 2,638",11935,15382,11520,10616,16452,13954
2023-03-05,windy,inland,NA,KELVIN,Met Office,missing,morning,clear,s,high,snow,humid,MODERATE,barra,night,"14,910",8154,NA,NaN,NA,NA,NA,4321,16295,NaN
2022-11-28,-999,west,,kelvin,met_office,Yellow,Night,Mostly Cloudy,w,very high,none,OPPRESSIVE,very poor,Dudley,night,3113,1768," 4,088",16645,,7846,398,11386,13320,£12675
"Sep 02, 2024", sunny ,missing,autumn,-999,met office,amber,Night,, Ne , extreme ,Snow,HUMID,Moderate, barra ,night,8039,11699,5616,£18174,2530,18167,14287,£16190,£9987,NaN
01/05/2024,snowy, east ,winter,missing,weather.com,none,night,missing,ne,extreme,RAIN,-999,Very Poor,barra,missing,19613,"16,966",NaN,5914,7618,14793,NaN,missing,12313,£4278
2021-02-16,Cloudy,Midlands,autumn,kelvin,Bbc,YELLOW,morning,Mostly Cloudy,SW,very high,missing,oppressive,NA,Dudley,night,5328,18458,13372,£6165,"12,085",-999,£11554,£13538,,19470
2021-10-22,Sunny,north,SUMMER,NaN,Bbc,Red,EVENING,clear,N,moderate,rain,oppressive,POOR,EUNICE,night,1625,14878,10687,8635,"16,782",15710,19787,15839,6423,missing
2021-02-07,windy,midlands,AUTUMN,Celsius,accuweather,amber,afternoon,NA,sw,high,HAIL,oppressive,MODERATE, barra ,NIGHT,£7201,"15,629",605,£13172,"14,239",£18026,£164,£7831,NaN,
18/07/2022,cloudy, north ,autumn,kelvin,accuweather,None, morning , Clear ,s,High,NONE,dry,VERY POOR,-999,day,12873,£2455,13208,6173,£2183,18492,18206,£11094,15955,17645
NA,cloudy,west,autumn,Celsius,NA,yellow,evening,partlyCloudy,Sw,high,hail,HUMID, POOR ,Corrie,DAY,12044,12048,,11852,18004,,12808,14569,15472,£14172
,,west,autumn,CELSIUS,WEATHER.COM,YELLOW,NA,NaN, W ,extreme,SNOW,HUMID,poor,eunice,Day," 5,031",15005,NA,"15,617",8620,NA,16043,17571,"10,042",NaN
04/10/2023,windy,EAST,SPRING,celsius,,YELLOW,morning,mostly cloudy,SE,moderate,none,comfortable,Very Poor,dudley,day," 4,300",10648,3880,12169,11215,1866,missing,5101,NA,17162
"Aug 31, 2024",sleet,coastal,autumn,Celsius,met_office,,afternoon,NA,sw,high,SNOW,comfortable,Moderate,arwen,missing,358,NaN,-999,7481,10453,£15211," 2,237",18518,4733," 9,806"
15/03/2024, Foggy ,midlands,winter,-999,noaa,yellow,Evening,clear,N,low,RAIN, comfortable ,missing,ARWEN,day,8162,4205,12910,1381,16942,16133,6758,14693,8542,£15077
17/10/2024,snowy,east,SUMMER,CELSIUS,WEATHER.COM,YELLOW,Night,,NA,Extreme,hail, humid ,very_poor,DUDLEY,NIGHT,12562,£16434,"18,457"," 8,900",£19545,3485,1042,missing,"11,209",£17908
10/07/2021,rainy,WEST,summer,NaN,Met Office,red,morning,OVERCAST,sw,low,,COMFORTABLE,moderate,Eunice,Day,-999,14144,4768,1006,12596,3360,10956,6227,"16,147",7261
21/01/2022,snowy,inland,AUTUMN,kelvin,accuweather,AMBER,missing,partly cloudy,Nw,extreme,NONE,oppressive,POOR,franklin,DAY,5832,5577,NA,"10,003",£9136,17247," 9,640",£7628," 8,664","19,292"
23/12/2024, sleet ,EAST,winter,Kelvin,Accuweather,NA,night,Mostly Cloudy,S,Moderate,none,dry,EXCELLENT,barra, day ,5143," 3,507",19708,3546,missing,£8871," 9,704","10,210",5410,"11,750"
13/10/2023,stormy,SOUTH,WINTER,Celsius,met office,amber,EVENING,CLEAR,ne,NA,Sleet, oppressive ,very_poor, Barra ,day,£9607,£19190,-999,7807,18220,15821,8111,10907,missing,4929
"Aug 21, 2021",sunny,west,SUMMER, kelvin ,Weather.com,amber,Afternoon,MOSTLY CLOUDY,sw,LOW,none,dry,missing,,DAY,11601,11409,8502,14445,"12,744",NA,3903,"19,734"," 3,393","13,155"
-999,stormy,east,winter,celsius,WEATHER.COM,Yellow,morning,,w,veryHigh,sleet,COMFORTABLE,veryPoor,barra,-999,3226,10784,missing,13953,11644,17455,2164," 9,166",£12285,£14206
15/09/2023,rainy,MIDLANDS,spring,NaN,bbc,NONE,afternoon, overcast ,W,low,snow,Dry,good,corrie, day ,6624,"11,265",3184,11617,4591,£14655,19595,12966,8023,18204
2021-02-01,CLOUDY,MIDLANDS,Autumn,celsius,metOffice,red,EVENING,Overcast,s,very_high, snow ,oppressive,good,dudley,NIGHT,16012,-999,1640,,1008," 7,825"," 7,137",17281,"18,720",-999
2022-08-18,Windy,midlands,autumn,Kelvin,Met Office, red ,NaN,MOSTLY CLOUDY,se,high,Rain,humid,poor,-999,DAY,17204,£12509,£2846,18564,," 3,845",£5394,£19705,15892,missing
NaN,NaN,midlands,Autumn,Celsius,NaN,yellow,evening,partlyCloudy,nw,Moderate,NA,,missing,Arwen,DAY,14148,16269,£2322," 9,824",12698,6067,4701,1952,11116," 3,239"
2021-07-03,sleet,North,autumn,kelvin,NA,amber,Night,overcast, nw ,moderate,rain,dry,,Franklin,night," 3,241",1462,NaN,9519,11602," 5,007",11512,2538," 1,330"," 4,943"
2023-12-23,foggy,coastal,winter,celsius,bbc,yellow,morning, Mostly Cloudy ,Sw,,hail,oppressive,GOOD,FRANKLIN,night,NaN,,317,12722,13731,NA,5793,£8674,-999,NaN
11/10/2024,snowy,COASTAL,AUTUMN,kelvin,noaa,amber,Night,PARTLY CLOUDY,nw,High,NaN,comfortable,-999,Barra,night,13977,11745,£272,4997,5182,1559,£7390,"12,684",19782,14280
23/04/2023,sleet,inland,Winter,celsius,met_office, Red ,afternoon,partly cloudy,e,missing,SLEET,humid,moderate,corrie,night,£2873,£3206,£825,3174,,5243,17357,£2472,18286,15166
2023-10-12,windy,south,Summer,Fahrenheit, Met Office ,red,NIGHT,OVERCAST,-999,extreme,none,humid,missing,FRANKLIN,,15786,11611,3033,"10,476",2066,3941,866,£15098,NaN,3899
"Jul 09, 2024",cloudy,East,winter,kelvin,Bbc,red,morning,partly cloudy,s, LOW ,sleet,Dry,VERY POOR,arwen,night,missing,13107,"19,200",1995,17424,8119,8058,,19156,17665
03/01/2024,Foggy,Inland,Autumn,celsius,weather.com,red,evening,partlyCloudy,n,low,snow,humid,very_poor,eunice,night,15963,18615,£19292,"13,834",12310,3050," 2,319",,£5552,14346
2021-01-06,snowy,,missing,Fahrenheit,bbc,Red,night,overcast,E,moderate,SNOW,dry,excellent,dudley,day,16197,6622,644,"19,353",£13168,6223,£16950,"10,182",£2095,2063
29/03/2022, Rainy ,,missing,KELVIN,Bbc,NONE,morning,NA,S,extreme,none,NA,missing,corrie,day,£7528,13439," 1,460",6447,19094,£17828,£15712,NaN,15641,£11634
07/02/2023,foggy,midlands, spring ,kelvin,Noaa,NONE,Morning,clear,S, High ,SNOW,Humid,Moderate,Arwen,day,£10542,£17365,£15003,11629,£574,1674,14690,150,19715,8633
2024-08-28,stormy,COASTAL,Autumn,celsius,met_office,red,evening,mostly_cloudy,se, extreme , rain ,OPPRESSIVE,Good,Franklin,day,-999,£2414,£15416,£5445,13706,£18770,1500,-999,"11,776",2114
2024-11-15,rainy,coastal,spring,celsius,NA,none, NIGHT ,Clear,SW, VERY HIGH , RAIN ,oppressive,poor,arwen,day,NaN,6323,7880,7266,6821,£10561,NaN,19594,NA,-999
"Dec 17, 2022",-999, West ,winter,CELSIUS,WEATHER.COM,red,night,partlyCloudy,w,extreme,None,,excellent,missing, Night ,6360,12176,,7902,6645,£2093,11441,12387,"15,881",7628
2023-05-25,foggy,COASTAL,winter,kelvin,noaa,RED,MORNING, PARTLY CLOUDY ,w,NA,rain,NaN,excellent,FRANKLIN,Day,£12436,"13,309",14406,8222,11527,18045,16153,19268,£6821," 1,370"
19/09/2022,rainy, midlands ,NaN,kelvin,accuweather,,evening,,NW,Very High,hail,oppressive,NA,missing,night,£16508,12485,11235,1424,2354,17722,9610,12079,2786,2522
25/07/2024,sleet,INLAND,AUTUMN,celsius,Bbc,yellow,NIGHT,mostlyCloudy,s,High,rain,comfortable,excellent,eunice,Night,£9906,NaN,6276,16335,11681,15787,4790,11722,9149,£1590
NaN,cloudy,coastal,SUMMER,fahrenheit,accuweather,,evening,clear,NaN,extreme,Hail,comfortable,Moderate,barra,day,£447,NA,17605,missing,13925,12899,17043,167,£3836,5826
03/06/2024,SNOWY,south,summer,kelvin,NaN,AMBER,NIGHT,OVERCAST,sw,NaN,none,oppressive,NA,Franklin,DAY,"15,388",4122,£1593,£9804,£16703,8781,NA,,£9282," 3,754"
2022-10-02,snowy,MIDLANDS,spring,FAHRENHEIT,bbc,Yellow,afternoon,missing,e,moderate,None, oppressive , veryPoor ,corrie,day,7236,missing,17544,6589,£1664,NaN,8164,,11903,16455
23/12/2023,sleet,,Summer, celsius ,-999,-999,NIGHT,clear,e,low,SNOW,Humid, POOR ,Arwen,day,14594,£14333," 7,468",17536,£9184,19921,18305,,5104,£5396
27/03/2024,RAINY,midlands,winter,NaN,MET OFFICE,yellow,morning, clear ,-999,high,sleet,Humid, Poor ,barra,day,8334," 7,925",NA,19281,917,£5591," 2,143",missing,571,6467
,windy,,summer,-999,bbc, yellow ,-999,-999,Sw,extreme,NONE,humid,MODERATE, Arwen , Day ,149,£14759,NA," 6,697",£14119,NA,8868,7059,£19013," 7,933"
16/08/2023,foggy,south,autumn,Fahrenheit,NOAA,Yellow, EVENING ,OVERCAST, NW ,MODERATE,rain,comfortable,MODERATE,arwen,night,-999,9089,19397,12743," 5,979",13398,"13,041",11324,12593,11786
2022-12-06,STORMY,north,summer,,bbc,None,morning,overcast,missing,low,hail,missing,excellent,Arwen, night ,NaN,11770,18809,17023,3210,3993,10614,missing," 9,449",£1474
25/07/2023,NA,Coastal,spring,,met_office,YELLOW,afternoon,,e,high,Hail,dry,excellent,barra,day,1517,£14344,£3504,11373,4099,£18821,£5044,19395,£5951,9863
"Sep 08, 2024",Windy,west,WINTER,kelvin,met office, RED ,morning,clear,s,LOW,HAIL,Oppressive,poor,dudley,DAY,10288,18040,£13070,£17396,14487,7644,,13915,5436,10608
26/02/2024,Snowy,east,SPRING,-999,ACCUWEATHER,red,Evening,overcast,ne,HIGH,HAIL,oppressive,Very Poor,franklin,day,NA,,12831,1084,NaN,NA,4670,7287,55,3884
"Mar 14, 2023",NaN,WEST,SPRING, celsius ,accuweather,red,Afternoon,NaN,Sw,very_high,snow,dry, good ,barra,night,10720,4095," 6,570",4941,,13894,6188,15958,233,271
04/08/2022,sleet,midlands,WINTER,fahrenheit,BBC,yellow,afternoon,mostly_cloudy,N,very_high,HAIL,OPPRESSIVE,excellent,EUNICE,Day,17216,2340,missing,9341,10758,6772,"17,147",NA,12025,3241
2021-02-28,sleet,east,winter,kelvin,Met Office,RED,Evening,-999,w,low,Rain, humid ,Excellent, arwen ,day,19759,6514,14433,£18822,4887,,14156,16071,7193,18111
2022-11-12,rainy,north,spring,celsius,bbc,NONE,Night,, ne ,extreme,snow,oppressive, Very Poor ,ARWEN,,"14,250",£3087,missing,7627,NaN,£669,"16,600",1260,2040,11468
23/07/2022,windy,East,spring,CELSIUS,bbc,NA, night ,partlyCloudy,sw,,NA,comfortable,poor,arwen,day,£14515," 7,540",NA,873,£12138,4952," 4,272",2060,16829,19514
31/07/2022,SNOWY,Inland,Summer,fahrenheit,weather.com,amber,afternoon,clear,w,Very High, rain ,OPPRESSIVE,very poor,CORRIE,night,1604,9378,19143,"13,383",   965,£18877,11301,NaN,NaN,17591
15/03/2021,Rainy, midlands ,winter,celsius,bbc,amber,missing,PARTLY CLOUDY,nw, extreme ,rain, COMFORTABLE ,GOOD,-999,day,-999,13072,"17,262",14269,13935,14240," 9,326",NaN,£11973,14507
04/03/2022,windy,inland,winter,,bbc,missing,evening,overcast, nw ,EXTREME,missing,dry,excellent,NA,night," 1,565",£16331,"11,201",£7657,£14742,11566,17952,missing,£16966,£19617
19/09/2022,NA,south, summer ,celsius,WEATHER.COM, yellow ,Afternoon,CLEAR,NE,high,NONE,humid, Excellent ,barra,night," 2,909",£15505,16150,6981,£4708,missing,NaN,5560,9094,£1270
2021-03-16,sleet, inland ,autumn,Kelvin,ACCUWEATHER, red ,afternoon,overcast,s,HIGH,snow,OPPRESSIVE,moderate,Barra,day," 1,993",864,14085,2765,15612,4753," 4,236",6660," 8,539",18298
missing,rainy,inland,autumn,kelvin,-999, none ,AFTERNOON,overcast,n,high,NaN,NA,good,arwen,night,13732,54,6422,NaN,18619,571," 8,187","17,472",-999,16715
2024-11-30,snowy,-999,SPRING,celsius,ACCUWEATHER,NONE,missing,mostly cloudy,NaN,extreme,none,NaN,EXCELLENT,,Night,17095,9825,NA,missing,4372,16396,"11,077",7645,12723,4757
18/04/2023,CLOUDY,inland,spring,kelvin,WEATHER.COM, None ,evening,mostlyCloudy,s,low,none,comfortable,good,NA,day,£17282," 1,809",7223,11775,19251,2697,13721,169,£18163,
2021-12-31, Sleet ,East,spring,celsius,bbc,,night,-999,S,low,,humid,excellent, CORRIE ,night,NaN,"11,441",17362,17712,5388,8954,9141,£10256,19894,"16,799"
NaN,sunny,south,autumn,NA,Noaa, Red ,morning,mostly cloudy,n,low,missing,comfortable,poor,franklin,Night,£6973,11889,3198,£9950,£15204,19034,-999,£4872,1714,"15,590"
"Dec 21, 2024",rainy,COASTAL,SPRING,Fahrenheit,bbc,red,morning,-999,w,MODERATE,hail,humid,excellent,arwen,day,,15649,11717,17504,15235,18851,9031,5034,10803,£16082
2022-03-25,CLOUDY,SOUTH,spring,fahrenheit,weather.com,YELLOW,Night,overcast,,Moderate,,comfortable,-999,dudley,DAY,3249,£1694,2819,NA,3542," 2,908",6014,13774,1288,   851
27/01/2024,sleet,NaN, winter ,kelvin,Met Office,amber,morning,CLEAR,sw,extreme,HAIL,dry, poor ,arwen,night,4427,1350,NaN," 9,867",-999," 5,703",-999,£6943,1280,8632
14/02/2023,snowy,-999,missing,celsius,NOAA,amber,afternoon,mostlyCloudy,SW,extreme,RAIN,NA,good,Corrie,day,12109,18707," 4,653",missing,17798,18851,-999,-999,18255,2833
14/09/2024,windy,north,SPRING,fahrenheit,ACCUWEATHER,yellow,night,mostly cloudy,nw,Very High,-999,dry,good,NaN,day,17952,£5497,475,£9517,13170,2591," 8,907",missing,15413,£3591
05/08/2022,sleet,WEST,summer,Fahrenheit,metOffice,missing,afternoon,Mostly Cloudy,NW,moderate,SNOW,comfortable,-999, franklin ,missing,"11,651",NaN," 5,212",£19294,12279,,2616," 7,718",£19950,£12987
2022-10-08, Snowy ,east,SUMMER,KELVIN,accuweather,RED,NaN,MOSTLY CLOUDY,n,low, Rain ,HUMID,veryPoor,eunice,day,£7956,13020,16459,18313,6562,£17344,-999,5652,8130,7783
2024-09-17,foggy,west,AUTUMN,Celsius, noaa ,None,NIGHT,overcast,Se,very high,-999,HUMID,Poor,Dudley,Day,NA,15801,3418,10150,£5355,NaN,-999,NA,16798,   289
2024-10-26,snowy,east,autumn,-999,MET OFFICE,amber,evening,Mostly Cloudy,Ne,very_high,,oppressive,MODERATE,arwen,night," 4,537",,6859,NaN,,"18,017",6460,11533,,10920
13/10/2022,SNOWY,NORTH,AUTUMN,kelvin,Met Office,red,afternoon,OVERCAST,e,extreme,rain, DRY ,moderate,,night,2905,16574,13031,10586,18763,£7642,8406,9079,1304,£755
20/01/2021,sunny,south,AUTUMN,fahrenheit,bbc,NONE,afternoon,Clear,E,high,none,COMFORTABLE,good,,NA,9723,13000,£4855,12062,NA,623,£88,2065,13018,NaN
2023-07-03,foggy,Inland,autumn,CELSIUS, met_office ,NA,night,overcast,SE, low ,snow,oppressive,good,arwen,day,missing,NA,8379,9669,6792,2929,16118,,-999,£1018
NaN,-999,SOUTH,autumn, fahrenheit ,weather.com,amber,evening,mostly_cloudy,Se, MODERATE ,SNOW,-999,Moderate,franklin,Night,17728,12322,£11852,"11,364",18709,5648,299,7033,19311,"16,062"
24/09/2022,,midlands,Spring, fahrenheit ,Weather.com,YELLOW,evening,clear, ne ,,Rain,oppressive,Excellent,franklin,night,6040,11238,13500,2556,-999,14156,14619,13762,15858,missing
2022-09-15,sunny,west,Spring,Celsius,met office,red,NIGHT,clear,se,extreme,RAIN,humid,VERY POOR,Barra,night,17523,12645,16671,£13443,4056,£3145,3436,-999,11785,19952
2024-04-05,rainy,North,winter, FAHRENHEIT ,accuweather,NONE,MORNING,Overcast,n,extreme,sleet,Dry,moderate,dudley,-999,£14106,£13558,NaN,missing,3497,12110,,18238,16352," 4,649"
20/08/2021,rainy,WEST,SUMMER,fahrenheit,noaa,red,afternoon, partly_cloudy ,nw,extreme,HAIL,HUMID,very_poor,Corrie,night,£1280,£8403,4326,18493,10585,12478,   198,19468,13545,NA
08/07/2022,SNOWY,Inland,NaN,fahrenheit,met office,none,NIGHT,MOSTLY CLOUDY,ne,NaN,Rain,humid,EXCELLENT,Franklin,day,£11750,£13192,NaN," 1,871",,14005,13333,£17244,992,18127
07/08/2022,foggy,south,summer,CELSIUS,accuweather,yellow,AFTERNOON,clear,W,extreme,NONE,oppressive,good,barra,day,NA,9238,369,missing,9556,10123,17519,6320,NA,£7081
07/08/2024,rainy,Midlands,SPRING,celsius,accuweather,RED,missing,Overcast,se,high,Hail,NA,excellent,corrie,NIGHT,£2816," 9,124","18,537",13322,5309,4232,11185,missing,8316,6630
13/07/2023,windy,west,winter,CELSIUS,accuweather,amber,Night,partly cloudy,SW,high,None,oppressive,EXCELLENT,Barra,Night,9110," 3,238",,117,   682,3813,6666,-999,NA,3679
04/02/2024, cloudy ,north,SUMMER,Kelvin,met_office,none,NA,CLEAR,,,missing,DRY,excellent,corrie,NIGHT,17564,5117,"17,149",8290,,£1313,9890,16124,," 7,670"
2021-09-10,FOGGY,west,spring,kelvin, weather.com ,RED,Night,PARTLY CLOUDY,ne,low,,oppressive,,Eunice,-999,17735,"11,384",11517,5110,£12377," 7,333",10754,8563,£16822,8746
30/08/2024,foggy, Inland ,AUTUMN,kelvin,Noaa,none,-999,Clear,Se,low,Sleet,HUMID,moderate,barra,day,NaN,-999,14490,"17,943",18184,8270,16063,14279,"19,337",172
2023-05-16,stormy,midlands,summer,CELSIUS,weather.com,missing,AFTERNOON,MOSTLY CLOUDY,e,extreme,sleet,Dry,-999,eunice,day,18806,5555,7514,15106,5913,2241,missing,6004,17380,NaN
2021-12-20,foggy,south,winter,celsius,Bbc,amber, MORNING ,Overcast,N,EXTREME,sleet,HUMID, excellent ,Dudley,Day,£11286,-999,37,£19113,5760,3117,2331,-999,£19267,-999
2024-09-27,RAINY,missing,Summer,fahrenheit,Accuweather,RED,afternoon,overcast,se,moderate,rain,Humid,Poor,corrie,night,NaN,£1557,missing,16814,-999," 4,298",12985," 7,405",13111,4590
07/04/2023,stormy,NaN,winter,CELSIUS,metOffice,NONE,morning,partlyCloudy,NE,-999,snow,HUMID,excellent,Corrie,NIGHT,11995,5026,11331,503,£16685," 3,104",174,14967,"18,304","14,014"
2023-01-06,STORMY,SOUTH,spring,celsius,Noaa,YELLOW,morning,partly_cloudy,se,Low,sleet,NaN,good,franklin,Day,£2728,18394,13112,£7176,£14591,14464,8957,18938,8572,1639
2023-06-20,stormy,east,spring,kelvin,accuweather,NONE,EVENING, partly_cloudy ,ne,extreme,none,comfortable,excellent,Eunice,Day," 6,005",4054,,4461,£19273,8425,11242,8663,453,10355
2023-03-23,Cloudy,west,autumn,fahrenheit,Bbc,,NaN,PARTLY CLOUDY,nw,Extreme,none,NaN,Poor, FRANKLIN ,day,19888,15638,"16,997",£3687,5034,"11,617",£9370,15316,11475,1172
29/11/2022,sleet,Inland,Winter,Kelvin, accuweather ,NaN,,partlyCloudy,w,very_high,Sleet,HUMID,poor,barra,Day,12973,5876,£4489,"19,392",5814,"18,542","16,393",£11891,16681,3754
29/05/2022, snowy ,Inland,winter,celsius,met office,red,night,clear, se ,High,snow,NA,poor,Eunice,night,393,1722,£8971,17399,missing," 2,103",5912,857,12711,£12243
2023-11-23,Windy, coastal ,Autumn,CELSIUS,metOffice,NaN,NA,partly_cloudy,NW,moderate, snow , comfortable ,NA, Arwen ,night,8160,NA,8490,12321,10151,5347,18696,7252,15525,10843
25/04/2024,Foggy,west,spring,fahrenheit,bbc,NA,morning,mostlyCloudy,e,,sleet, oppressive ,Moderate,arwen,day,NA,272,£19067,,NaN,11007,"18,025",NaN,3393,13707
09/10/2022,snowy,INLAND,missing,CELSIUS,BBC,RED,,Clear,sw,extreme, hail ,dry,MODERATE,Barra,DAY,"10,557","16,555",13519,£8575,1095,"14,012","11,533",18021,4417," 9,370"
16/04/2022,Rainy,EAST,AUTUMN,FAHRENHEIT,Accuweather,RED, night ,partly_cloudy,, extreme ,rain,comfortable,NA,arwen,night,-999,NaN,£17489,18973," 2,322"," 9,223",8568,£12207,2246,£9803
16/11/2023,SUNNY,south,autumn,kelvin,accuweather,AMBER,Evening,CLEAR,NW,Low,rain,oppressive,missing,Eunice,Day,5433,NaN,19239,4541,3829,1852," 1,789",160,8887,missing
18/02/2023,foggy,midlands,spring,CELSIUS,Accuweather, Amber ,afternoon,overcast,nw,moderate,Hail,Dry,very poor,Corrie,Day,19005,2109,7447,"14,835"," 7,379",£1996,3044,17338,NaN,9072
