date,Genre,RATING,language,Format,franchise?, PRODUCTION STUDIO , release season , budget band ,distribution?,SEQUEL,Award Noms, filmingLocation , CINEMATOGRAPHY ,Lead Actor, soundMix , runtimeMin ,box office $m,metascore,userscore,screens, opening $m ,marketing_$m,CGI SHOTS,IMDB VOTES, oscarWins 
05/07/2021,horror,15,mandarin,3D,Franchise,Paramount,Autumn,$10-50m,limited,, 1-3 ,nz,Film,-999,DTS,10355,£12164,9187,"13,902",17429,10927,13557,NaN,17181,5359
NaN,horror,G,-999,streaming,-999,warner,-999,$50-150m,direct-to-dvd,yes,4-7,nz,digital,NEWCOMER,atmos,£7519,18032,,15935,£12464,5836,8099,missing,£13560,19285
2023-03-30,documentary,12a,french,3d,spin-Off,warner,summer,$10-50m,Streaming,Yes,4-7,australia,digital,-999,atmos,16147,10574,,£7187,NaN,17251,£3748,8118,£7087,£4245
21/08/2022,NA,r,english,Streaming,Spin-Off,paramount,Winter,>$150m,streaming,no,8+,US,digital,b-List,Dts,13781,18353,14753,11225,17837,6269,£9524,2109,missing,11980
08/07/2024,Drama,18,mandarin,3D,standalone,Universal,spring,<$10m,cinema,yes,4-7,Australia,imax70mm,A-LIST,dts,missing,7174,£889,,"19,700",11358,-999,"11,561",11321,£5175
14/09/2023,horror,15, french ,3D,franchise,universal,autumn, >$150M ,cinema,yes,NaN,NZ,imax_70mm,-999,atmos,4191,£12318,8428," 1,085",18270,£15129,9712,£4657," 1,176",£7641
07/05/2022,horror,12a,french, 3d ,Spin-Off,disney,spring,$10-50m,limited,missing, 8+ ,Australia,digital,A-LIST,atmos,"14,034","10,828"," 3,727","18,740"," 4,784",17784,£3593,2634,"18,170",15191
29/11/2024,COMEDY,r,french,2d,standalone,-999,NaN,<$10m,direct-to-dvd,YES,8+,nz,NA,,Dolby,6574," 8,953",1291,16445,£7593,£12850,19845,"10,063",£19562,NA
02/01/2024,Documentary,g,mandarin,3d,SPIN-OFF, Warner ,NA,$50-150M,Cinema,NO,NaN,UK,film, newcomer ,atmos,1948,11686,missing,NaN,10560,NA," 4,500",13732,"18,452"," 2,690"
2021-07-22,Comedy,12a,spanish,2d,FRANCHISE,PARAMOUNT,winter,>$150m,CINEMA,no,0, canada ,imax_70mm,a-list,missing,3904,13498,9469,3175,£17492,15815,14907,7288,13844,12071
2024-11-20,action,12a,English,imax,standalone,PARAMOUNT,autumn,$50-150m,limited,no,1-3,nz, DIGITAL ,b-list,dts,17438,870,9986,"14,555",18078,NA,"16,744",8647,6376,NA
31/01/2024, horror ,12A,NaN,streaming,Franchise,SONY,winter,>$150m,limited,YES,4-7,US,imax70mm,b-list,DTS,14912,£7818,£7399,14406,12844,9384,3745,13042,1546,4924
31/01/2023,action,G,missing,-999,reboot,warner, Winter , $10-50M ,CINEMA,no,4-7,UK,DIGITAL,b-list,dts,missing,NaN,17130,£17476,7351,,"18,400",£6038,"12,184",£6898
04/08/2022,Animation,15,Spanish,STREAMING,REBOOT, SONY , SUMMER ,<$10m,cinema,no,4-7,nz,film,NEWCOMER,atmos," 5,320",5997,17141,5212,,NA,NA,-999,NaN,335
20/04/2023,comedy,pg, Spanish ,3d, SPIN-OFF ,universal,SUMMER,$10-50m,DIRECT-TO-DVD,no, 4-7 ,australia,Imax 70mm,A-LIST, dts ,£8036,6452,,18663," 9,560",£8044,9523,7479,19631,£1965
2024-04-25,horror,NaN,Spanish,3d,franchise,paramount,summer,<$10m,direct-To-Dvd,no,1-3,canada,digital,A-List,Atmos,4501,14496,£409,5928,19669,"18,498",14914,19993,10597,missing
2021-10-05,DOCUMENTARY,pg,mandarin,streaming,spin-off,WARNER,AUTUMN,$50-150m,LIMITED,yes,1-3,australia,film,newcomer,-999,19776,£12998,10736,16968,£13708," 9,413",missing,11598,6543,13862
2021-01-30,documentary,-999,English,streaming,Standalone,disney,Summer,>$150m,limited,yes,8+,Uk,digital,a-list,DTS,11294,6338,   422,£411,"10,522",14588,17350,17231,NA,2352
30/09/2022,Action,g,hindi,2d,NA,missing,NA,$10-50m,LIMITED,No,8+,canada,imax_70mm,missing,dolby,12867,1330,14296," 9,522",,missing,8974,10051,£1795,1571
2024-12-21,ANIMATION, r ,MANDARIN,NaN,-999,disney,summer,,STREAMING,no,0,nz,,B-List,dts,19049,NaN,4942,4559,11398,missing,NA,5749,3599,14479
2021-08-31,comedy,pg,French,streaming,standalone,paramount,winter,<$10m,streaming,yes,4-7,us, film ,newcomer,Dolby,12524,£15159,19958,10033,4139,£13930,3999," 2,093",NA,10887
09/02/2022,comedy,pg,french,streaming,franchise,disney,winter,<$10m,cinema,yes,4-7,nz,film,a-list,atmos,19823,14399,14299,5033,14284,19432,£696," 1,847",19105,£498
02/02/2021,NA,12A,MANDARIN,missing,missing,Universal,spring, <$10m , cinema ,yes,0,nz,film,, Dolby ,10074,3119,15413," 7,393",NA,10713,£8037,£4214," 7,599",£17646
2024-09-02,documentary,15, FRENCH , Streaming ,spin-off,sony,SPRING,$50-150m,streaming,yes,0,Nz,film,NaN,Dts,£16898,NA,,750,10079,NA,16563,939,£4527,NaN
NA,Action,PG,hindi,2d,NaN,disney,autumn,$10-50m,Streaming,yes,4-7,canada,imax_70mm,NA, dolby ,2348,missing,7761,£9926," 4,843",NaN,£14043,£13005,11324,19001
02/12/2023,Documentary,r,Mandarin, 2D ,missing,sony,Summer,$50-150m,direct-to-dvd,No,4-7,NA,film,b-list,dolby,£9302,£7341,468,"17,159","12,256"," 1,788",£9674,17004,13807,-999
06/05/2021,documentary, g ,hindi,3d,NA,NA, winter ,$50-150m,limited,yes,1-3,uk,imax70mm,NEWCOMER,dts," 3,787",17632," 1,444"," 7,965",,," 4,524",11086,-999,£84
25/03/2023,COMEDY, 18 ,spanish,2d,Standalone,DISNEY,summer,>$150m,limited,-999,1-3,canada,film,newcomer,atmos,"19,158"," 7,131",11574," 6,724",4512,14396,NaN,5715,8446,19818
2024-01-05,NaN,pg,HINDI,2d,franchise,universal,Autumn,$50-150m,LIMITED,yes,1-3,-999, DIGITAL ,b-list,ATMOS,"13,768",4732,9646,missing,14704,-999,6117," 7,751",4597,4434
2021-05-08, animation ,15,MANDARIN,3d,NaN,paramount,SPRING,>$150M,NA,NO,1-3,NZ,film, a-list ,atmos,7760,3384,£8982,NaN,11289,4525,6981,6579,13264,19755
15/11/2023,documentary,PG,NaN, 3d ,SPIN-OFF,UNIVERSAL,Autumn,<$10M,direct-to-dvd,yes,0,CANADA,,newcomer,dts,-999,6267,7165,2715,7794,15870,14329,7398,8143,14618
"Jan 13, 2024",missing,r,french,Streaming,franchise, warner ,winter,$50-150m, direct-to-dvd ,yes,0,Nz, FILM ,b-List,dts,£6747,missing," 6,709",NaN,6252,£14148,-999,13625,18253,"18,508"
15/11/2024,drama,18,spanish,2d, standalone ,paramount,Spring,>$150m,limited, yes ,1-3,canada,Film, A-List ,Dts,9312,14071,4851,missing,NaN,11640,£9008,19415,10342,17601
17/06/2022, DRAMA ,Pg,,NA,Standalone,NA,winter,>$150M,NA,yes,1-3,NZ,,newcomer,Dts,NA,£13309,8690,,,£14751," 5,055"," 1,685",NaN,£5
-999,NA,15,french,2D,standalone,universal, autumn ,<$10m,cinema,yes,1-3,australia,Digital,NEWCOMER,Dts,17470,6099,missing,15304,NA,missing,£391,19329,£10570," 5,928"
2024-07-30,Action,missing,english,2d,reboot,paramount,SPRING,>$150M,Cinema,no,missing,us,NaN,b-list,dolby,13870,7497,11322,missing,13862,1567,£7071," 4,877",4450,£4170
2021-07-26,documentary,Pg,spanish,3d,Franchise,Paramount,autumn,<$10m,limited, Yes ,8+,uk,Digital,a-list,DOLBY,1893,12627," 7,528",NA,£14429,4838,4100,£2485,14617," 4,051"
03/12/2024,comedy,15,HINDI,2d,spin-off,DISNEY,SUMMER,,streaming,NO,8+,UK,digital,A-List,Atmos,18922,1215,£19011,16665,8726,,,11229,"11,863",616
18/02/2021,horror,r,Hindi,Imax,NaN,universal, SUMMER ,$10-50m,cinema,yes,1-3,australia,FILM,Newcomer,dts,4090,11812,16165," 3,090",15836," 2,695",11904,£12262,£15296,£19533
2022-04-17,documentary,r,mandarin,2d,missing,sony,Winter,$50-150m,missing,NaN,missing,Canada,missing,newcomer,Dolby,5778," 9,785",NaN,£16930,NaN,,450,£5181,16417,NaN
2024-08-15,comedy,-999, english , 2d , Franchise ,paramount, summer ,,streaming,no,,US,film,b-list,dolby,13533,missing,14270,15296,NA,missing,£4615,£11615,,9480
2024-12-12,drama, 12A ,missing,missing,reboot,warner,-999,$10-50m,LIMITED,yes,1-3,Canada,film,B-List,atmos,   227,15326,1913,18650,14292,£10595,"11,727",8221,592,"10,558"
26/04/2023,HORROR,pg,FRENCH,3d,reboot,universal,autumn,>$150M,cinema,yes, 0 ,australia,digital, B-List ,dolby,18041,4825,19519,11849,£17250,5735,15317,11822,16000,6430
02/08/2024, action ,18,Hindi,imax,,universal,winter,>$150M,LIMITED,,0,uk,film,a-list,DOLBY,,13836,£16670,,4727,£10328,£4131,£4792,NaN,8327
"Apr 13, 2023",documentary,Pg,hindi,2d,-999,disney,Autumn,$10-50m,streaming,YES,8+,australia,FILM,newcomer,atmos,10458,93,10571,15425,NaN,12403,£1510,£17334,2391,14797
2023-07-02,drama,pg,hindi, 2d ,reboot,disney, spring ,$10-50M,cinema,NO,4-7,uk,DIGITAL,NaN,Dolby,-999,3762,15660,4071,£4953,9139,NaN,"10,162",missing,£15691
09/08/2021,Comedy,12a,mandarin,3d,SPIN-OFF,,summer,$10-50m,streaming,yes,8+,canada,IMAX 70MM,a-List,DTS,12671,NaN,3288,7052,missing,£977,13482,3813,£19350,6783
"Dec 05, 2021",ANIMATION,g,english,3D,reboot,warner,Spring,>$150m,,no,8+,Australia,Imax 70mm,a-List,dolby,13076,16805," 2,379"," 9,351",4750,£6954,16264,"10,976"," 3,496",16417
06/08/2023,comedy,15,mandarin,2d,SPIN-OFF,NA,winter,<$10m,LIMITED,no,1-3,AUSTRALIA,-999,a-list,DOLBY,18048,missing,£15549,14886,£13262,£11604,11163,626,3493,3212
2022-04-25,comedy, PG , french ,STREAMING,-999,sony,winter,<$10m,-999,Yes,8+,us,film,a-List,ATMOS,£16699,11226,£18088,-999," 8,469","10,305",12025,£696,7019,17742
2022-10-25,action,12A,french,Streaming,standalone,Sony,summer, >$150m ,NaN,no,1-3,nz,FILM,a-list,NaN,£10377,£18145,19691,13013," 1,663",-999,£5653,13200,8069,NA
NA,COMEDY,r,FRENCH,Imax,FRANCHISE,Paramount,SUMMER,<$10m,streaming,yes,4-7, canada ,digital,newcomer,NA,16464," 4,434",£6171,"18,216",14514,11240,5373," 8,198",16104,15864
09/07/2023,-999,12A,french,3d,Franchise,Disney,autumn,$50-150M,direct-to-dvd,yes,1-3,CANADA,digital,b-list,Dts,12728,3623,8701,7791," 3,479","17,475",£11873,8742,3826,17404
05/09/2024,drama,r,English,3D,standalone,NA,spring,$50-150m,CINEMA, yes , 0 ,australia,NA,newcomer,dts,7112,   762,"10,076",£9423,11853,missing," 7,005",1494,15215,"11,852"
26/06/2021,documentary,15,FRENCH,3d,spin-off,Warner,summer,$50-150M,cinema,No,1-3,US,imax_70mm,newcomer, DTS ,£2525,   743,NaN,,3183,missing,11703,474,-999,NA
2023-03-08,documentary,15,FRENCH,imax,spin-Off,UNIVERSAL,spring,>$150m,LIMITED,No,4-7,nz,imax_70mm,a-list,DTS,13335,£13297," 6,156"," 4,267","15,634",NaN,£12473,"18,010",9696,11600
16/01/2022,COMEDY,15,Hindi,2d,franchise,paramount,spring,$50-150M,Direct-To-Dvd,yes,8+,NA,film,a-List,NaN,   326,£9258,13905,"12,027",10422,599,£1364,-999,19681,£6727
2024-07-17,Horror,18,,2D,spin-off, SONY ,spring,>$150m,cinema,no,4-7,Canada,DIGITAL,Newcomer,dts,NaN,"18,060",16543,11273,-999," 1,820",629,3457,£10569,19566
2022-10-21,drama,g,NaN,3D,NaN,sony,autumn,$50-150M,streaming,YES,4-7,australia,film,Newcomer, atmos ,1519,3792,-999,NA,12854,9918,16198,17620,18523,"14,402"
2023-08-29,Documentary,18,mandarin,imax,spin-off,warner,Spring,<$10m,NaN,no,8+,nz,-999,newcomer,atmos,3837,£11887,missing,12523,5548,7519,,5692,2594,£13453
31/12/2024,Action,r,FRENCH,3d,standalone,paramount,SPRING,<$10m,streaming,Yes,0,Nz,imax_70mm,b-list,dolby," 3,249",9609,556,810,£5289,£5775,9870," 3,544",3872,8374
20/03/2022,DOCUMENTARY,,spanish,3d,reboot,NA,summer,,Cinema,NO,4-7,nz,digital, a-list ,atmos,5888,9828,14556,3457,7697,missing,5768,5710," 8,516",18897
14/05/2022,Action,18,english,NA,SPIN-OFF,universal,SUMMER,,direct-To-Dvd, no ,NA,NZ,,NaN,dolby,18532,"14,250",18426,12432,£5417,£2098,12160,-999,2718,5519
2024-05-29,action,12a,NA,2d,NaN,disney, spring ,>$150M,limited,Yes,1-3,NaN,imax_70mm,A-List,atmos,19296,£17939,10230," 6,202",missing,12507," 7,053",£19281,11795,5158
2023-02-17,DRAMA,PG,English,3D,reboot,Warner,Winter,$10-50m,direct-to-dvd,NO, 8+ ,Canada,FILM,newcomer,missing,9345,10178,," 3,596",6686,13580,missing,8606,18972,£2061
28/10/2021, comedy , r ,english,streaming,NA,universal, autumn ,$50-150m,cinema,yes,0, australia ,digital,newcomer,dolby,£2646,"11,387","15,113",£19354,,15122,£13119,"18,994",6138,15275
2022-03-20, Documentary ,NaN,hindi,2d,franchise,WARNER,summer,$10-50M, DIRECT-TO-DVD ,no,8+,,Digital,a-list,ATMOS,14378,,12323,£8767,13104,NA,12650,£10463,7989,"18,950"
2024-05-02,comedy,G,spanish,imax,reboot,sony,winter,$10-50m, DIRECT-TO-DVD ,YES,4-7,Us,digital,NA,dts,£14928,-999,11396,19371,NaN,7675,6437,5,,992
"Sep 11, 2023",NaN,15,english,2D,NA,universal,WINTER,NA,STREAMING,yes,8+,uk,IMAX 70MM,a-list,,£1830,6855,1228,NaN,12207,£9789,£19386,£617,14120," 6,987"
"Jul 14, 2021",DOCUMENTARY,15,hindi,3d,spin-off,warner,NaN,>$150M,cinema, no ,1-3,Nz,Imax 70mm,A-List,atmos," 4,319",17941,2404,10994," 1,640",9755,7672,,£6086,£8252
2022-10-12,,NA, mandarin ,3d,standalone,sony, Winter ,<$10m,Limited, YES ,4-7,uk,digital,a-list,atmos,15650,16993,8190,18357,£2016,"13,716",8718,£17008,18817,19949
2024-10-04,Drama,18,english,2D, reboot ,sony, Winter ,<$10m,limited,,0,NaN,IMAX 70MM,A-List,NaN,7714,6198," 1,015",10496,£11141,2653,NA,7750,"16,332",NA
31/12/2022,ANIMATION,12a,hindi,2D,franchise,Paramount,Summer,>$150m,cinema,,-999,nz,film,b-list,ATMOS,881," 8,072"," 7,027"," 1,318",£13393,6785," 2,290",NA,"14,200",16831
26/04/2023,animation,NA,NaN,3d,Franchise,Universal,spring,$10-50m,DIRECT-TO-DVD,no,4-7,nz,Film,Newcomer,-999,£3925,729,7282,4396,15045," 2,947",4123,9931,missing,"18,643"
2024-05-02,action,r,french,streaming,NaN,sony,Autumn,$50-150M,STREAMING,yes,missing,NA,FILM,A-List,dolby,10435,,£2165,13290,,14135," 4,746",£8354,£3208,NA
"Dec 18, 2022",DOCUMENTARY,NA,spanish,2d,NaN,Warner,spring, $50-150M , cinema ,YES,0,nz,film,B-LIST,NaN,NaN,14006,£13174,NA,4546,£10102,£17256,29,,"19,699"
2021-06-29,animation,r,hindi,Streaming,standalone,Warner,NaN,$50-150M,Cinema,yes,8+,us,imax70mm,B-LIST,dts,18023,272,13905,5706,NaN,£3779,1993,NaN,NaN,1644
2024-04-24,horror,18, English , 3D ,standalone,disney,SPRING,-999,Cinema, yes ,8+,nz,film,b-List,dolby,10241," 4,144",4834,13661,18978,missing," 6,945",9307,£5695,"11,581"
2023-09-27,documentary,r,hindi,STREAMING,standalone,disney,summer,$50-150m, limited ,yes,8+,CANADA,DIGITAL,newcomer,DTS,£2530,11076,"15,065",NA,16916,£3485,18816,3460," 6,600",11465
"Sep 03, 2024",comedy,pg,missing,IMAX,spin-off,universal, summer ,<$10m, streaming ,missing,4-7,,Film,b-List,dolby,8220,16359," 3,115",missing,12368,"15,574",£11475,£2102,7509,11050
29/09/2023,animation,-999,spanish,3D,reboot,paramount,-999,$50-150m,Cinema,no,0,canada,Imax 70mm,NEWCOMER,DTS,17175,733,1293,10735,,NaN,9068,10158,NA,-999
01/04/2021,comedy,12a, Hindi ,imax,reboot,disney,summer,<$10m,missing,missing,4-7, canada ,digital,a-list,missing,£16567,15682,15232,-999,8707,£5413,8398,£13945,6587,648
2022-01-15,NaN,-999,ENGLISH, streaming ,-999,paramount, Winter ,missing,NA,yes,8+,us,imax_70mm,newcomer,DOLBY,13349,5475,£9400,19827,"14,051",11881,£5262,19590,17415,1965
16/10/2022,,pg,Hindi,2d,Franchise,PARAMOUNT,autumn,$50-150m, direct-to-dvd ,No,,nz,FILM,a-list,-999,£10825,18893,£4280,"19,054",£12655,6828,-999," 9,074",£7942," 1,833"
27/06/2024,animation,G,MANDARIN,2d,franchise,Disney,autumn,>$150m,streaming,YES,0,canada,digital,B-LIST,-999,11141," 7,255",8033,£18798,7441,4129,£15237,8828,69,6313
05/03/2021,drama,-999,HINDI,Imax,standalone,Sony,-999,$50-150m,,yes, 4-7 ,australia,digital,a-list,DTS," 3,593",8690,636,2920,5367,314,£1975,19700,£10950,£13547
06/03/2021,Drama,missing,mandarin,imax,Franchise,warner,spring,$10-50m,Direct-To-Dvd,yes,4-7,us,imax 70mm,B-List,DOLBY,£13483,£1993,,15785,17241,14081,NaN,14575,12470,8238
18/02/2024,animation,G,NA,IMAX,franchise,paramount,AUTUMN,>$150m,CINEMA,no,1-3,Nz,IMAX 70MM,a-list,atmos,14855,NaN,1240,£7240,,3676,-999,11307,£8342,£8057
15/01/2022,Comedy,r,MANDARIN,2d,missing,paramount,Winter,>$150m, streaming ,yes, 1-3 ,uk,,NEWCOMER,dts,1570,15981,£17924,14593,£14165,9501,15237,12110,18266,6178
19/03/2023,drama,PG,spanish,imax, franchise ,NaN,spring,>$150m,cinema,NO,0,canada, imax70mm ,NA,DTS,1687," 6,214",2156,15425,£10317,10673,959,"19,976",4890," 9,478"
2021-10-14,comedy,15,FRENCH,STREAMING,spin-off,paramount,NaN,>$150m,DIRECT-TO-DVD,Yes,8+, us ,digital,missing,dolby,"12,351",17545,£19023,missing,7018,10488,15791,16822,246,£2004
2024-06-14,drama,pg,mandarin,imax,Franchise,paramount,autumn,,direct-to-dvd,yes,0,NA,DIGITAL,a-list,ATMOS,9132,£3516,£5011,16150,12347,6061,£1431,NA,,"19,724"
2022-02-24,missing,12a,English,3d,spin-Off,paramount,NA,$50-150m,streaming,yes,0,australia,NaN,-999,ATMOS,£7224,6840,18755,19577,£14975,missing,12215,£17024,18220,13829
2023-01-29, comedy , G ,english,Imax,franchise,paramount,NaN,$10-50m,Streaming,NA,,Uk,film,b-list,atmos,"17,065",2075," 8,614",NaN,"13,101",2710,14440,7309,987,15629
12/06/2022,comedy,NaN,spanish,streaming,Spin-Off,Disney,spring,<$10m,Direct-To-Dvd,No,0,,imax_70mm,b-list,dolby,£15158,17103,3923,5526,£15708,960,17263,," 5,239",£14861
01/10/2022,Action,r,french,imax,franchise,warner,autumn,<$10m, direct-to-dvd ,No, 0 , us ,Film,b-list,dolby,4213,£7517,£6567," 3,509",6872,7168,8375,12637,7781,11393
2024-05-01,DRAMA,R,,2d,reboot,sony,autumn,<$10m,streaming, yes ,4-7,us,film,b-list,atmos,£13282,"13,777",-999,4204,4672," 8,501",1568,17402,16942,"16,524"
08/10/2022,Drama, 18 ,mandarin,3d,FRANCHISE,paramount,summer,$50-150m,cinema,No,NaN,US, Imax 70mm ,A-LIST, Dolby ,6333,"10,756"," 4,330",15423,"17,025",2406,£16609,12506,6609,12320
"Aug 11, 2021",animation,12a,Mandarin,3d, Franchise ,universal,spring,$50-150M,direct-to-dvd,Yes,1-3,canada,FILM,b-list,-999,12720,16694,7142,3819,13792,"16,109",1485,£1256,-999,10876
,NaN,pg,NA,streaming,standalone,,winter, >$150M ,DIRECT-TO-DVD,Yes,1-3,uk,DIGITAL,b-list, dolby ,623,19456,14874,1226,NaN,£1427,624,18517,£16750,13335
-999,drama,18,mandarin,2D,spin-off,warner,autumn,missing,direct-to-dvd, No ,8+,nz,IMAX 70MM,A-List,dolby,9443,£4224,,13258,9223,,9180,£16130,NaN,5206
missing,action,15,english,streaming, reboot ,NA,spring,<$10m,CINEMA,yes,4-7,us,imax 70mm,NEWCOMER,Atmos,"11,066",missing,17755,£5230,NaN,18010,"19,491",8084,4959,7508
2023-10-20,documentary,r,Hindi,3D,spin-off,sony,Summer,<$10m, streaming ,no,8+,nz,film,Newcomer,,-999,   227,"17,262",8962,£11009,1768,3435,8491,£3469,1470
NaN,documentary, pg ,english,3d,spin-off,warner,winter,$50-150m,streaming,yes,-999,NaN,imax 70mm,b-List,dts,2071,NaN,10766,missing,16063,18589,"14,905",8556," 5,419",17027
2022-04-19,COMEDY,12A,spanish,imax,standalone,paramount,autumn,missing,direct-to-dvd,NO,8+,uk,film,newcomer,dts,8733,£7183," 4,079",,,7514,2246,18292,7511,"12,110"
2021-05-08,Documentary,12a,spanish,imax,franchise,sony,winter,>$150m,NA,No,4-7,UK,digital,NEWCOMER,atmos,"16,608",4887,9131,7327,276," 5,078",2791,5629,11289,14181
"Aug 09, 2021",horror,15,English,3d,,PARAMOUNT,Spring,$50-150m,Cinema,NaN,1-3,AUSTRALIA,film,b-list,atmos,13786,£14988,£5716,10572,3529,£6173,£13875,19702,7261," 5,934"
NaN,Action,pg,HINDI,3d,reboot,warner,SUMMER,<$10m,CINEMA,no,0,-999,imax70mm,newcomer,DTS,18837,9316,£8690,12651,£5359,18326,18825,£4366,10904,NA
21/03/2022,DOCUMENTARY,r,HINDI,2D,standalone,universal,summer,$50-150M,STREAMING,yes,1-3,australia,digital,missing,dolby,9618,£11276,,7758,NA,15070,8376,6389,,£19116
25/10/2023,action,18,hindi,streaming,standalone,Universal,spring,>$150M,cinema,No,0,missing,imax_70mm,A-List,Dts,£232,,4861,7044,17036,4087,4880,£6539,£3593,12250
2024-05-24,COMEDY,15,French,-999,reboot,sony,spring,<$10m,DIRECT-TO-DVD,YES,1-3,nz,Imax 70mm,newcomer,dts,4503,,£17692," 1,246",508,3605,9527,17420,£3057,11684
09/01/2024,comedy,pg,mandarin,2d,standalone,warner, SPRING ,$50-150m,direct-to-dvd,no,missing,Uk,imax70mm,b-list,DTS,,£2586,8850,-999,6376,missing,10103," 7,258",13260,17500
2021-08-09,drama,g,Mandarin,streaming,,NA,Summer,>$150m,limited,No,0,,digital,NaN,atmos,£1979,19177,5603,£715,16955,10319,£15432,NA,15081,NaN
2022-07-09,HORROR,r,NA,missing,Franchise,SONY,spring,>$150m,Direct-To-Dvd,no,4-7,uk,imax70mm,a-List,dolby,14639," 2,757"," 6,489",£14605,13630,£9270,missing,,2826,missing
2021-01-05,comedy,18,english,imax,Standalone,sony,spring,<$10m,streaming,yes,8+,canada, Digital ,A-List,Atmos,£417,10677,3722,11612,4127,£11908,18596,£2908," 6,920",£14686
2022-07-28,HORROR,r,SPANISH,Imax,Reboot,Universal,missing,<$10M,streaming,yes,0,-999,digital,NaN,atmos,£13846,453,£6675,825,4156,£8155,6757,19718," 9,955",NA
03/05/2023,DRAMA,G,HINDI, imax ,Spin-Off,universal,SPRING,$10-50m,CINEMA,YES,8+,nz,imax_70mm,a-list, Dts ,£18802,"15,806",missing,£11204,,7236,£5621,8203,17327,11707
2022-01-19,horror,15,-999,imax,NA,sony,Winter,NaN,streaming,yes,0,australia,imax 70mm,b-List,NA,12334,£13903,15895,NaN,7596,"18,958",NA,2936,16962,18836
"Mar 17, 2022",drama,R,spanish, 2d ,NA,warner,autumn,$50-150m,DIRECT-TO-DVD,no,0,canada, film ,newcomer,dts,"17,071",1562,"11,578",£4258,15807,6674,4520,10891,-999,13876
NaN,DRAMA,g,NA, streaming ,SPIN-OFF,paramount, autumn ,,streaming,no,1-3,nz,digital,A-LIST,atmos,NaN,2759,18825,3892,£14793,4076,NA,3937,162,£17101
17/12/2024,action,missing,spanish,imax,REBOOT,universal,autumn,-999,streaming,NO, 1-3 ,missing,IMAX 70MM,Newcomer,atmos,15872,£684,9200,15190,£12694,3211,10907,£1350,£5240,11843
09/05/2021,DRAMA,r,ENGLISH,2d,reboot,DISNEY,winter,>$150m,,no,0,us,film, A-LIST ,Dts,,15553,"16,448",2169,9619,-999,8494,13560,15323,£6276
2024-03-04,drama,r,french,Streaming,REBOOT,Warner,winter,$10-50m,Streaming,YES,0,NZ,digital,a-list,dts,18303,"10,859",missing,2738,13017,16171,15420,1634,," 3,941"
2021-07-09,horror,r,MANDARIN,Imax,franchise,DISNEY,Autumn,>$150m,cinema, no ,0,us,Film,missing,Atmos,17505,10089,£10430,4558,£12658,£19378,£6101,12227,"15,122",4764
22/11/2023,Drama,pg,english,imax,standalone,missing,summer,$10-50m,NA,no,8+,nz, DIGITAL ,newcomer,,10984,£9736,"10,508",3921,12958,9959,15786,11084,£13745,168
2024-04-15,horror,15,HINDI,3D,standalone,warner,Autumn,$50-150m,direct-to-dvd,NO,8+,NZ,Imax 70mm,b-List,NA,18773,£13573,-999,,2693,5347,14273,missing,£16860,6127
22/04/2022,horror,pg,ENGLISH,imax,STANDALONE,Warner,autumn,$10-50m,direct-to-dvd,No,4-7,uk,,b-list,DOLBY,,19214,£13447,14921,   968,13011,2194,14780,490,9539
02/04/2021,documentary,pg,french,3D,NA,SONY,autumn,<$10m, cinema ,YES,8+,canada,Film,,dolby,missing," 7,690",5093,£18680,19172,14966,NaN," 7,271",4736,14577
2024-03-04,-999,,FRENCH,2D,missing,sony,autumn,$10-50m,,YES,NaN,UK,digital,-999,Dts,11836,"10,902",£4743,5190,19258,11348,15116,17589,6886,
-999,horror,NA,Spanish,streaming,missing,paramount,spring,$10-50M, LIMITED ,No, 1-3 ,Australia,digital,a-list,Atmos,9881,5431,"11,235",£19399,£3670,3958,,2934,10201,£10803
10/08/2021,Comedy,G, french ,Imax,SPIN-OFF,sony,Spring,missing,LIMITED,no,0,us,NaN,a-List,atmos,15517,1686,3210,2254,10412,11524,18179,10893,"16,993",
"Apr 16, 2022",horror,15,English,streaming,SPIN-OFF,disney,summer,$10-50M,Direct-To-Dvd,Yes,1-3,CANADA,imax_70mm,b-List,-999,missing,5883,33,4228,£19793,6027,17512,£14673,10783,-999
2024-02-02,animation,18,spanish,3D,spin-off,NA,winter,missing,NA,YES,8+,canada,imax_70mm,A-LIST,atmos,11908,3914,8521,£7653," 8,349",£10966,£12239,15223,£7090,12648
11/08/2024,drama,12a,FRENCH,imax,Spin-Off,disney,Autumn,$10-50M,cinema,Yes,NaN, australia ,imax 70mm,A-List, atmos ,10486,1408,7708,£8563,7884,5345,12061,19526,16817,NA
2024-01-04,action,15,,3d,STANDALONE,disney,AUTUMN,>$150M, STREAMING ,yes,-999,australia,imax_70mm,NEWCOMER,dts,16699,11925,-999,17080,6902,£11090,14093,-999,11423,£2905
30/06/2021,drama,18,Hindi,3d,Standalone,paramount,spring,$50-150m,DIRECT-TO-DVD,no,4-7,Canada,Imax 70mm,b-List,dts,"18,752",7909,9973,"17,475",NaN,1473,NA,15874,"14,126",19377
2024-01-22,Documentary,g,english,3D,standalone,NaN, autumn ,>$150m,STREAMING,no,8+,us,IMAX 70MM,a-List,dts,8502,"19,856",4549,"17,338",12159,£11757,8244,£10462,£6491,-999
