DATE,genre,format,language, mood ,decade, Label ,EXPLICIT, chartPosBand ,Instrument Focus,Live/Studio, GRAMMY WON ,remastered,PLAYLIST TYPE?,audienceAge,REGION POPULARITY,Streams M,salesK,LISTENERS K, peakPos , weeks charted ,Tour Gross £M,track_length_s,bpm,Key,energy%
23/12/2022,ROCK,cd,French,Sad,2000S,UNIVERSAL,no, UNCHARTED ,NA,live,1-3,NO,SLEEP,teens,uk,-999,9177,3253," 4,292",16772,1311,"17,889",3230,missing,671
2023-09-30,hip-hop,vinyl,NA,energetic,90s,SONY,No,NaN,Piano,live,8+,yes,workout,NA,uk,17989,2814,10589,£6814,NaN,-999,150,," 8,547","12,590"
NaN,ROCK,Streaming,KOREAN,NA,2010s,indie,no,TOP-10,drums,STUDIO,1-3,no,party,SENIORS,us,8467,£15340,6535,£16776,9993,£10784,£8879,3704,£11615,
2023-01-30,JAZZ,CD,english,ENERGETIC,2010s,sony,no,uncharted,guitar,studio,4-7,No,MOOD,KIDS,Asia,,12173,"17,291",£14787,10670,£18615,943,19268,£5643,7904
11/11/2024,missing,STREAMING,-999,energetic, 2020s ,INDIE,no,TOP-10,drums,STUDIO, 4-7 ,yes,Party,teens,eu,NaN,13642,15552,5510,£6707,£7198,9670,4410,2798,"11,607"
2024-02-20,CLASSICAL,Cassette, english ,Sad,90s,warner,yes,top-100,drums,Studio,8+,yes,WORKOUT,adults, EU ,£5700," 4,434",15252,9223,12329,13849,"12,581",,18526,£15537
"Jan 11, 2021",POP,CD,,NA,70s,warner,yes,top-100,drums,studio,1-3,Yes,FOCUS,TEENS,UK,4116,£7581,7255,1650,17288,6135,£9593," 5,777",511,18766
2023-07-03,Hip-Hop,Live,SPANISH,energetic,,Sony,yes,TOP-40,PIANO,NA,,NO,Workout,teens,latam,NaN," 7,021",missing,£13625,NaN,missing,8748,5834,2835,11935
18/12/2021,HIP-HOP,LIVE,Spanish,-999,2020s,sony,no,top-100,synth,live,8+,yes,PARTY,NaN,US,2449,7423,17249,17022,17700,£4519,6199,   645,-999,15138
-999,CLASSICAL,CD,ENGLISH,angry,70s,Sony,YES,top-40,guitar,STUDIO,0,yes,workout,,us,2827,"13,769",13523,9492,£16208,£18212,,13113,1601," 3,602"
2021-05-31,Hip-Hop,LIVE,SPANISH,chill,-999,Indie,Yes, top-100 ,strings,studio,8+,No,party,adults,Uk,NaN,10977,3728,17716," 4,444",4834,10084,18324,missing,NaN
07/09/2021,Edm,vinyl, SPANISH ,sad,80S,universal,NO,top-40,guitar, live ,4-7,no,sleep,-999,-999,12272,11160,£16547,£13262,£11251,6502,"17,661",323,8128,19585
24/10/2023,Rock,missing,german,ENERGETIC,2020S,NaN,NO,UNCHARTED,strings,Studio,0,no,Focus,adults,eu,968,8504,NaN,"17,830",£12319,£12059,2250,18193,"19,066",-999
NA,Classical,live,spanish,ENERGETIC,70s,sony,yes,TOP-100,drums,live,1-3,no,PARTY,kids,Asia,8806,4911,£13822,18865,£17555,missing,4284,£7895,18631,4437
2022-05-16,rock,live,NaN,energetic,90s,Universal,NO,top-40,drums,live,8+,no,NaN,Kids,us,13213,£17647,7024,£14124,2870,5165,5615,£11454,7597,£18897
27/08/2023,JAZZ, CASSETTE ,english,Happy,2010S,Warner,No,Uncharted,strings,live,4-7,no,mood,kids,Uk,2807,6665,missing,£14560,NaN," 3,915",2103,7592,7348,£2605
2022-06-28,JAZZ,NaN,french,-999,90s,Warner,yes,top-40,synth,live,0,no, FOCUS ,teens,UK,"10,667",£15004,,£16726,£3530,17048,18185,3251,NA,19074
2023-07-17,Classical,vinyl,german,Sad,2010s,universal,no,uncharted,STRINGS,live,0,NaN,mood,missing,uk," 1,745",18520,8124,£8841,   829,13059,,£18441,129,"18,298"
19/11/2024,edm,live,korean,chill,2020s,sony,no,TOP-100,piano,live,1-3,-999,MOOD,ADULTS,missing," 2,301",18869,£10561,£18314,5705,£2943,£2350,8323,12850,3433
"Aug 05, 2024",HIP-HOP,NaN,French,-999,70s, Sony , yes ,NA, Strings ,live,NaN,-999,-999,KIDS,UK,,NaN,7192,NA,NaN,3007,5255,NA,12894,12162
29/09/2021,edm,CD,Spanish,sad,2000s,indie,yes,TOP-100,synth,live,0,No,focus,seniors,Us,"13,851",NA,9019,14266,13831,1541,14487,NaN,5102,10822
-999,NaN,streaming,,sad, 70s ,missing,YES,uncharted,guitar,live, 4-7 ,no,mood,KIDS, Asia ,2774,missing,17445,NA,"15,426",10418,"13,811",14391,3704,NA
2021-09-17,pop,,german,happy,2020s,Sony,missing,top-100,synth,-999,4-7,YES,Focus,seniors,asia,10803,"15,321",8830,2348,11142,NaN," 3,627",£11958,19814,13037
14/12/2023,EDM,vinyl,GERMAN,chill,2010s,WARNER,Yes,Top-10,Synth,-999,1-3,no,party,Kids,uk,19820,3714,16233," 6,699",17293,17768,6484,2100,13103,11809
2022-12-27,,streaming,Korean,SAD,2000s,indie,Yes,top-100,,Studio,4-7, YES ,focus,Adults,US,7326,11531,1815,£17439,missing,18981,NaN,missing,11390,8282
"Nov 05, 2022",pop,STREAMING,ENGLISH,,2010s,indie,-999,uncharted,Drums,Studio,0,YES,PARTY,teens,EU,10734,missing,£14947,NA,8337,8220,5743,19478,£1292,2761
26/09/2023,pop, vinyl ,korean,sad,2000s,warner,no,top-40,synth,studio,4-7,yes,workout,adults,EU,4211,"18,875","16,377",14341,11319,8624,£17640,"12,651",£18743,-999
2022-09-06,pop,Cd,korean, CHILL ,2020s,indie,no,top-10,Strings,Studio,4-7,,mood,teens,us,,6630,£286,6148," 4,941","14,283",£2246,6194,-999,"13,047"
29/06/2022,jazz,cd,spanish,CHILL,2000s,NA,YES,top-100,Synth,studio,-999,no,workout, teens ,,2877,1036,10673,10180,7046,8785,"18,177",NA,£18620,2868
2021-12-29,missing,NA,english,angry,2020s,warner, NO ,Uncharted,DRUMS,studio,4-7,YES, workout ,seniors,asia,16121,16198,NaN," 7,354",18000,19611,-999,-999,NA,15544
2023-10-19,jazz,cd,spanish,sad,-999,universal,missing,top-100,DRUMS,,,no,MOOD,TEENS,asia,NA,,£1874,8758,£18592,NA,-999,16897,2854,NA
2023-07-27,Jazz, CD ,french,ANGRY,80s,-999,YES,top-100,DRUMS,live,1-3,no,-999,seniors,Eu,10480,13," 8,586"," 4,596",9600,2077,£18726,986," 6,312",7435
07/12/2022,pop,streaming,french,Angry,70s,indie,NaN,top-10,GUITAR,Live,1-3,NO,focus,Seniors,asia,19635,15774,18199," 2,274",16894,14511,£19126,£14690,5574," 7,214"
21/05/2022,,vinyl,french,chill, 70s ,warner,no, top-100 ,synth,studio,4-7, No ,workout,ADULTS,ASIA,missing,6638,"19,484",6669,13138,£11337,   343,£11514,-999," 3,158"
2022-12-07,pop,,english,CHILL, 2020s ,universal,No,top-100,,Live,1-3,no,party,Teens,asia,3648," 3,854",,"14,472",18784,£7426,13645,15784,,NaN
25/02/2023, edm ,cd,english,sad,2000s,warner,yes,Top-40,STRINGS,studio,1-3,yes,focus,kids,ASIA," 8,964",£8949,13113,"15,013",9704,missing,18231,-999,£19426,9534
2023-02-23,edm,vinyl,korean,sad,missing,Indie,NaN,top-10,Strings,studio, 4-7 ,YES,mood,TEENS, uk ,5503,NA,11781,18498,£1577,7956,3305,11096,£14427,3124
2024-09-30,ROCK,CD,korean,chill, 90s ,universal,no,top-10,Guitar,Live,1-3,no,focus,seniors,latam,£2846,NA,16588," 8,979",5868,12773,£5013,missing,6776,12042
2023-01-08, hip-hop ,STREAMING,french,ANGRY, 2020s ,NA,Yes,uncharted,Piano,live,0,No,WORKOUT,adults,asia,17443,NA,6358,NaN,£12309,13979,,2356,3273,10952
"Jun 21, 2023",hip-hop,streaming,Korean, angry ,80s,Universal,-999,top-40, drums , studio , 1-3 , no ,party,kids,latam,19024,"13,125",9450,"17,719",15720,16106,18458,-999,£14318,"17,112"
2022-01-05,POP,vinyl,spanish, angry ,-999,universal, no ,Top-10, strings ,live,1-3,yes,SLEEP,adults,EU,,1560," 5,112",87,10918,13064,-999,4996,10438,£15136
"Oct 18, 2022",classical,live,english,angry,2020s,sony,No,top-10,,studio,8+,yes,Sleep,kids, latam ,15783,4534,8566,15262,11970,NA,£420,9705,17238,£5709
01/09/2023, jazz ,cassette,german,Happy,2020S,Sony,NO,missing,Piano,live,4-7,no,SLEEP,,uk,11571,15486,4642,missing,4495,7818,14662,7693,2440,£12108
"Jun 18, 2023",pop,cassette,SPANISH,Angry,2020s,warner,missing,Uncharted,synth,live,1-3,NO,workout,ADULTS,asia,£2412,17736,1762,12007,10087,11748,missing,3108,12455,"11,524"
2024-04-29,hip-hop,streaming,SPANISH,-999,70S,WARNER,no,uncharted,strings,Studio,1-3,yes,mood,adults,Uk,£16768,,14809,10501," 5,461",NA,19628,4377,6194,missing
2024-10-28,Pop,Streaming,KOREAN,SAD,2020s,sony,NaN,top-100,GUITAR,studio, 8+ ,yes,sleep,kids,asia,6568,£18857,NA,9043,NA,6621,"10,323",1739,9296,672
2021-11-29,pop,,english,-999,2000s,universal,no,top-100,DRUMS,live,4-7,yes,Mood,-999,NA,"11,929",£16324,5473,18424,10283,18896,13294,NaN,1325,634
2023-12-26,hip-hop,live,spanish,SAD,2010s,Sony,no,Top-40,guitar,studio,4-7,Yes, party ,teens,Asia," 5,980",17882,5805,£1822,10524,3902,14546,14460,£3365,19276
2023-03-10,hip-hop,vinyl,german,chill, 2010s ,UNIVERSAL, no ,-999,synth,Studio,4-7,missing,sleep,teens,uk,£16793,NA,£4526,15978,924," 6,901",1701,12948," 5,319"," 7,932"
06/04/2022,rock,Cassette,english, Happy ,2000s,-999,yes,top-10,guitar,missing,4-7,NO,PARTY,KIDS,asia,"14,197"," 1,877",12731,14629,£3474,14066,9512,missing,-999,£8737
03/02/2021,classical,cd, ENGLISH ,missing,70s,INDIE, NO ,UNCHARTED,PIANO,LIVE,0,no,party,Seniors,latam,18777,£13644,13709,12657,,15962,£2358,9941,NA,"13,740"
"Aug 24, 2024",rock,cd,SPANISH,happy,NA,warner,NO,TOP-100,Synth,STUDIO,0,no,party,Kids,eu,8661,£776,,6804,"17,916",15268,£1639,6968," 8,539",£12698
"Jul 23, 2024",Pop,VINYL,french,Sad,70s,,Yes,top-10,GUITAR,LIVE,0,no, SLEEP ,kids,Asia,£17163,9300,£5009,,£3543,£12445,2406,NaN,missing,£7780
19/07/2023,Pop,cassette,german,Happy,2000S, sony ,NO,-999, drums ,studio,1-3, no ,sleep,KIDS,NA,4128,NA,8335,15491,8228,2289,2067,missing,5030,"17,069"
NA,-999,Live,german,chill,2000s,Sony,YES,NA,NaN,LIVE,4-7,NaN,Workout,missing,latam,"19,038",19659,5765,8294,"18,946",15765,9741,1929,£2865,4902
08/09/2023,pop,missing,english,energetic,70s,sony,NO, top-10 ,piano,STUDIO,0,yes,focus,kids, uk ,"17,617","18,156",£14070,4695,£12858,4566,missing,9111,4391,   848
04/10/2024,POP,CASSETTE,spanish,,70s,sony,,top-10,synth,NA,4-7,no,workout,kids,latam,1707," 9,323"," 4,760",5631,11924," 6,816",NaN,7962,14172,£5559
15/07/2022,Rock,cassette,spanish,Happy, 80s ,warner,YES,top-100,strings, live ,0,NA,Sleep,adults,Asia,9509,13323,6185,"16,180",4049,19919,3272,7753,£514,"19,453"
2021-01-13,EDM, CASSETTE ,french, HAPPY ,90S,universal,no,top-100,SYNTH,live, 0 ,yes,Mood,kids,-999,"17,198",15929,9040,£9296,14620,£3808,missing,12272,8766,-999
"Oct 11, 2021",classical,cd,GERMAN,energetic,70s,SONY,no, UNCHARTED ,drums,live,8+,yes,Workout,SENIORS,NaN,£7677," 5,728",16887,17327,£15566,"18,595",16456,19801,10038,1667
22/06/2024,pop,LIVE,French,ENERGETIC,2000s,-999,NO,top-40,guitar,, 4-7 ,YES,Workout,kids,uk,NaN,11910,1950,£11254,18722,13549,5218,NaN,£15949,11558
01/12/2024,classical,streaming,english,NA,70s,-999,-999,NA,missing,live,4-7,-999, mood ,SENIORS,latam,£19838," 4,763"," 4,570",£11123,364,12028,9541,NA,£1218," 1,056"
06/02/2022,rock,vinyl,german,Energetic,2010s,Sony,No,top-100,strings, STUDIO ,0,NO,Workout,TEENS,Us,NaN,14290,£3895,"18,853",19704,7281,13995,989,16538,missing
,hip-hop,cd,spanish,Chill,80s,missing,no,top-40, guitar ,studio,missing,NO,party,teens,Latam,686,-999,14098," 1,059",,2307,13241,"11,437",missing,8580
"Nov 26, 2022",pop,vinyl,korean,Energetic,80s,Sony,NO,,PIANO,LIVE,8+,No,missing,kids,eu," 8,522",missing,11248,10417,£5607,10065,17929," 7,401",£574,3302
03/03/2024,classical,Cassette,French,CHILL,70s,missing,yes,Top-40,piano,LIVE,4-7,Yes,Mood, TEENS ,NaN,4206,"19,232",19583,1366,13121,13018,"17,915",1463,11780,£3867
-999,NA, cd ,english,HAPPY,70s,warner,yes,TOP-10,piano,LIVE,-999, Yes ,NA,seniors,eu,"18,744","16,046",1154,18185," 5,721",9453,,NaN,£10676,£18569
2021-01-21,jazz,live,german,sad,90s,Indie,NO,UNCHARTED,strings,STUDIO,8+,YES,sleep,teens,asia,7861,11336,missing,£16135,5350,"13,439",235,NA,127,£1690
08/03/2022,rock,streaming,korean, chill ,2020s,warner,Yes,TOP-40,piano,studio,8+,yes,sleep,KIDS,asia,"17,304",,"16,462",3634,5243,8900,,£14130,19240," 5,328"
2021-04-10,hip-Hop,VINYL,German,angry,2020s,NA,yes,top-10,GUITAR,,0,No, sleep ,adults,US,"13,182",12508,£9590,16245,7031,"18,477",6831,17414,60,"17,179"
2024-04-07,pop,cd,English,happy,2010s, universal ,no,TOP-100,Piano,studio,4-7,NO,sleep,Kids,LATAM,£18185,17783,missing,,14611,6528,£5736,"10,538",£501,515
06/10/2023,jazz,cd,german,-999,70s,universal,yes,top-40,STRINGS,missing,NaN,no,workout,seniors,NaN," 6,021",NA,"10,964",NaN,13983,£18579,15154,£4226,9063,NaN
"Feb 15, 2021",NaN, Cd ,spanish,sad,90s,sony,yes,-999,Guitar,STUDIO,1-3,no,party,adults,us,13135,16048,1066," 8,604",NaN,7739,NaN," 1,776",16548,10014
19/12/2021,hip-Hop,cd,korean, energetic ,80s,NaN,No, top-40 ,GUITAR, studio ,4-7,no,WORKOUT,NaN, asia ,19621,5451,4726,15259,"12,333"," 9,984",-999,£14930,2525,NaN
19/03/2023,Hip-Hop,vinyl,french,happy,2020s,,missing,top-40,synth, live , 8+ ,NO,missing,missing, latam ,£460,11394,missing,1419,9261,missing,£4641,£11449,4509,12418
29/05/2024,rock,Vinyl,german,CHILL,70s,Sony,YES,top-10,drums,Studio,1-3,yes,mood,ADULTS,eu,1255,£1105,missing,2130,3677,13491,"12,007","12,693","17,160",5717
08/11/2022,Jazz,cassette, korean ,energetic,2020s,INDIE,yes,uncharted,,studio,8+,NO,workout,Adults,missing,13288,,14839,18699,15734,,19385," 2,348",9999,£12010
06/04/2024,rock,vinyl,French,missing,2020s,NA,yes,top-40,DRUMS,live,8+,Yes,party, kids , asia ," 9,032",£18658,6701,-999," 4,344",19431,,NA,£15397,missing
"Aug 20, 2024",rock,Streaming,german,,NA,warner,no,Uncharted,Drums,live,8+,yes,sleep,teens,us,3134,17571,4697,NaN,12767,18083,£3604,missing,13685,-999
2024-01-15,-999,cassette,french,sad,80s, Universal ,,-999,strings,studio,0,yes,party,seniors,missing,8411,16227,£2874,3891,£5992,1674,"13,791","11,037",8452,777
2024-04-08,hip-hop, vinyl ,English,CHILL,90S,Warner,yes,TOP-40,Drums,studio,8+,no,sleep,adults,UK,7858,-999,14023,£16901,53,11584,8090,missing,"15,202",£8683
01/07/2022,jazz,CASSETTE,korean,ANGRY,70s,missing,NO,Uncharted,synth,LIVE,NA,no,Sleep,Teens,latam,10018,11321,18405,2568,347,"15,364",104,1198,15191,3710
2023-09-18,rock,vinyl,korean,CHILL,2000s,Universal,NO,top-40,drums,Studio,0,yes,mood,Kids,asia,"10,766",5744,13808,3865,12569,2425,£17436,£14956,2369," 8,392"
2022-10-02,missing,vinyl,spanish,happy,90s,indie, yes ,top-10, strings ,Live,1-3,No,focus,kids,ASIA,£1234,9339,"12,924",11731,18336,3933,12473,,£14024,£9027
2021-07-01,EDM,Cassette,ENGLISH,NA,90s, universal ,no,Top-40,, STUDIO ,1-3,yes,sleep,KIDS,eu,17130,-999,   570,"16,522"," 8,051",17277,9382,15230,10221,19127
2022-09-07,CLASSICAL,Streaming,English,angry,2000s,warner,no,top-40,piano,studio,8+,yes,workout,TEENS,-999," 8,661",11654,10030,18978,£13099," 6,044",5650," 1,619",14445,"17,955"
29/12/2022,hip-Hop,VINYL,spanish,-999,70s,sony,no,missing, synth ,Live,4-7,NO,SLEEP,SENIORS,uk,12373,9844,3412,missing,17195,£1140,7282,18535,2247,NA
08/12/2024,HIP-HOP,STREAMING,french,ANGRY,2020s,universal,yes,uncharted,-999,studio,missing,no,mood,KIDS, Asia ,769,120,4223,£18807,11573,7091,11720,£16638,15714,-999
11/12/2023,NA,CD,spanish,NA,2000s,indie, YES ,top-100,GUITAR,live,0,YES,focus,Adults,uk,missing," 4,443"," 5,644",13260,NaN,NaN,10060,NA,631,£16241
09/04/2024, CLASSICAL ,live,english,chill,2000S,UNIVERSAL,no,top-100,drums,STUDIO,-999,YES,SLEEP,seniors,Eu,£18889,,NA,5252,£3514,19893,8749,£7938,6150," 1,356"
21/03/2023,rock,Vinyl,,Sad,80s,, NO ,Uncharted, Guitar ,-999,NA,NO,Workout,teens,asia,"13,177",17571,£13532,9837,18977,£184,11044,5546,17956,£7803
04/02/2021, jazz ,CASSETTE, spanish ,SAD,2000s,warner,YES,Top-100,strings,studio,8+,Yes,party,Kids,Us,16608,6931,10569,,£11598,13377,12611,,"11,147",
2024-09-11, rock ,cd,korean,energetic,2020S,universal, No ,top-10,strings,studio,8+,YES,mood,ADULTS,asia,7519,missing,"16,948",2643,350,NA,10102,13308,NaN,missing
16/09/2022,missing,cassette,spanish,-999,70s,SONY,no,uncharted,strings,studio,4-7, no , party ,SENIORS,UK,missing,19885,£10747,"10,238",347,998,£19736,12998,3212,
2022-08-28,hip-Hop,LIVE,english,happy, 2010S ,sony,no,top-10,drums,Studio,8+,no,party, Seniors ,eu,-999," 6,056",NA,,18746,NA,7005,10943,£16290,9451
2024-06-26,classical,NA,German, sad ,90s,warner,yes, UNCHARTED ,SYNTH, studio ,,No,MOOD,KIDS,latam,5585,missing,5436,18754,1480,,10179,,18628,NaN
04/08/2021,NaN,cassette,german,Energetic,80s,Indie,no,Uncharted,drums,live,NA, No ,party,seniors,asia,5055,9543,"12,708",15173,14349," 6,168",3944,41,15665,13968
2023-03-12,rock,vinyl,english,energetic,90s,sony,YES,top-10,Strings,STUDIO,4-7,Yes,Party,KIDS,latam,14918,946,8102,"13,012",11789,18339,9163,3296,£4427," 3,537"
2022-09-15,Pop,NaN,korean,HAPPY,2020S, universal ,no,missing,synth,,1-3,yes,PARTY,adults,uk,13792,-999,£12700,7031,14141,£19348,NaN,-999,9258,12810
17/09/2024, pop ,cassette,korean,Happy,2010s,UNIVERSAL,yes,Top-100,SYNTH,LIVE,0,YES,Mood, adults ,asia,£18686,5661,NA,£9681,NaN,£14840,18070,19194,14885,7749
2022-04-08,pop,streaming,French,Energetic,80s,-999,yes,-999,strings,LIVE,0,No, Workout ,adults,Asia,18673,16163," 9,149",£15959,"15,876",12646,16252,8894,11196,15630
08/05/2024,EDM, Vinyl ,spanish,HAPPY,2020s,indie,No,Top-10,strings,studio,4-7,no,party,adults,eu,6584,NaN,,13433,NA,16377," 4,669",7328,17333,19371
2023-04-10,ROCK,Cd,french,sad,80s,universal,yes,uncharted,strings,live,1-3,no,SLEEP,,Asia,"10,640",2658,9608," 3,017"," 5,978",18797,9656," 6,065",14707,8610
2022-06-30,CLASSICAL,CD,Korean,angry,-999,universal,yes,uncharted,PIANO,Live,1-3,yes,Workout,seniors, asia ,   869,   326,7442," 8,934",4855,missing,NaN,18327,14900,
2022-04-01,jazz,vinyl,english,-999,NaN,WARNER,yes, top-40 ,strings,STUDIO,4-7,no,MOOD,adults,us,18115,,13663,13706,7857,NA,£14479,"19,731",missing,19713
2022-05-13,edm,vinyl,English,energetic,90s,indie,no,top-40,DRUMS,LIVE,1-3,missing,mood,Seniors,eu,3994,£12429,4527,£6356,18658,8776,15477,NA,7803,15718
05/07/2024, Rock ,vinyl,german,CHILL,80s,UNIVERSAL,no,top-100,STRINGS,STUDIO,8+,Yes,WORKOUT,adults,eu,£2660,"17,928",19596,310,14396,2323,7929,6907,3498,18433
2024-08-13,HIP-HOP,STREAMING,ENGLISH,chill,2020s,sony,YES,missing,Piano,live,8+,YES,MOOD,teens,EU,£14223,NA,13469,14479,3070,£17557,3413,4219,,18646
20/03/2022,Jazz,Cd,korean,-999,90s,warner,-999,top-10,drums,studio, 0 ,no, focus ,SENIORS,asia,6349,16165,"11,312",NA,1407,18336,-999,2132,"15,317",£9420
NaN,Pop,cassette,french,Energetic,2000S,INDIE,NO,Top-10,piano,Studio,4-7,No,workout, Teens ,us,6137,8712,"18,979",7749,8472,£14257,£19895," 9,012",4161,£11420
2021-02-08,Classical,vinyl,spanish,NA,NaN,INDIE,YES,uncharted,Drums,LIVE,1-3,yes,Sleep,seniors,latam,16753,18038,"10,199",9717,6359,2311,15326,£18285,16844,NA
2024-07-01,jazz, streaming ,french,HAPPY,2000s,universal,yes, uncharted ,drums, live ,4-7,no,missing,Kids,us,£5509,8489,13715,,£14989,10353,NaN,NA,14720,392
,hip-hop,live,korean,energetic,2010s,NA,no,uncharted, piano ,studio,8+,YES,MOOD,NaN,UK,10103,4768,11556,-999,17077,"18,960",£3294,9828,18171,£6430
14/07/2021,-999,streaming,NA,Happy,90s,indie,YES,top-40,Piano, Studio ,1-3,Yes,sleep,kids,us,£5751,6740,17401,17429,14033,NaN,10325,10826,15388," 6,787"
26/05/2021,edm, Vinyl ,ENGLISH,chill,2020S,sony, yes ,top-10,Piano,studio,1-3,yes,workout,adults,-999,16433,517,"10,377","12,956",13394,£14988,£19013,16902,£14574,5671
31/03/2023,classical,Cd,korean,happy,NA,Sony,no,uncharted,Guitar,LIVE,4-7,yes,Party,,latam,703,-999,7118,£869,18581,4296,1888,474,£10394,15059
2023-04-22,classical,Streaming, German ,ENERGETIC,70s,NaN,yes,top-10, synth ,,4-7,no,MOOD,seniors,eu,2405,missing,17458,"14,334",£6851,8645,£5336,8589,6774,17248
-999,Edm,LIVE,KOREAN,chill,2020s,sony,YES,TOP-40,GUITAR,live,4-7, No ,WORKOUT,teens,asia,£7771,-999,15269,19115,£16142,£18669,14304,NaN,£3072,17145
2022-11-24,NaN,cassette,missing,ANGRY,NaN,universal,,top-100,synth,missing,1-3,yes,PARTY,seniors,NA,3547,11399,NaN,17971,19211,£9413,"17,011",8641,£16975,-999
10/12/2022,edm,cassette,spanish,,70s,universal,yes,top-40,guitar,NA,0,no,mood,Teens,eu,7052,9752,13287,14555,£5132,19976," 4,459"," 9,126",8238,3899
2022-11-26,Jazz,LIVE,,sad,90S,UNIVERSAL,no,top-40,piano,live,0, yes ,party,adults,,17142,£9148,2226,14181,10583,2535,4427,NA,13158,3161
"Aug 29, 2023",JAZZ,cd,french,sad,2020S,Universal,NO,top-10,missing,STUDIO, 0 ,no,FOCUS,kids,LATAM,8497,,8017,5974,17123,8458,NaN,9490,missing,16359
NaN,jazz, cassette ,NA,angry,90s,UNIVERSAL,YES,uncharted,Synth,live,4-7,NO,NaN,-999,NaN,1812,missing,14110,10747,-999,6651,17970,£17850,£1396,10539
2024-08-23,POP,live,spanish,CHILL,2000s,sony,NO,top-100,drums,studio,0,yes,workout,Seniors,latam,NA,7252,7432,NaN," 1,028",9496,14692,-999,£15143,NA
13/12/2022,jazz,Cassette,spanish, sad ,2010S,universal,YES,top-10,strings,,1-3,Yes,PARTY,teens,latam,NA,£7928,18043,£19165,11324,14607,9808,£7945,7606,-999
NaN, classical ,cd, spanish ,happy,2020s,sony,Yes,top-100,Strings,Studio,0,missing,workout,NA, Us ,-999,£13722,   730,15468,16078,18454,11312,£14821,7943,"11,885"
19/01/2023,POP,cassette,ENGLISH,angry,90s,Sony,yes,Top-10,Guitar,live,1-3,yes,WORKOUT,teens,Asia," 5,428",12920,13479,19313,14469,NaN,4104,£544,6329,17379
"Nov 09, 2021",Hip-Hop, live ,english,sad,80s,Indie,Yes,Top-40,Synth,studio,0,no,Focus,adults,uk,"10,423"," 2,813",7421,19839,"14,444",-999,8787,11003,NA,8390
"Mar 28, 2021",Rock,LIVE,NaN,Angry,70s,WARNER,no,Top-10,drums,studio,8+,Yes,mood,missing,,17648,9585,3648,£17028,13855,£14894,7247,NaN,57,9565
"Jul 19, 2022",Classical,NA,,Angry,70s,universal,NO,top-100,synth,NaN,8+,-999,PARTY, teens ,us,£19330," 8,044",6977,£10723,"13,486",£16887,1309,17460,£19648,9375
2024-10-05,Pop,STREAMING,german,Angry,2000s, INDIE ,yes,top-10,Drums,NaN,1-3,No,PARTY,Adults,us,13325,-999,NaN,£2024,6815,5382,£8591,£1001,12960,
2021-06-17,Jazz,cassette,ENGLISH,sad,2010s,warner,yes,TOP-40,Strings,Studio,,yes,sleep,seniors,ASIA,-999,£18767,10226,"11,234",£9227,NA," 6,116",19742,15030,6914
2021-01-18,Pop,vinyl,German,angry,2000s,Universal,no, top-10 ,piano,missing, 1-3 ,yes,NaN,seniors,eu," 2,042",NaN,5108,£353,3516,£6490," 6,493",6277,9645," 1,700"
26/01/2021,jazz,Cassette,korean,angry,80s,Sony,yes,NaN,drums,Live,4-7,NA,Workout,adults,-999,5726,12575,11874,18724,13040,   910,£12315,"11,603",19486,18806
2022-12-13,,cd,english, sad ,2020s,sony,yes,top-100,GUITAR,live,NA,YES,Workout,adults,Asia,11755,202,5172,7439,13563,£15107,11640,5190,16053,4233
30/10/2021,HIP-HOP,LIVE,KOREAN, sad ,70S,,no,TOP-40, Drums ,live,4-7,No,party,kids,-999,NaN,NA,11493,19487,17892,£15753,2070,6239,10418,18138
30/08/2024,rock,Cassette,NA,happy,2020s,warner,Yes,top-100,SYNTH,-999,,-999,sleep,teens,EU," 2,454",NaN,£14870,£15059,missing,£5565,missing,-999,-999," 2,187"
2022-01-18,-999,Vinyl, English ,angry,2010s,sony,yes,top-40,strings,LIVE,8+,no,NaN,Teens,,NA,"15,353",6842,NaN,19483,12331,16713,NaN,5375,2670
2022-03-28,Rock,vinyl,spanish,happy,2000s,Universal,YES,TOP-100,,NA,NaN,-999,missing,seniors,Latam,9791,18618,13019,£10,,14221,12129,11042,11897,12918
2022-03-23,ROCK,cassette,english,happy,,warner,NO,Top-40,GUITAR,studio,1-3,NO,workout,SENIORS,,NaN,7580,15076,4466,13788,6285,3005,2671,17883,6071
16/01/2021,,streaming,english,SAD,2010s,sony,NO,Top-40,strings,live,NA,NaN,,Teens,us,£5396,£15070,3973,18448,4851,6970,16776,6026,9638,8818
20/05/2022,classical,Cd,french, sad ,90S,INDIE,no,uncharted,NaN,live,8+,NaN,NaN,seniors,uk,"18,663"," 8,487",3286,"19,974",17420," 6,575",450,11887,18868,£7357
13/09/2021,Pop,live,french,ENERGETIC,2000s,sony,yes,top-100,drums,-999,1-3,yes,focus, teens ,eu,£1078,£8387,2787,1784,-999,396,"18,946",missing,NA,NaN
22/05/2024,Rock,vinyl,KOREAN,ENERGETIC,NA,indie,yes,NA,SYNTH,live,0, no ,sleep,seniors, us ,18359,,NA,5678,"16,600",£17315,NaN,,NaN,NaN
07/12/2021,edm, streaming ,Spanish,sad, 80s ,Indie,NaN,TOP-100,PIANO,NaN,8+, yes ,sleep,seniors,LATAM,19087,5601,15216,£9961,446,£16667,"16,891","17,881",,5511
