DATE,make,model/,fuel_type?,transmission,Body Style, colour ,Drive Train,Trim Level,reg state, Emission Std ,Segment?,ownership type,insuranceGroup,warranty_status,MARKET REGION, ENGINE CC , horsepowerBhp ,TORQUE NM,co₂G/Km,Range Km,0-60 MPH S,fuelTankL,Boot L?,KERB WEIGHT KG,list_price_£?
2022-10-23,Vw,A4,Hybrid,dual-Clutch,saloon,white,awd,luxury,NaN,EURO 5,a-city,PRIVATE,6,out-of-warranty,APAC," 9,655",3466,3764,17013," 8,396",7169,5078,12076,19710,12886
2021-01-25,volvo,320i,DIESEL,MANUAL,estate,silver,awd,performance,imported,NA,a-city,demo,5,In-Warranty, apac ,£7258,10048,13815,15373,9804,10837,,missing,£12601,£10930
NaN,Ford,focus,petrol,Cvt,Coupe,white,4wd, base ,-999, euro 6 ,E-EXEC,hire,NA,in-warranty,apac,£10037,16079,12995,5747,NaN,18323,11333,17438,9193,-999
19/12/2022,VW,focus,petrol,-999,suv,BLUE,rwd,Base,IMPORTED,Euro 5,D-MID-SIZE,demo,-999,in-warranty,apac,6116,19603,16591,"18,006",£1085,2820,15953,NaN,,10296
19/02/2022,volvo, S60 ,Electric,dual-clutch,saloon,BLACK,rwd,luxury,new, ulez ,E-Exec,NaN,NA,missing,US,£4835,6007,18271,6894," 1,041",7497,-999,£13829,2251,-999
"Jan 23, 2022",NaN,NA,petrol,Manual,hatchback,missing,awd,SPORT,USED,EURO 4,NA,hire,35,out-of-warranty, Mea ,£1246,NA,7740,1057,£555,12815," 8,182",10075,missing," 5,793"
2024-04-07,honda,FOCUS,electric,automatic,saloon,Grey,Fwd,luxury,New,ulez,B-SUPERMINI,demo,35,Extended,us,"19,720"," 3,170",£15669,-999,£17187,4012,£1058,NaN,11064,NA
24/01/2021,ford,model3,hybrid,,hatchback,black,4wd,luxury,new,euro 4,,Private, 12 ,extended,US,8418,"12,702",9317,4241,NaN,16276,NA,,14437,11599
27/08/2022,BMW,GOLF,PETROL,CVT,Estate,silver,FWD,performance,USED,NA,E-EXEC,hire,17,Out-Of-Warranty,Apac,NA,NaN,7582,8697,£17579,,16962,9452,NA,£14363
22/06/2023,vw,COROLLA,hybrid,Automatic,suv,SILVER,,performance,ex-lease,ulez,E-EXEC, hire ,35,In-Warranty, uk ,9610,£16271,"15,996",16095,NA,,-999,"16,526",15249,4847
NA,HONDA,focus,missing,Automatic,saloon,white,4wd,sport,ex-lease,EURO 5,E-Exec,Hire,15,out-of-warranty,mea,£5761,£6491,7753,19744,14333,"10,858",NaN,7161,7438,17182
2023-10-06,bmw,320i,petrol,manual,estate,blue,AWD,BASE,imported,Ulez,E-EXEC,NaN, 20 ,in-warranty,uk,15070,13408,NA,17448," 1,722",5051,6607,3641,584,877
"Mar 10, 2022",NaN,a4,diesel,cvt,SUV,-999,RWD,sport,ex-lease,euro 5,B-SUPERMINI,demo,24,Out-Of-Warranty,,£103,"12,515",18127,5230,£7714,9414,14898,17733," 5,870",2088
03/03/2021,vw, civic ,NaN,AUTOMATIC,Coupe,silver,Awd,Base,Ex-Lease,EURO 4,E-Exec,hire,26,out-Of-Warranty,apac,18507,7345," 5,485",£13657,2175,NaN,£16725,£17079,16224,7762
05/04/2023,Vw,Model 3,NA,DUAL-CLUTCH,hatchback,grey, 4wd ,SPORT,used,Euro 5,e-Exec, fleet ,12, out-of-warranty ,Mea,16293,£1826," 8,996",missing,"18,352",NA,£7919,2343,948,9423
2023-02-25,tesla,320I, Diesel ,dual-Clutch,COUPE,white,Fwd,missing,New,missing,a-city,demo,16,EXTENDED,APAC,NaN,£11462,9207,£19241,3025,7323,£8096,16388,7511,14481
2021-01-23,NA,model3,Diesel,dual-Clutch,estate,-999,AWD,Premium,new,ulez,A-City, DEMO ,NA,extended,missing,11849,7726,13934,9646,1241,-999,11584,missing,1906,£18575
2023-11-24,tesla,focus, diesel ,MANUAL,Estate,white,awd,performance,USED,euro4,B-SUPERMINI,Private, 26 ,extended,,13910,13690,6199,4899,1289,7719,17190,,4837,4715
2022-09-23,toyota,COROLLA,Petrol,automatic,Suv,black,Rwd,Luxury,IMPORTED,EURO 5,-999,Demo, 33 ,OUT-OF-WARRANTY, EU ,5959,"19,402",16076,NaN," 3,718"," 4,200",£9733,NA,12156,
2021-06-26,bmw,model 3,diesel, manual ,coupe,black, AWD ,BASE,NEW,Euro 5,B-SUPERMINI,Hire,31, extended ,eu," 4,961"," 5,886",8857," 1,766",£795,12567,"17,330",17433," 2,671",12058
09/03/2023,Volvo,320i,NA,cvt,estate,RED,Awd,Base,ex-lease,Ulez,b-supermini,hire,-999,In-Warranty,,14981,5802," 2,756",NA,NaN,£13396,£16593," 9,143",£1009,NA
2021-06-03,Audi, A4 ,Petrol,-999,suv,White,4wd,performance,NEW,euro6,NA,Hire,missing,extended,apac,-999,16723,£4371,,9316,-999,11382,9619,10516," 7,468"
10/03/2024,audi,missing,,DUAL-CLUTCH,NA,-999,rwd,-999,Ex-Lease,euro 4,c-Compact, hire ,,out-Of-Warranty,EU,-999,18853,£11383,5729,8207,"14,619",3270," 8,867",2997,"19,818"
"Feb 24, 2024",ford,320i,electric,Dual-Clutch,estate,BLACK,missing,premium,imported,,a-city,private,19,out-of-warranty,mea,17405,5046,10973,missing,3855,6130,   265,13577,12372,7807
"May 19, 2021",volvo,320i,hydrogen,-999,coupe,BLUE,rwd,premium,new,ulez,NA,PRIVATE,3, extended ,apac,11440,,13975,16540,missing,"14,202",15261,13314,13091,
03/06/2021, Vw , golf ,electric,CVT,Suv,,4wd,performance,Used,euro 5,b-supermini,fleet,2,out-of-warranty,Mea,2548,"16,782",£1791,7031,"17,319"," 5,727",12834,£17398,£17264,£17707
2021-02-08,honda, 320i ,hydrogen, manual ,suv,BLUE,awd,premium,ex-Lease,ulez,missing,NA,33,out-of-warranty,UK,NaN,   125,£12066,17960,15235,12750,14974,NaN,7435,3585
18/02/2024,TESLA,S60,Petrol,automatic,suv,BLUE,missing, Base ,new,EURO 6,NA,FLEET,11,in-warranty,NaN,£249,533,£449,6963,,237,5896,10389,14906,-999
22/11/2023,bmw,320i,DIESEL,CVT,COUPE,Silver,Fwd,sport,ex-lease,EURO 5,c-Compact,HIRE,35,Extended,us,12896,9074,635,5703,2008,NA,,14856,14214,6429
21/04/2023, bmw ,Model 3,ELECTRIC,manual,Estate, grey ,NaN,sport,EX-LEASE,euro4,NA,HIRE,33,extended,eu,12640,-999,NA,6305,2620,2401," 7,616",£17389,16239,18845
2024-10-08,honda, Corolla ,electric,manual,COUPE,red,rwd,luxury,used,Euro 4,a-City,hire,15, Extended ,APAC,£8718,18516,£14208,£16482,18554,NaN,-999,7423," 9,471",10339
2023-10-06,NA,a4,NaN,,HATCHBACK,Black,rwd,sport,,euro 6, a-city ,HIRE,,out-of-warranty,eu,9845,7583,13299,"14,792",,17001,455,15882,19277,12952
30/10/2024,NaN,COROLLA,Electric,manual,hatchback,Red,awd,PERFORMANCE,used,euro 6,E-Exec,fleet,45,out-of-warranty,us,17115,13434,NA,2016,4686,16577,17992,£2063,missing,£6131
26/05/2022, bmw ,civic,diesel,cvt,suv,NA,Fwd,PREMIUM,EX-LEASE,Euro 6,E-Exec,Hire,34, out-of-warranty ,Us,NA,£9601,6502,"16,518",£6290,"13,973",87,7266,9985,7074
2022-08-27,toyota,civic,Electric,dual-Clutch,estate,GREY,rwd,missing, imported ,EURO 5,c-compact,demo,49,NA,US,15822,"10,847",3290,£19367,5356,17237,12859,-999,6720,"18,446"
12/03/2021,tesla,,DIESEL,dual-clutch,estate,black,Awd,PREMIUM,ex-lease,Euro 4,C-COMPACT,fleet,45,in-warranty,us,12761,"19,295",7088,,-999,12989,6592,18918,9091,19313
2023-05-25,honda,a4,HYBRID,automatic,Suv,red, rwd ,base,missing,NA,a-city,hire,NaN,extended,US,£3771,£9459,£6745,-999,"14,180",7795," 6,070",12258,8894,
27/08/2021,AUDI, S60 ,Hydrogen,AUTOMATIC,Suv,Black,missing,-999,used,missing,,NaN,NA,NaN,uk,16962,13353,9924," 8,777",7518,13416,£5306,£5665,8355,£11402
2022-12-26,NA,CIVIC,HYBRID,,coupe,grey,rwd,NaN,New,euro6,NaN,Demo,NaN,out-of-warranty,missing,£5023,16246,17861,17967,£3127,5727,NA,12172,4897," 9,013"
26/06/2021,toyota,a4,hybrid,Cvt,Coupe,WHITE,AWD,PERFORMANCE,used,euro_5, c-Compact ,demo,28,In-Warranty,UK,"12,490",£16575,14562,£6696,-999,1001,3315,14906,£13395,9513
2024-02-01,BMW,A4,electric,manual,Suv,GREY,AWD,LUXURY,used,Euro 4,e-Exec,fleet,7,out-of-warranty,Us,15658,11041,12123,10013,9535,£9821,13659,NaN,14634," 1,851"
"Feb 15, 2021",honda,Model 3,electric,automatic,suv,White,AWD,sport, imported ,ulez,d-Mid-Size,demo,1,extended,Mea,15378,9175,missing," 5,344",5904,£19030,4486,11302,"19,695",
2023-08-18,NA,A4,ELECTRIC,AUTOMATIC,estate, silver ,4WD,Sport,new,EURO 6,C-Compact,Hire,44,Extended, uk ,15208,784,19594,18570,12258,5752,16999,"18,202",6048," 3,262"
2022-11-22,vw,Model 3,Petrol,dual-clutch,missing,White,NA,luxury,new,ulez,missing,Hire,24,in-warranty,uk,-999,4522,"18,944",6635,16557,6895,15882,"18,862",184,"18,431"
03/10/2021,NA,320i,DIESEL,automatic,suv,Grey,fwd,base,NA,euro 4,missing,private,10,OUT-OF-WARRANTY,apac,16304,1573,3725,missing,13743,   117,12261,"10,949",NaN,18022
2023-05-17,honda,civic,electric,dual-Clutch,SALOON,,rwd,Sport,used,euro6,A-City,private,42,Out-Of-Warranty,apac,3312,6366,£5576,12096,8848,NaN,6089,15174,9628,"14,437"
22/12/2022,audi,NaN, DIESEL ,AUTOMATIC,SUV,grey,awd,SPORT,imported,Euro 4,missing,hire,33,Extended,eu,,£17208,-999,£2624,10967,£11981,19668," 7,627","14,769",6823
18/10/2022,volvo,model_3,NaN,Automatic,Hatchback,grey,fwd,LUXURY,used,Euro 6,E-Exec,Hire,32,out-of-warranty,-999,NA,16956,18485,£9367,£12547,18182,£7349,5694,£18523,   284
19/10/2024,bmw,corolla,Petrol,automatic,,grey,awd,premium,new,NA,e-exec,private,missing,IN-WARRANTY,us,5956,-999,13931,14270,4615,11027,8819,£9680,NA,14026
13/07/2023,honda,focus,hybrid,dual-clutch,suv,missing,awd,,ex-lease,ULEZ,NaN,private,22,in-warranty,NaN,17632,£13792,17229,6054,7498,11488,16775,15271,10247,8796
2021-11-17,-999,a4,petrol,manual, Suv ,RED,fwd,LUXURY,new,euro 4,A-City,hire, 16 ,in-Warranty,EU,"15,216",12701,NaN," 7,896",313," 1,240",£3359,"14,307"," 3,156",4803
-999,honda,320i,hydrogen,cvt,hatchback, Black ,fwd,sport,ex-lease,euro 6,A-City,DEMO,1,out-Of-Warranty,mea,1923,13633,9029,5270,£5230,6369,19948,-999,16802,
2021-09-02,NA,320i,, DUAL-CLUTCH ,Hatchback,NaN, fwd ,premium,used, ULEZ ,a-City,Demo,31,Out-Of-Warranty, mea ,18379,NA,8486,10677," 9,125","11,551",12053,16370,13397,13847
-999,Volvo,golf,hydrogen,manual,-999,white,FWD, luxury ,-999,-999,E-Exec,Private, 38 , EXTENDED , apac ,NA,10066,8706,missing,missing,£12479,,-999,£8949,18903
06/10/2021,NA,320i,diesel,dual-clutch,Estate,black,FWD,LUXURY, new ,euro 5,B-SUPERMINI,demo,6, out-of-warranty ,Apac,5573,6915,NaN,10050,"13,429",£10166,11508,2092,£608,17470
2023-01-15,tesla,A4,electric,Manual,COUPE,red,rwd,Base, NEW ,Euro 4,D-MID-SIZE, private ,31,Extended,apac,14532,1817,"13,605"," 4,423","17,642",8336,"19,945",711,9139,10832
2022-04-14,ford,model_3,NaN,automatic,Estate,,Rwd,base, EX-LEASE ,-999,C-Compact,Private,29,in-warranty,APAC,£17106,-999," 2,207",6339,19156," 3,516",14100,missing,5471,12352
04/04/2021,audi,a4,hydrogen,Manual,estate,blue, awd ,base,, euro_5 , a-city ,-999,24,extended,mea,2190,NaN,£3126,missing,£12938,NA,missing,7744,NA,3973
2023-03-20, honda ,civic,hybrid,dual-clutch,,white,fwd,Performance,new,missing, e-exec ,,, EXTENDED ,Uk,-999,15250,£6580,£9373,£9762,missing,£4964,,9682,NaN
2024-12-04,AUDI,s60,Petrol,dual-Clutch,coupe,black,awd,PREMIUM,imported,ULEZ,C-Compact,HIRE,20,Extended,uk,   613,-999,19603,NA,missing,"14,084",17407,,1743,2823
NA,bmw,s60,hydrogen,cvt,coupe,Grey,4WD,BASE,,Ulez,b-supermini,hire,22,extended,us,3906," 4,333",10476,NA,missing,8653,"13,959",£6506,NaN,£19938
2023-02-27,tesla,Focus,Diesel,automatic,SUV,Red,4wd,sport,new,ULEZ,NaN,hire,16,EXTENDED,EU,"15,430",£1222,14993,NA,14426,3297,"11,256",15627,13622,£18337
2023-10-26,vw,a4,hydrogen,dual-clutch,estate,red,NA,luxury,imported,ulez,a-city,hire,NaN,extended,eu,13172,£13728,£5230,13478,17194,"13,417",5761,"11,020",16918,£7
2022-08-21, honda ,corolla,hybrid,automatic,coupe,RED,,base,Imported,Ulez,B-Supermini,demo,6,EXTENDED,Mea,14627,22,2146,1668,8222,15574,missing,690,10736,missing
23/04/2021,toyota, civic ,HYDROGEN,Cvt,coupe,blue, Awd ,-999,imported,ULEZ,B-SUPERMINI, hire ,38,in-Warranty,uk,5516,9943,£9960,17396,   117,NA,5234,3094,12295,5782
24/05/2024,Volvo,S60,Petrol,missing,hatchback,NA,NaN,NaN,ex-lease,euro6,C-COMPACT,NaN,46,Extended,-999,5556,-999,£17500,NaN,NA,4451,NaN,8948,NaN,8624
2021-06-12,ford,s60,electric,Automatic,Coupe,silver, 4WD ,luxury,ex-Lease,Euro 4,E-EXEC,hire,7,extended,APAC,£18272,14693,13377,£6655,13852,1111,17254,,19225,"14,004"
10/10/2021,Ford,model 3,NA, automatic ,estate,Silver,4wd,PERFORMANCE,NaN,EURO 5,d-Mid-Size,fleet,32,extended,mea,NaN,783,420,6807," 4,346",NA,861,6178,2831,£16894
2022-02-06,tesla,golf,Hydrogen,dual-Clutch,suv,blue,rwd,base,IMPORTED,euro6,b-supermini,private,22,extended,us,-999,3627,8342," 6,132",5499," 7,910",missing,11745,6761,£14223
-999,volvo,Focus,hydrogen,dual-clutch,Coupe,silver,AWD,performance,used,EURO 5,D-MID-SIZE,PRIVATE,-999,out-of-warranty,,NA,11446,18821,15028,,missing,,3661,3807,16054
23/04/2021, TESLA ,320i,electric,MANUAL,estate, WHITE , RWD ,SPORT,Used,euro4,c-compact,,49,NaN,us,2315,17234,5553,NA,14676,£7865,433,19430,£8205,16096
2023-05-19,Vw, 320i ,hydrogen,AUTOMATIC,saloon, blue ,4wd,sport,imported,Ulez,e-Exec,fleet,39,NA,mea,£7398," 4,863",6050,8806,1911,£3721,3630,"10,610",13714,"13,904"
"Aug 16, 2024",VOLVO,320i, Hybrid ,CVT,hatchback,NaN,rwd,Premium,used,ulez,e-Exec,private,-999,missing,eu,NA," 2,015",-999,13564,-999,1850,3020,1563,£9831,9694
"Jun 10, 2023",ford,NA,Hydrogen,cvt, estate ,white,FWD,missing,missing, Euro 5 ,B-SUPERMINI,demo,48,extended,eu,11759,missing,6531," 7,054",£13035,1160,11489,11542,18956,10491
"Dec 12, 2022",HONDA,COROLLA,electric,Automatic,suv,silver,,Performance,ex-lease,EURO 5,e-exec,private,42,out-Of-Warranty,mea,8422,2651," 7,730",686,10758,-999,17962,18625,10959,"16,954"
2023-02-17, tesla ,Corolla,petrol,-999,estate,silver,rwd,BASE,used,euro 5,c-compact,fleet,12,NaN,,17940,-999,14506,385,7076,missing,2304,11167," 8,805"," 6,205"
21/09/2024,volvo,NA,diesel,NaN,NaN,RED,4WD,SPORT,EX-LEASE,ulez,a-City,demo,28,Extended,EU,-999,15835,19143,10181,"10,010",NaN,missing,£4954,"14,166",missing
14/10/2022,ford,s60,diesel, cvt ,missing,Silver,4WD,SPORT,USED,,d-Mid-Size,demo,24,in-Warranty,APAC,12341,14442,15152,8117,7206,£11320,£2421,"10,470",1126,12163
03/08/2024,tesla,Golf,NA,automatic,coupe,red,fwd,premium,NEW,Euro 5,NaN,demo,19,Out-Of-Warranty,NaN," 4,967",18357,,12455,14652,19061,15058,7803,NA,7345
30/06/2022,audi,A4,Diesel,missing,,black,FWD,premium,IMPORTED, ULEZ ,A-City,private,-999,extended,Eu,16175,£15123,2165,missing,19241,NaN,£10378,"12,133",-999,15840
13/11/2021,audi, a4 ,diesel,Automatic,coupe,Black,4wd,Performance,imported,ulez,NA,DEMO,35,in-Warranty,us,6085,10568,£19360,17941,1331,19918,"18,910",3102,10787,-999
06/01/2024,AUDI,320i,PETROL,manual,SALOON,White,4wd,luxury,,euro_5,b-supermini,Demo,28,extended,Eu,11015,7010,16235,11742,£1236,£1047,15548,8442,13475,10962
18/03/2022,NaN,focus,HYBRID,manual,coupe,red,awd,BASE,used,Euro 4,b-supermini,demo,-999,Out-Of-Warranty, eu ,19100,19542,11110,5046," 6,761",£8375,,13173,16328,£13655
11/10/2023,Bmw,A4,petrol,cvt,COUPE,red,fwd,premium,new,ulez,A-City, HIRE ,1,missing, uk ,15739,NaN,14560,,12164,7938,13300,£11799,10174,12324
NaN,ford,320I,Hybrid,manual,hatchback,red,AWD,premium,ex-Lease,missing,b-supermini,NA,29,out-of-warranty,eu,£3274,1771,18887,"14,428",£8610,9581,-999,£8031,1235," 4,753"
"Jun 14, 2021",bmw,A4,Petrol,cvt,hatchback,black,missing,,used,Euro 4,b-Supermini, hire , 6 ,extended,UK,17609,19877,£19250,10999,£1804,-999,11241,9746,NA,5320
05/06/2024,tesla,S60,NaN,dual-clutch,Suv,NaN,4wd,luxury,ex-lease,NaN,d-Mid-Size,fleet,12,,apac,9658,17093,11085,   509,£3285," 1,797",5147,7865,-999,4592
2024-04-09,Audi,civic, electric ,Dual-Clutch, SALOON ,White, 4wd ,performance,IMPORTED,,d-mid-size,hire, 1 ,extended,Us,NA,4358,14901,14524,19713,14446,7290,missing,5667," 4,829"
2023-03-15,ford,missing,Petrol,cvt,coupe,missing,rwd,,used,,b-supermini, hire ,1,out-of-warranty,eu,missing,8442,1410,3416,£7662,18101,£4628,"14,911",11871,212
"May 08, 2021",vw, s60 ,diesel,Automatic,saloon,red,4wd,NaN,NA,ulez,D-Mid-Size,,missing,extended,eu,£13941,319,11535,,8505,£14514,"10,327",18571,NaN,-999
2024-04-29,audi,320I,Diesel,Manual,saloon,Blue,4wd, performance ,new,euro 5,B-SUPERMINI,fleet,15,OUT-OF-WARRANTY,mea,"12,229",12210,£8453,-999,,"12,406",4098,-999,8537,9181
23/05/2021,audi,MODEL 3,Petrol,MANUAL,COUPE,NA,Rwd,sport,new,euro4,C-Compact,NA,21,Extended,apac,7993,5134,4941,4715,,3155,15852," 7,335",10323,"11,953"
2023-12-15,honda,missing,hybrid,Automatic,,NaN,rwd,PERFORMANCE,USED,euro_6,e-exec,missing,14,IN-WARRANTY,US," 1,695",15729,17945,£2632,missing,"11,632",£973,NaN,10482,1050
2023-03-06,audi,320i,diesel, automatic ,estate,blue,fwd,luxury,imported,EURO 6,a-city,demo,38,extended,Uk,NA,3665,£1430,5504,7220,14361,"14,457",19105,£5701,£5199
2023-09-10,vw,S60,,automatic,,black,rwd,PERFORMANCE,New, euro_4 , D-MID-SIZE ,Fleet,20, extended ,apac,13735,10484,NaN,6868,2508,10051,9261,16054,7209,281
20/03/2024,vw,focus,diesel,Dual-Clutch,ESTATE,Grey,RWD,premium,new,euro4,a-city,FLEET,39,,Apac,18127,£17834,4539,17605,£1682,£19512,-999,"16,845","18,452",1875
2024-09-22,Tesla,civic,NaN,automatic,coupe, blue ,Rwd,NaN,New,euro 6,NA,NaN,11, in-warranty ,APAC," 2,253",9891,NA,14143,13342,£87,2312,£16536,3595,"19,734"
2024-01-20,Bmw,a4,NA,manual,saloon,,Rwd,-999,NA,euro 4,e-Exec,demo,5,out-of-warranty,mea,17781,8910,£3036,9009,19604,£18511,13477,NA,9449,14148
16/03/2021,toyota,missing,electric,cvt,NA,Red,4WD,sport,New,ulez,A-CITY,demo,23,extended,uk,NA,"10,381",-999,5988,16086,19786,3068,NA,£15249,£2078
2022-05-12,tesla,Golf,Hydrogen,cvt,suv,Blue,,Performance,imported,-999,D-Mid-Size,hire,38,extended,uk,-999,3098,14390,,NaN,missing,12080,18971,"13,982",3135
2024-12-02,audi,Corolla,NaN,-999,saloon,silver,4wd,sport,imported,ulez,E-Exec,Hire,32,Out-Of-Warranty,us,9429,NaN,19740," 1,324",£7278,£15480,9248,NA,18688,-999
2022-10-10,audi,GOLF,electric,manual, saloon ,BLACK,4wd, base , USED ,EURO 5,B-SUPERMINI,-999,25,NA,apac," 5,819",14789,19063,£2875,8008,-999,12628,12675,11561,£9083
"Oct 09, 2023",vw,a4,electric,Dual-Clutch,hatchback,silver,Awd,PERFORMANCE,USED,EURO 4,B-Supermini,PRIVATE,16, out-Of-Warranty , Uk ,NA,NaN,NA,13296,2237,18575,6824,8859,-999,19002
17/09/2024,volvo,COROLLA,Hybrid,-999,saloon,black,fwd,Performance,USED,euro_6,-999,HIRE,7,NaN,EU,19298," 2,289",NA," 4,271",NaN,14761,19432,£4732,1156,11202
2023-05-01, volvo ,missing,hydrogen,-999,estate,red,Fwd,PREMIUM,imported,missing,b-Supermini,demo,10,out-of-warranty,,NaN,2499,14275,1543,£10344,17014,2184,14936," 4,347",£8957
2022-09-24,HONDA,320i,electric,DUAL-CLUTCH,HATCHBACK,silver,rwd,Base,USED,ulez,A-City,Private, 2 ,In-Warranty,US,missing,11863,missing,6596,17538,14123,"18,773",£4582,1431,
2021-05-07,VOLVO,Focus,petrol,cvt,suv,Blue,fwd,Luxury,imported,euro6, B-SUPERMINI ,Hire,18,OUT-OF-WARRANTY,Us,£11793,9810,19536,5759,1686,1905,"15,635",16744,,£14467
2023-08-27,bmw,corolla,HYBRID,Manual,HATCHBACK,NA,fwd,missing, ex-Lease ,missing,,PRIVATE,36,OUT-OF-WARRANTY,Uk,19864,missing,19200," 8,327",NaN,2872,15748,15836,NA,missing
28/11/2022,Vw,Corolla,hydrogen,automatic,saloon,Silver, FWD ,Sport,-999, ULEZ ,a-City,hire,33,out-Of-Warranty, mea ,18574,£12149,NaN,6667,873,£15565,,12383,15971,18467
18/08/2024, VOLVO ,s60,Hybrid,AUTOMATIC,NaN,NaN,4wd,BASE,ex-Lease,Euro 4,C-Compact,missing,35,IN-WARRANTY,us,£11408,14252,15347,6409,£8987,5864,£8864,15875,11297,19529
01/05/2024,Bmw,COROLLA,hydrogen,,,silver,FWD,base,,EURO 4,C-COMPACT,Fleet,31,in-Warranty,eu,18582,4562,18544,"10,316",15349,"12,149"," 8,846",NaN,13329,7021
06/02/2024,Bmw,Focus,Hybrid,cvt,COUPE,silver,4wd,Performance,NaN,NA,d-mid-size,NA,NaN, extended , Uk ,£3006,17611,£13434,34,£4053,8560,17852,"10,879",£876,13427
29/03/2022,Vw,A4,,cvt,NaN,BLACK,rwd,premium,Ex-Lease,euro_6,e-Exec,Demo,22,extended,MEA,5819,12952,6297,10802," 1,496",£7358,1037,£19490,£13551," 8,079"
"May 01, 2022",-999,s60,-999,automatic,suv, WHITE ,rwd,Luxury,Used,ULEZ,C-COMPACT,private,24,in-warranty,eu,,missing,4636,£5527,NaN,"10,818",£1424,4812,5766,701
2021-11-27,FORD,,Hydrogen,dual-clutch,saloon,Black,Awd,performance,NA,EURO 6,b-supermini,hire,28,extended,UK,11789,NA,£15614,6723,-999,19911,5527,"19,233",£6612,£17184
"May 11, 2023", bmw ,corolla,hybrid,MANUAL,SUV,grey,4wd,performance,Used,euro 5,e-Exec,fleet,,out-Of-Warranty,uk,18112,14033,5907,NaN,"10,871",-999,NA,NaN," 6,349",NaN
06/11/2022,honda,golf,DIESEL,,coupe,BLACK,4wd,Premium,EX-LEASE, ulez ,D-MID-SIZE,DEMO,39,out-Of-Warranty,Uk,£7426,5006,-999,-999,207,"19,597",6873,12760,£7155,366
2024-11-16,honda,Golf,,dual-Clutch,estate,black,missing, LUXURY ,new, Euro 5 , A-CITY ,NaN,23,in-Warranty,uk,NA,£11802,NaN,£2155,NaN,359,£10700,10018,"10,864",9105
2021-07-16,bmw,320i,hydrogen,manual,suv,grey, awd ,NA,NEW,-999,b-supermini,hire,26, Out-Of-Warranty ,mea,5937,18448,2870,NaN," 1,769",13395,NA,"12,111",19215,13871
"Oct 25, 2021",TESLA,golf,HYBRID,Automatic,saloon,blue,awd,BASE,ex-lease,Euro 5,c-Compact,,16, Out-Of-Warranty ,mea,,9440,7661,723,-999,14990,missing,"12,349",16124,14203
2022-10-23,Audi,COROLLA,petrol,Cvt,hatchback,red,rwd,SPORT,USED,Euro 5,A-CITY,NA,missing,IN-WARRANTY,eu,5562,6479,   801,17664,8439,"12,857",15735,,18550,13812
03/05/2023,bmw,COROLLA,petrol,automatic,suv,SILVER,awd,base,used,ulez,B-SUPERMINI,missing,-999,extended,APAC,12444,"14,486",926,5059,6440,"10,343",14409,5817,"13,479",17999
2023-07-23,Volvo,civic,hydrogen,automatic,saloon,GREY,fwd,luxury,imported,euro6,B-SUPERMINI,FLEET,8,extended,EU,5114,232,14026,"11,331",£8301,£2262,11475,3622,NA,14234
19/08/2024,TOYOTA,FOCUS,electric,Dual-Clutch,Estate,,rwd,NaN,used,EURO 6,a-city,PRIVATE,7,out-Of-Warranty,NaN,£1476,7928,4439,15749,3392,11351,£15757,17178,9711,£13033
2021-04-30,volvo,Golf,hydrogen,automatic,-999,blue,fwd,base,imported,-999,missing,Hire,50,in-warranty,us,6022," 3,987",2863," 9,817",8447,NA,11297,missing,"11,063",710
2021-05-12,vw,focus,DIESEL,automatic,suv,silver,awd,BASE, Ex-Lease ,Euro 5,d-mid-size,Fleet,23,IN-WARRANTY,APAC,NA,"19,825",17128,13981,18027,10822,-999,NA,NA,8937
30/06/2022, audi ,Civic,DIESEL,manual,coupe,missing,NA,Performance,new,euro5, E-EXEC ,demo,42,missing, uk ,13677,NA,7279,13242,12631,17468,13297,14401,,1455
12/09/2023,NaN,corolla, hybrid ,AUTOMATIC,suv,missing,,performance,NaN,euro6,B-Supermini,Demo,12,out-of-warranty,US,   632," 5,472",NA," 6,881",17781,£219,2401,12880,3773,NA
2023-11-23,audi,a4,diesel,MANUAL,suv,NaN,fwd,Performance,ex-lease,Euro 5,E-EXEC,hire,27,out-Of-Warranty,UK,,14567,2595,6822,18701,-999,8713,8243," 8,446",5326
09/11/2023,Volvo,missing,DIESEL,manual,estate,white,awd,sport,ex-lease,Euro 4,a-city,demo,28,extended, us ,NA,13696,NA,1325,14734,NA,16415,523,9609,£4219
2024-12-09,Volvo,golf,HYDROGEN,AUTOMATIC,coupe,silver,awd,, used ,ulez,e-exec,HIRE,36,extended,apac,19340,11524,9292,£9409,10890,4772,16430,"19,743"," 2,613",10538
31/03/2021,Audi,civic,hybrid,dual-clutch,suv,black,rwd,BASE,new,EURO 5,B-SUPERMINI,private,46,extended,mea,9239,missing,16296,13082,14301,NaN," 5,443",,7003,£5397
17/02/2021,FORD,320i,petrol,NA,SUV,blue, AWD ,SPORT,used,euro_5,D-Mid-Size,,, EXTENDED ,Eu," 6,651",£6589,14036,"19,563",3189,6082,12934,2386,"16,664",11041
2021-08-05,missing,s60,electric,Dual-Clutch,HATCHBACK,BLACK,4wd,missing,NEW,NaN,C-COMPACT,NaN,6, in-warranty ,apac,£12491,198,9097,missing,4911,£14426,£17862,   769,13886,15610
