DATE, transport mode , purpose , Class ,TICKET TYPE,bookingChannel,airline/Carrier,loyaltyTier, seat_preference ,accom_type,continent,Visa Required,Season,travel insurance,currency,Duration Band,distance_km,co₂_kg, trip cost £ ,DAYS AWAY, stops ,Layover H,bags,Delay Min,travel_speed_km/h,LOYALTY POINTS
04/05/2022,,backpacking,First,Open,WALK-IN,ba,Bronze,NA,HOTEL,S. America,no,Shoulder,None,NA,3-7d,13905,£14020,15432,3418," 7,718",£16769,13090,£13272,8400,5025
03/03/2022,BIKE,missing,first,-999,agent,ba,platinum,middle,airbnb,Oceania, yes ,low,none,gbp,<3d,£3059,18729,1211,7340,£16425,£6266,"10,399",£14099,14501,
14/11/2023,car,business,first,one-way,app,easyjet,Platinum, middle ,Hostel,s._america,-999,high,COMPREHENSIVE,eur,3-7d,9551," 7,307",NaN,7558,5984,15336,689,"18,596",887,£18463
2021-03-31,BUS,backpacking,first,missing,walk-in,EASYJET,gold,bulkhead,couchsurf,africa,No,NaN,Comprehensive,aud,3-7d,8825,19057,4029,4390,£1120,7977,26,,£6347,12132
"Dec 04, 2024",CAR,holiday,first,, ONLINE ,LUFTHANSA,GOLD, Middle ,Hotel,oceania,no,shoulder,-999,usd,1-2w,£13982,NA,£10992,NA,missing," 1,759",8076,£17087,   267,NaN
31/12/2024,car,Holiday,business,return,online,Easyjet,silver,window,couchsurf,asia, yes ,high,comprehensive,EUR,3-7d,-999,13530,2561,£3653," 2,468",£582,415,16387,9158,   473
2021-11-23,Boat,holiday,business,return,-999,NA,Bronze,window,hostel,S. America,YES,low,NONE,JPY,<3d," 3,873",17332,missing,£10027," 1,162",missing,£10767,,655,£5660
18/05/2021,car,EVENT,First,one-way,ONLINE,,,MIDDLE,HOSTEL,s.America,Yes,low,missing,usd,missing,"18,842",£8754,1702,NaN,£1870,£4106,9882,£18898,   724,7827
2022-08-13,bike,Backpacking,business,one-Way,NA,easyjet,silver,bulkhead,airbnb,-999,yes,low,comprehensive,eur,3-7d,,5289,12006,12499,,11473,-999,£2132,£12032,
2022-03-21,plane,EVENT,Economy,open, AGENT ,NaN,silver,middle,hotel,OCEANIA,no,high,comprehensive,jpy,," 1,249",17771,2967,5107,3852,11847,"17,100",5622,947,"16,035"
20/11/2022,Bike,Business,first,return,agent,Qatar,silver,middle, HOSTEL ,africa,No,Low,Basic,USD,<3d,8063,5811,5146,18887,NaN,17008,1274," 8,289",13681,"14,507"
2024-08-20,BUS,study,business,One-Way,app,Easyjet,platinum,bulkhead,,europe, yes ,shoulder,basic,aud,>1M,4273,11201,10427,3272,17864,9673,722,9076,£3813,NaN
missing,Train, business ,first,open,-999,easyjet,silver,bulkhead,Airbnb,Oceania, No ,Shoulder,none,GBP,missing," 7,616",missing,18515,2309,£11039,2146,NA,missing,16831,£3419
"Dec 03, 2022",bike,-999,ECONOMY,open,Walk-In,Ba,Gold,Window, resort ,N. AMERICA,no,shoulder,NaN,jpy,1-2w," 7,032",17952,6190,£18117,"19,107",3999,14606,3252,9430,15683
2021-03-03,bike,backpacking,business,One-Way,Agent,lufthansa,SILVER,middle,hostel,NA,yes,low,BASIC,gbp,<3D,£18811,1237,10710,14857,3189,6167,8358,"15,463",13129,7179
15/06/2021, car ,Holiday,economy,open,,EMIRATES,bronze,middle,airbnb,oceania,Yes,high,Basic,eur,NA,508,8160,2797,£13636,£3537,7726," 7,855"," 2,801",NaN,15764
23/09/2024,train,HOLIDAY,first,open,NaN,QATAR,platinum,middle,COUCHSURF,oceania,YES, low ,basic,gbp,1-2w,12544,10915,£6511,"16,398",8913,6847,NaN," 2,843",18311,19633
21/05/2023,train,BUSINESS,economy,one-way,NA,easyjet,NA,bulkhead,Couchsurf,oceania,yes,shoulder,BASIC,aud,<3d,9289,"15,971",8770,2772,£4376,3337,5316,5345,14669,NA
08/12/2022,train, study ,economy,one-way, online ,Emirates,silver,missing, Resort ,africa,missing,SHOULDER,comprehensive,aud,<3d,19022,"16,643",10335,13961,£10467,17023,6627,1252,3668,18385
2022-01-24, boat ,Backpacking,missing,NA,walk-in, qatar ,silver,missing,-999,Asia,NO,shoulder,Basic,aud,1-2w,,"13,800",£6869,18619,14612,-999,£4546,17787,648,3969
2023-12-21,bus,,business, one-way ,Agent,QATAR,gold,bulkhead,hostel,-999, NO ,shoulder,comprehensive, Eur ,>1m,NaN,13973,17903,,7065,-999,,7876,14732,£1454
25/06/2021,Boat,Backpacking,First, one-way ,walk-in,lufthansa,NA,missing,hotel,s. america,no,Low,basic,-999,3-7d,£4598,10734,17124,"18,468",NaN,9372,12119,,£13414,11016
2021-06-10,Car,study,NA, OPEN ,app,Ba,Bronze,middle,couchsurf,N. AMERICA,Yes,shoulder,none,Usd,3-7d," 5,236",11257,1269,10486,2231,"19,639",NaN,£17681,9779,12475
2022-06-25,car,backpacking, first ,return,app,easyjet, Silver ,window,Resort,N. AMERICA,NaN,low,none,usd,2-4W,16788,6301,NaN,2737,12523,3216,16103,£12326,-999,16566
"Oct 23, 2024",bike,event,premium,Return,walk-in,lufthansa,,Bulkhead, hotel ,N. America,-999,shoulder,Comprehensive,aud,3-7d,NA,1662,9838,19334,13222,2365,"11,375",9206,NaN,NaN
25/09/2022,bus,business, Economy ,return,agent,qatar, silver ,middle,airbnb,-999,YES, high ,none,eur,3-7d,missing,5179,£6898,"15,213",2667,9025,£1828,NA,£10677,
20/08/2021,Boat, backpacking ,First,open,Walk-In,EASYJET,NaN,window,resort,africa,yes,,basic,gbp,1-2w," 6,588",9271,missing,19100,17546,1937,3300,"11,442",13772,7230
-999,Bike,BACKPACKING,economy,one-way,online,ba,Gold,middle,Resort,n.America,No,HIGH,NONE,Aud,1-2w,14101,9389,9035,£4774,,3225,7921,812,5898,5954
2023-10-20,NA,Study,economy,OPEN,-999,lufthansa,gold,aisle,NaN,n.America,no,low, comprehensive ,eur,1-2w,16702,12015,-999,"10,497",16928,,15570," 5,757",,£17785
2024-06-16,Car,BACKPACKING,first,Open,Agent,Ba,silver,aisle,missing,europe, yes ,High,comprehensive,NaN,3-7d,,17241,£9786,14145,£1139,19236,7459,2202,,9925
26/01/2024,boat,HOLIDAY,First,return,Agent,ba,platinum,Middle,Resort,s.America,no, high ,-999,missing,1-2W,NA,18897,£17624,4326,9150,4777,11613,£4444,17944,19902
2024-03-18,bike,Backpacking,premium,one-Way,app,NaN, silver , bulkhead ,hostel,ASIA,yes,Low, Comprehensive ,eur, <3d ," 9,708",14118,10803,£18724,13281,,,£12275,17188,2553
05/12/2022,NaN,EVENT,missing,Return,missing,QATAR,Silver,NA,resort, europe ,NO,high,-999,jpy,3-7d,missing,3392," 7,935"," 5,151",11991,2219,£10390,£9297,4500,19608
01/07/2024,Boat,business,,Open,online,ba,platinum,NaN,couchsurf,n. america,no,High, none ,gbp,1-2w,,NaN,"18,868","11,988",19905,18637,NaN,NaN,17486,3528
2023-11-15,BUS,event,Economy, one-Way ,agent, lufthansa ,PLATINUM,window,NA,,yes,-999, comprehensive ,usd,2-4w," 5,461",£10319,£12277,£1161,"14,005",9940,13133,"11,814"," 5,259",£1893
missing,bus,business,,One-Way,walk-in,EMIRATES,SILVER,AISLE, hotel ,asia, yes ,shoulder,comprehensive, USD ,-999,£4245,£16097,£9226," 8,718",NaN,5762,£9359,"17,542",missing,-999
2024-07-21,Boat,study,Business,one-way, online ,easyjet,platinum,AISLE,COUCHSURF,oceania,yes,low,Basic, gbp ,<3d,1711,16676,"17,445",NA,18486," 5,204",15253,7930,17841,3170
2021-08-20, Car ,holiday,ECONOMY,NaN,app, ba ,bronze,bulkhead,Resort,africa,Yes,Shoulder,none,eur,3-7D,-999,10581,15176,3734,17122," 2,013",2735,12320,14986,£14952
11/04/2022,Plane,BUSINESS,premium,one-way,walk-in,Lufthansa,Platinum,bulkhead,Airbnb,Africa,yes,shoulder,basic,GBP,2-4w,8609,19310,9618,,17207,missing,6718,11157,3150,4878
2022-06-06,boat,Study,,ONE-WAY,,-999,PLATINUM,aisle, airbnb , oceania ,yes,shoulder,Basic,usd,3-7d,17888,NaN,," 9,660",18151,2626,9433,£15596,12540,"16,176"
2022-08-08,BOAT,backpacking,premium,Return,online,ba, GOLD ,aisle, resort ,S. AMERICA,NO,Shoulder,none,NaN,missing,17307," 5,146",378,19075,£12389,-999,£10759,7119,15395," 5,164"
"Aug 14, 2021",bike,Backpacking,ECONOMY,RETURN,walk-In,easyjet,missing,MIDDLE,COUCHSURF,AFRICA,no,Low,none,missing,>1M,2752,£6124,£14408,14931,missing,9045,11506,11228,£17464,5757
"Jun 18, 2021",TRAIN,study,ECONOMY,RETURN,app,,gold,missing,COUCHSURF,n.America,No,low,comprehensive,gbp, <3D ,5948,6763,missing,£5999,£17878,6376,-999,,11499,12123
05/11/2024,Train,,economy,open,online, easyjet ,bronze,AISLE,airbnb,europe,no,shoulder,COMPREHENSIVE,EUR,NaN,15625,£11871,6803,2123,7271," 8,088",missing,1690,£16807," 1,828"
12/11/2022,bus,Relocation,first,OPEN,agent,emirates,silver,NaN,airbnb,asia,NO,shoulder,BASIC,AUD,,   952,5058,10852,£1062," 7,213",£17853,731,17427,10319,10939
2024-10-13, BUS ,EVENT,business,return,agent,Ba,Platinum,MIDDLE,Airbnb,missing,no,low,COMPREHENSIVE,JPY,>1m,£19520,16274,missing,18714,"11,010",4305,"19,761"," 6,470",2843,1383
20/03/2022,car,business,business,One-Way,online,qatar,silver, middle ,Hostel,africa,no,High,none,aud,3-7d,18235,13816,5362," 6,001",11864,£6778,£15812,17101,"15,823",16414
22/05/2021,train,event,economy,-999,WALK-IN,QATAR,-999, AISLE ,Couchsurf,europe,YES,high, basic , GBP ,NA,10166,8782,201,,£3603,11554,£5549,7813,£14952,£2737
04/01/2022,car,Business,premium,NA,online,Lufthansa,bronze,aisle,couchsurf,N. America,yes, high ,Basic,eur,missing,4473,-999,£13928," 1,332",,7003,NA,642,10984,£8494
2021-10-12,PLANE,RELOCATION,premium,one-way,Walk-In,EASYJET,Platinum,bulkhead,Resort,S. AMERICA,no,High,NaN,USD,2-4w," 8,174",-999,missing,15808,£18881,£3392,19905,NA,2684,7923
2024-06-24,NA,relocation,First,RETURN,app,easyjet,bronze,,hostel,N. America, YES ,high,None,eur,1-2w,-999,NaN,17362,£7323," 9,906",2129,15818,17764,17912,11912
30/01/2022,BIKE,Business,First,return,NaN,emirates,Bronze,Middle,airbnb,N. AMERICA,no,low,basic,aud,3-7d,£15647,13476,2754,4609,NaN,2353," 2,010",£6863,   846,NaN
09/04/2024,car,Study,business,open,walk-in,LUFTHANSA,bronze, window ,Hotel,,yes,shoulder,basic,EUR,1-2W,10550,9557,7850,"10,800",15685,8688,12445,98,missing,2807
"Jul 26, 2022",bike,backpacking,economy,one-way,Agent,BA,gold,bulkhead,airbnb,N. AMERICA,no,high,,gbp, 2-4w ,,3439,missing,NA,9527,5710,£9622,13567,12373,-999
2021-11-26,missing,BACKPACKING,BUSINESS, return ,app,QATAR,silver, aisle ,Hotel,,Yes,shoulder,-999, aud ,2-4w,15732,"11,624",3512,13849,5161,£5715,10589,10899,11453," 9,811"
04/12/2024,train,BUSINESS,premium,return,walk-In, lufthansa ,silver,MIDDLE,Couchsurf,asia,no,,,Usd,>1M," 6,537",318,NaN,377,13064,8127,12226,10184,13901,37
missing,Boat,Holiday,premium,one-way,Agent, LUFTHANSA ,bronze,aisle, RESORT ,oceania,yes,SHOULDER,Basic,Usd,,£19951,"13,106",£6868,7679,14169,£14390,£7546,£6883,£3154,7567
,missing,,BUSINESS,open,online,Qatar,bronze,window,hotel,n. america,No,low,BASIC,GBP, 3-7d ,missing,7661,NaN,19287,£2483,NaN,£822,788,NA,2334
01/05/2021,train,holiday,economy, one-way ,App,EASYJET,Silver,Aisle,RESORT,missing,NO,NA, none ,jpy,<3d,11499,£4079,£2711,"14,481",-999,£2029,£7328,,1149,5865
2023-11-30,train,backpacking,BUSINESS,RETURN,online,Emirates,bronze,NA,hotel,AFRICA,Yes,shoulder,,eur,1-2w,,£9577,-999,5635,£19013,,,£886,6418,132
02/08/2021,BIKE,study,Economy, open ,agent,Emirates,missing,AISLE,,oceania,no,Shoulder,none,JPY,3-7d,19383,1396,2508," 2,428","11,899",1292,744,13484,"19,275","15,979"
07/03/2023,bus,Relocation,PREMIUM,RETURN,WALK-IN,,platinum,aisle,missing,Africa,yes,, COMPREHENSIVE ,jpy,-999,4449,15760,missing,5492,18777,5423,"17,469",11019,8480,10151
NA,boat,event, ECONOMY ,open,agent,Ba, platinum ,Aisle,NA,n.America,Yes,high,NONE,Usd,1-2w,14390,11216,6571,NA,8553,2959,-999,4408,"19,750",-999
2024-02-27,train,Relocation,FIRST,open,agent,NA,SILVER,Middle,hostel,Oceania,YES,shoulder,BASIC,USD,missing,11676,19247,13721,6399,£9926," 4,358",£9855,7494,NA,£14655
2021-07-31,plane,holiday,business,ONE-WAY,online,qatar, gold ,MIDDLE,airbnb,n._america,yes,HIGH,comprehensive,JPY, 3-7D ,6604,5524,6080,NA,7392,15755,£18233,2245,17285,9109
2024-04-30,missing, holiday ,first,ONE-WAY,online,emirates, silver ,-999,resort,oceania, YES ,High,none,eur,<3d,8503,11527,14712,£11562,2350,-999,2682,6588,£19782,16703
15/01/2022,plane,relocation,economy,ONE-WAY,Online,NA,silver,WINDOW,airbnb,africa,Yes,NaN,Comprehensive,gbp,<3D,NaN,£3178,£7624,15339,"10,112",16202,8829,missing,7127,"12,562"
2024-02-15,plane,BUSINESS,ECONOMY,Open,agent,lufthansa,GOLD,NA,HOSTEL,S. America,no,low,COMPREHENSIVE,eur,<3d,missing,NaN,12255,NA,15927,17554,-999,£1764,7801,1242
2021-09-17,TRAIN,missing,first, Open ,agent,lufthansa,Bronze,aisle,RESORT,NaN, no ,high,None,JPY,missing,-999,NA,NA,-999,19691,16495,   787,9193,11043," 4,091"
20/06/2024,bike,business, premium ,return,online,NaN,missing,Aisle,hotel,Asia,NO,shoulder,none,gbp, >1m ,2334,£9220,"11,289",16619,19436,"18,597",-999,missing,missing,"14,844"
-999,CAR,business,FIRST, open ,Walk-In,easyjet,bronze,aisle,Hostel,Asia,,low, Comprehensive ,EUR,3-7D,"17,231",2841,£14772,142,3694,3400,7478,4249,10390,£6731
31/07/2024,,HOLIDAY,business,One-Way,online,qatar,, Bulkhead ,RESORT,asia,yes,missing,none,jpy,-999,NaN,missing,"12,829",NA,3375," 7,287",1068,"15,428",NA,1242
2021-12-14,bike,holiday,first,Open,app, EASYJET ,missing,middle, Airbnb ,N. AMERICA, NO ,high,none,jpy,1-2W,," 6,915",£13011,3116,NA,£16929,NA,7071,4352,-999
2023-10-14,CAR,holiday,premium,NaN,Online,emirates,silver,missing,HOTEL,N. America,NA,Shoulder,basic,USD,2-4w,14848,14799,10695,7906,10558,6378,"19,661",10777,10770,7729
2022-12-16,boat,holiday,premium,one-Way, Online ,emirates,platinum, window ,RESORT, s._america ,YES,low,,,2-4w,18829,13619,5668,3203,9857,13772,£9320,11489,8987,9878
05/06/2022,NaN,holiday, business ,return,AGENT,Emirates,bronze,BULKHEAD,hotel,Europe,no,high,BASIC,aud,3-7d,11350,-999,7553,7285,6020,197,13530,5334,2225,
07/06/2021,plane, Relocation ,business,return,walk-In,lufthansa,Gold,NaN,Couchsurf,AFRICA,yes,LOW,none, Eur ,<3D,"13,331",17000,£3880,43," 8,810",15452,NA,£650,£16792,£10715
"Jan 06, 2023",car,Holiday,BUSINESS,,agent,Lufthansa,,bulkhead,hostel,europe,yes,,basic,gbp,>1m,3311,727,"15,463",£476,missing,1156,15089,"19,315",1778,18169
02/05/2024,NaN,NA,economy,return,walk-In,emirates,NaN,MIDDLE,couchsurf,-999,YES, shoulder ,BASIC,Eur,,missing,9963,£11,19373,4021,363,6130," 9,633",4478,£4728
29/08/2021,TRAIN,Relocation,business,open,NA,Easyjet,missing,NaN,resort,asia,No,low,none,NA,<3d,1512,17993,NA,13502,6365,£4494,£12901,3712,"14,075",11656
2022-06-26,train, RELOCATION ,First,open, online ,lufthansa,Bronze,middle,hotel,,,Low,comprehensive,jpy,1-2w,10245,17853,   713,10413,£8820,"10,624",NaN,16480,1471,1501
02/05/2023,Bus,Relocation,Business,ONE-WAY,,LUFTHANSA,gold,Bulkhead,resort,oceania,yes,LOW,Comprehensive, jpy ,3-7d,£15157,11910,5903,£8175,8404,14328,9985,£13453,1716,11449
2024-02-19,bus,study,NA,OPEN,NA,EMIRATES,gold,middle,Hostel,asia, no ,high,comprehensive,jpy,3-7d,10897,7217,11035,"19,743",NA,6083,missing,missing,19163,"17,994"
26/08/2023,-999,NaN,ECONOMY,NaN,walk-in,qatar,Silver,MIDDLE,airbnb,n._america,no,HIGH,none,Usd,1-2w,5297,missing,5258,4986,9361,£10508,12362,NA,15730,16422
03/03/2024,boat,business,premium,one-way, agent , ba , Platinum ,Aisle,RESORT,europe,yes,missing,NaN,JPY,3-7d,,15068,5663,1576,missing,11044,1643,11094,£3072,10311
2023-04-17,bike,Holiday,premium,one-Way,walk-In,easyjet,gold,Middle,Hostel,n.America,Yes,Shoulder,BASIC,Gbp,<3d,£19962,5245,£2963,10952," 1,817",12483,3341,-999,2691,4786
2021-12-28,Car,study,first,,app,ba,platinum,,hotel, Oceania ,No,NaN,comprehensive,missing,>1m,£1924,7735,,19973,17489,-999,£19505,missing,-999," 3,245"
2021-10-24,boat,relocation,premium,RETURN,walk-in,easyjet,silver,BULKHEAD, resort ,EUROPE,yes,NA,basic,Gbp,<3d,,268,10382,10455,NaN,8861,7404,9090,-999,6342
2021-02-09,CAR,event,First,-999,online,NA,platinum,MIDDLE,airbnb,africa,No,high,Basic, jpy ,>1m,14633,"17,094",11054,5653,2029,£1735,£15552,"10,337",4834,missing
22/05/2022,bike,business,PREMIUM,Open,walk-in,missing,silver,aisle, COUCHSURF ,ASIA, NO ,high,basic,NaN,-999,14418,6594,11870,missing,18550,NaN,£8161,NaN," 2,128",7791
2022-10-19,NA,holiday,business,, agent ,emirates,silver,Window,hotel,n. america, No ,missing,-999,jpy,NaN,559,8267,4461,11615,16704,13217,£18003,11647,£5843,4208
28/07/2023,BOAT,RELOCATION,business,one-Way,app,BA,-999,aisle,hotel,europe,No,High,basic,gbp,1-2w,14610,10809,£11285,NaN,missing,missing,-999,14596,2027,£6537
2021-10-24,Bike,business,first,open,AGENT,emirates,missing,-999,Hostel,europe,Yes,Shoulder,comprehensive,eur,<3D,£12700,4920,16358,176,13652,3776,-999,missing,"14,740",18469
2021-01-21,boat,event, economy ,OPEN,online,lufthansa,SILVER,BULKHEAD,airbnb,asia, no ,NaN,basic,eur,3-7D,14376,£2372,NA,NaN,17498,£3561,,-999,16777,missing
14/08/2024,Car,backpacking, First ,NaN,walk-in,qatar,bronze,bulkhead,HOSTEL,N. AMERICA,yes,LOW, comprehensive ,EUR,1-2w,9018,6049,15360,missing,10938,18876,"14,730",7795,8637,
2021-12-17,bus,backpacking,premium,return,,ba, Bronze ,Middle,airbnb,n.America,No,High,NONE,eur,<3d,   507,913,79,NA,8172,15589,"17,123",11403,-999,£13740
17/10/2021,BOAT,holiday, first ,open,Online,Easyjet,Bronze,bulkhead,Hotel,, yes ,HIGH,basic,NA,3-7d,9992,6898,12927,9461,1345,£1415,9931,£15531,£8305,10359
03/12/2023,car,business,premium,one-way,-999,ba, Silver ,middle,airbnb,s.America,yes,missing,BASIC,Aud,<3d,13889,"19,635",6585,£6054,NA,£5645,16021,16808,missing,"17,596"
15/11/2024,boat,BUSINESS,FIRST,open, online ,Lufthansa,gold, bulkhead , Resort ,europe,yes,HIGH,NA,NaN,1-2w," 6,252",6418,,£8676,10738,12268,NaN,16210,"16,273",18200
07/01/2023,boat,Relocation,NaN,open,online,qatar,gold,aisle,resort,asia,no,low,basic,jpy,<3D,19518,1210,7921,"19,509",787,4938," 2,591",2664,13889,16232
,car,event,ECONOMY,open,APP,easyjet,Silver,middle,resort,N. America,no,missing,comprehensive,missing,1-2w," 6,993",,18107," 8,623",3618,17215,-999,761,-999,NA
2024-12-07,boat,Backpacking,Premium,open,app,qatar,PLATINUM,bulkhead,hostel,N. America,NO,SHOULDER,basic,Aud,NA,9417,£11310," 5,935",16964,5067,18372,"10,765","15,044","15,041",5268
08/09/2021, Boat ,event,business,open,online,BA,Gold,aisle,Couchsurf,Africa,NO,high,-999, Usd ,2-4w,2992,,4339,9775,19783,5460,2793,10668,£7627,16167
2021-11-21,plane, business ,premium,return,APP,Easyjet,Gold,bulkhead,,AFRICA, yes ,SHOULDER,BASIC, jpy ,NaN,15208,"18,745",6845,18794,18730,19233,162,NA,6207,£18367
2021-01-31,bus,holiday,first,one-way,App,missing,bronze,middle,hotel,ASIA,YES,missing,-999,GBP,3-7d,1744,£11622,14537,£10760,4442,"12,016",5423,NA,8968,4007
02/07/2022,bus,holiday,First,open,Online,lufthansa,BRONZE,AISLE,airbnb,, yes ,shoulder,basic,gbp,3-7d,£7739,18077,10820,17690,3585,13608,19965,£2799,NA,9100
"Jul 24, 2024",bike,backpacking,economy,open,walk-in,Emirates,silver,BULKHEAD,,Europe,NO,NA,basic,jpy,<3d," 7,128",£4755,9005,16235,4015,7364,missing,2104,12622," 8,678"
17/12/2021,bike,relocation,premium,one-Way,app,ba,silver,middle,HOSTEL,N. America,YES,missing,basic,eur,2-4w,"12,194","15,489","11,280",17594,17896,£12480,"10,231",1819,5671,747
28/04/2023, Bus ,Business,PREMIUM,OPEN,Online,lufthansa,SILVER,Aisle,airbnb,N. America,no, low ,none,aud,,"18,782",£19925,11463," 1,619",4821,£16622,8853,£4529,4623,10909
05/08/2023,Bus,business,economy,One-Way,walk-in,lufthansa,gold,bulkhead,NA,s._america,yes,high,NaN,Usd,>1m,£7571,11170,14341," 2,856",9413,9277,"16,775"," 6,228"," 8,223",NA
04/01/2024,-999,BUSINESS,premium,return,Online,ba,NaN,bulkhead,Airbnb,ASIA,no,high,COMPREHENSIVE,gbp,1-2w,6510,4972,NaN,,-999,,"10,631",10608,11003,missing
2023-10-25,bus,backpacking,premium,return,Agent,lufthansa,PLATINUM, bulkhead ,resort,,yes,shoulder,BASIC,aud,>1m,15153,4024,8966,18299,10007,£19163,4323,£8239,£15636,8468
18/06/2021, bus ,event,economy,open,Walk-In,ba,bronze,AISLE,hostel,n. america,No,high,comprehensive, Usd ,,2278,18564,£13140,£18535,,17030,11409,£15739,1709,5532
2024-02-01,car,relocation,BUSINESS, return ,APP,Lufthansa,Bronze,window,Resort,missing,NA,shoulder,comprehensive,aud, >1M ,9983,2366,9229,13954,2820,19981,NaN,NaN,NaN,-999
2023-04-05,car,event,economy, return ,WALK-IN,LUFTHANSA,BRONZE,NA,HOTEL,oceania,No,NaN,None,aud,>1m,10054,3338,£6222,1456,7177," 6,724",NaN,18362,13561,NA
2024-03-05,bike,backpacking,business, return ,AGENT,emirates,gold,BULKHEAD,HOSTEL,asia,yes,HIGH,basic,missing,>1m,"19,016",£11057,,"13,274",,£12488,10767,2992,12269,17764
12/10/2024,plane,-999,premium,ONE-WAY,app,BA,Platinum,-999,airbnb,europe, yes , SHOULDER ,Basic, GBP ,2-4w,missing,£19553,£18136,18467," 8,751",15760,6362,4431,188,£9206
2022-02-16, BUS ,business,business,One-Way,app,missing,bronze,,resort,n.America,yes,shoulder,comprehensive,NaN,>1m,13027,1251," 9,829",£8798,"14,574",14939,£4276,9457," 6,467",16283
"Nov 29, 2023", plane ,missing, BUSINESS ,return,agent,NA,-999,window,RESORT,asia,no,Low,basic,aud,2-4W,10733,£2840,£8719,"18,494",,missing,£492,5163,482,14297
10/02/2021,Car,Study,FIRST,RETURN,agent,easyjet,Gold,MIDDLE,Hostel,Asia,yes,,comprehensive,GBP,1-2w,missing,12293,£5293,6150,8974,£10459,5961,9306,"11,511",NA
04/10/2021,bike, Backpacking ,,Return,app,Qatar,missing,MIDDLE,Couchsurf,s._america,no,Low,BASIC,AUD,-999," 1,322",£8272," 4,617",14390,missing,£11187,19116,4772,16516,£14542
16/11/2024, bike ,Business,BUSINESS,return,app,QATAR,missing,window,resort, Asia ,NaN,low,none, aud ,2-4w,,£13651,15858,15397,4032,2150,missing,£13414,£3685,17354
"May 18, 2023",BOAT,event,First,NA,-999,qatar,silver,WINDOW,,asia,no,shoulder, none ,Aud,>1m," 2,054",4175,7766,-999,2876,"17,187",NA,7379,19213,11316
2024-03-19,plane, holiday ,NaN,RETURN,agent,NaN,platinum,bulkhead,hotel, africa ,No,LOW,comprehensive,GBP,3-7d," 5,414",12656,6385,12291,2333,"17,371",-999,"10,537",13830,19457
2024-02-25,bike,RELOCATION,first,return,Agent,BA,Bronze,window, resort ,oceania,missing,High,basic,Gbp,3-7d,13414,9879," 3,869",5076,£7919,£6545,"19,351",NA,1063,-999
06/11/2022,NaN,HOLIDAY,BUSINESS,,Online,emirates,silver,middle,Hotel,AFRICA,YES,low,Comprehensive,NA,2-4w,3304,8656,"18,120",19254,13485,11948,4796,"13,257",10380,£19244
2022-08-01,boat, Holiday ,BUSINESS,open,AGENT,NA,Bronze,Middle,resort,N. AMERICA, NO ,SHOULDER,COMPREHENSIVE,gbp,,"12,103",11648,2716,4177,18033,1093,16943,-999,12972,2110
"Jun 21, 2023",car,Holiday,Premium,return,WALK-IN,EMIRATES,GOLD,aisle,Couchsurf,NA,no,high,basic,USD,NaN,£2951,5237," 1,346",13901,18224,10721,11186,£17477,NaN,8361
05/12/2022, train ,Backpacking,Business,OPEN,, qatar ,NA,window,Couchsurf, asia ,NaN,low,Comprehensive,jpy,<3d,NaN,-999,5811,7669,5040,12255,11274,NA,," 2,538"
2024-08-07,bus,,,open,NaN,BA,silver,middle,couchsurf,africa,yes,low,basic,GBP,>1m,£11876,"11,499",8231,10858,4764,£19487,2557,13238,-999,481
2022-08-07,BUS,Business,premium,open,missing,easyjet, platinum ,aisle,Hostel,NA,no,HIGH,none,usd,<3d,1381,£9140,15652,7504,848,1256,15403,8732,£16263,£326
2021-09-02,Bus, holiday ,first,one-way,online,qatar,-999,bulkhead,NA,N. America,NaN,high,none,NA,>1m,5964,12049,NA,15719,15661,NA,82,£12176,9268,2885
missing,bike,backpacking,economy,missing,agent,QATAR,platinum,aisle,NaN,s.America,yes,high,comprehensive,Aud,3-7d,"11,561",5812,13442,2063,10313,1132,4483,13882,"15,067",9590
missing,car,BACKPACKING,premium,open,online,qatar,gold,AISLE,airbnb,s.America,NO,high,comprehensive,Aud,1-2w,8757,18166,9123,14584,6654,12005,5531,"14,939",12773,17078
2023-05-19,bike,relocation,premium,return,App,lufthansa,platinum,aisle,COUCHSURF,asia,no,Shoulder, comprehensive , Jpy ,1-2w,NA,18221,4003,14238,£17552,6006,£9677,5793,,£13323
2024-09-03,TRAIN,,economy,ONE-WAY,app, qatar ,Platinum,bulkhead,resort,oceania,No, Low ,basic,GBP,1-2w,5951,£14924,£13460,£11651," 7,368",841,16851,£12182,NA,NA
16/05/2023,bus,business,FIRST,return,Online, qatar ,GOLD,NaN,resort,africa,NA,,Basic,NaN,3-7d,NaN,574,£11399,-999,£7554,£19372,1394,12480,-999,13948
2022-09-21,train,relocation,ECONOMY,return,walk-in,NA,gold,window,hostel,Europe,Yes,high,comprehensive,NaN,2-4w,14671,4254,NA,£7209,3970,8215,16855,"11,065",missing,7160
26/09/2021,car,RELOCATION,premium,one-way,app,Emirates,platinum,WINDOW,couchsurf,S. America,yes,high,comprehensive, jpy ,,18633,12348,£1,"16,520",£10647,12349,13837,12250," 8,260",16589
"May 06, 2023", boat ,BUSINESS,missing,OPEN,,ba,gold,Aisle,HOSTEL,oceania, yes ,SHOULDER,NaN,eur,>1m,5175,1450,12511,"13,983",£18006,£1641,£12243,£5864,"17,806",NaN
