Date,Genre,format?, language ,binding,audience,Publisher?,series,EDITION, illustrated ,AWARD WINNING,BESTSELLER TIER,age_group,Region Setting,authorNationality,Signed?,pages,Chapters,WORD COUNT,rating ⭐?,PRINT RUN, rrp£ ,discount %,stock_units,reprints/,FILM RIGHTS £
27/11/2022,history,audiobook,,glue,adult,macmillan,no,1st,yes,Yes,TOP-10,18+,americas,india,yes,4184,NaN,NaN," 6,202",12612,£1793,£14506," 5,410",2007,15515
2024-07-27,ROMANCE,audiobook,german,sewn, CHILDREN ,PENGUIN,no,1st,NO,NaN,Long-Tail,18+,Africa,JAPAN,yes,2413,"14,185",16644,6369,£2434,£7873,19991,,2970,£1249
02/07/2021,biography,EBOOK,JAPANESE,sewn,children,Macmillan,No,1ST,no,,Top-10,6-12,americas,us,NO,5404,missing,NaN,4430," 7,310",£2678,7224,15837,9241,2963
2024-08-13,biography,Ebook,NaN,Stapled,ya,penguin, yes ,Revised, Yes ,NaN,top-100,13-17,missing,NaN,yes,"19,630",15057,£8135,9698,£13837," 1,682",16294,£5450,19950,4752
02/11/2024,-999,PAPERBACK,german,SEWN,adult,-999,Yes,revised,no,missing,long-tail, 13-17 ,europe,Uk,YES,£7564,7128,6163,£10290,13810," 1,284",11170,1562,13231,13280
"Jul 08, 2023",sci-Fi,hardback,French,Glue,CHILDREN,penguin,NO,1ST,-999,yes,Top-10,18+,europe,Japan,Yes,7197,£15451,2789,17257," 4,092",NaN,18364,6875,3418,5846
19/04/2024,history,paperback,NaN,SPIRAL,ya,Simon & Schuster,NO,2nd,No,no,long-tail,0-5,africa,us,-999,£18821,£8714,£18097,NA,£10473,15323,17865,8845,14153," 2,026"
02/12/2024,thriller, ebook ,English,Spiral,YA, MACMILLAN ,NO,1ST,NaN,no,top-10,0-5,africa,canada,NO,"11,328",NaN,763,£18966,£6959,NaN,13983," 8,163",9687,14037
2024-04-06,romance,Ebook,japanese,SPIRAL,CHILDREN,MACMILLAN,missing,2nd,no, yes ,long-Tail,6-12, EUROPE , india , Yes ,£4838,£17082,9564,14908,,10781,£7128,8986,4452,
04/07/2022,BIOGRAPHY,Paperback,japanese,-999,NA,penguin,yes,2ND,YES,NO,top-100,6-12,missing,canada,NO,6607,805,"18,518",9283,19835," 2,341",6229,2117,18228,253
2023-10-27,romance,Hardback,French,spiral,CHILDREN,macmillan,yes,1st,YES,NA,TOP-100,13-17,europe,NA,yes,19219,£5342,8050," 4,355",6737,£6833,16578,,£13988,£14130
NA,BIOGRAPHY,ebook,japanese,Stapled,ADULT,MACMILLAN,no,3rd,no,yes,NA,6-12,Oceania,canada,NO,£19302,3323,17937,9395,3923,"16,039",9018,17733,£10345,2859
"May 10, 2022", Sci-Fi ,Ebook,japanese,Stapled, ADULT ,HARPERCOLLINS,YES,revised,yes,YES,long-Tail,13-17,asia,india,No,10193,missing,2758,"16,244",2897,18248,17638,£19964,,£12590
21/10/2023,sci-fi,ebook,spanish,sewn,children,harpercollins, Yes ,revised,Yes,no,missing,6-12,Europe, us ,NO,17094,12424,   788,7287,18597,"19,015",9298,5927,13519,10805
"Jan 06, 2022",FANTASY,ebook,german,,ya,macmillan,NO,2nd,Yes,no,Long-Tail,,OCEANIA,US,yes,8233,6180,12608,10280,4556,1707,15412,NaN,missing,8096
2024-06-13,HISTORY,AUDIOBOOK,,spiral,children,harpercollins,yes,1st, NO ,YES,top-100,18+,americas,japan, yes ,9224,-999,5509,13621,15629,19125,9646,15587,-999,   113
16/04/2024,sci-Fi,hardback,SPANISH, spiral ,Children,MACMILLAN,No,3rd,yes,no,top-100,0-5,-999,Uk,YES,9665,£8350,£1838,10071,2496,14134,,4011," 4,121",6088
"Jul 12, 2022",sci-fi,, german ,SPIRAL,children,,yes,3rd,NO,no,NaN,-999,,india,no,,14148,2496,18320,7199,£11011,9330,8180,"16,860"," 2,466"
11/07/2022,THRILLER,EBOOK,ENGLISH, sewn ,Adult, simon&Schuster ,NO,3RD,yes,no,top-10,18+,africa,india,NO,8486,£7955,13041,8118,"15,529",15384,15631,19360,,£6822
2021-05-26,history,hardback,french,stapled,ya,Penguin,no,revised,NO,missing,top-100,13-17,americas,CANADA,no,11490,£5306,19124,£8012,£1118,19519,£732,1726,8204,
15/10/2023,History,paperback,german,SEWN,YA,missing,no,3rd,NA,yes,NA,13-17,americas,US,no,£1504,10398,10614,14576,11717,7968,NA,18031,11817,£14631
2021-09-28, sci-Fi ,audiobook,german,sewn,ya,simon & schuster,no,2nd, yes ,No,Long-Tail,6-12,Oceania,Japan,yes,2052,17137,£8987,"15,864",NA," 4,296",3752,£8841,£2116,5267
02/11/2023,sci-fi,Audiobook,french,glue,ADULT,PENGUIN,yes,1st,yes,no,top-10,0-5,oceania,canada,YES,4859," 5,597",2228,18808,,£6404,NA,7993,11594,£8548
25/08/2024,fantasy,hardback,japanese,Glue,children,simon & schuster,NA,1st,YES,no,long-Tail,6-12,Africa,india,YES,£9986,5347,18851,£17618,898,19334,"16,862",5870,19350,missing
2024-04-11, fantasy ,ebook,japanese,glue,ya,simon&Schuster,no,3rd,NA,yes,TOP-100,13-17,oceania,Us,no,"18,322",NA,£956,5143,9218,"19,930",6216,9678,10784,2214
2022-12-20,-999,missing,japanese,spiral,adult,Macmillan,yes,revised,YES,yes,long-tail,0-5,ASIA,Uk,,"15,688",7952,NaN,1775,4382,NaN,16658,3157,7219,8225
2024-03-16,history,NaN,spanish,NaN,ya,macmillan,no,revised,no,yes,,NA,Americas, Japan ,,"10,859",£9357,"19,933"," 3,047",-999,3966,16992,17710,261,£15253
03/04/2023,biography,AUDIOBOOK,JAPANESE,Spiral,Children,Macmillan,yes,3RD,yes,yes,top-10,0-5,africa,NA,YES,NaN,2996,6397,NaN,6293,14555," 6,768",£7935,10281,170
,history,ebook,spanish,spiral,ya,harpercollins,yes,2nd,no,no,long-Tail,18+,OCEANIA, Canada ,no,£2280,10222,NA,13726,missing,12755,49,9495,13618,19777
2022-09-26,fantasy,paperback,NaN,glue,YA,,no,2nd,no,yes,Top-10,13-17,americas,India,yes,£67," 4,229",£6191,11133,3199,-999,1577,    32,1154,16389
18/10/2022,history,,spanish,-999,YA,Penguin, yes ,2nd, Yes ,no,long-tail,18+,,india,no,£5271,17812,6155,NaN,8754,"14,903",£10956,missing,11523,£1847
2023-04-20,missing,HARDBACK,French,sewn,ya,macmillan,-999,missing,No,missing, LONG-TAIL ,NaN,AMERICAS,us, yes ,-999,16961,11736,NaN,NA,6539,,NaN,18557," 5,260"
27/05/2024,sci-Fi,ebook,,NaN, YA ,NaN,No,revised,No, yes ,top-10,0-5,oceania,India,,£17837,1954,674,£17602,,£17319,16421,15019,5737,17986
2023-09-26,thriller,hardback, german ,SEWN,adult,simon & schuster,no,NA,No,no, long-Tail ,18+,asia,US,NO," 2,760",19529,"12,603",17926,15667,"19,022",1546,13722,NaN,£17642
"Sep 04, 2024",Fantasy,paperback,german,STAPLED,children, PENGUIN ,yes,2nd,no,No,top-100,13-17,Africa,Canada,yes,£10569,£17607,5141," 5,285",£10373,11664,£14004,missing,£1753,2868
"Mar 12, 2022",romance,PAPERBACK,german,sewn,missing,macmillan,No,revised,yes,no, Long-Tail ,13-17,africa, india ,NaN,"14,678",8562,£19703,16403,missing,£17048,19206,11719,"18,927",£3557
missing,Biography,audiobook,French,Spiral,Adult,simon&Schuster,yes,2nd,no,YES,long-Tail,18+,oceania,missing,yes,"16,230",8346," 8,963",218,19660,-999,NA,£14280,£11688,-999
06/10/2022,sci-fi, hardback ,Japanese,SEWN,Adult,penguin,YES,revised,yes,no,TOP-10,6-12,ASIA,us,no,15655,17433,7790,"15,616",11176," 5,492",£11667,-999,4429,£11296
16/03/2024,missing,missing,english,GLUE,, harpercollins , yes ,NA, no ,NO,Top-10,6-12,AFRICA,JAPAN,yes,,£5931,19990,10950," 9,183",missing,18882,1169,11602,1797
12/10/2021,romance,HARDBACK,ENGLISH,glue,YA, harpercollins , No ,revised,yes, no ,top-100, 13-17 ,europe,NA,yes,£16832,"11,612"," 7,961",NA,"15,106",£11807,15416,5666,4932,"18,717"
2022-07-09,romance,paperback,japanese,Sewn,Adult,macmillan,-999,2ND,YES,No,top-10,0-5,americas,canada,NaN,5180,6830,9153,2311,"15,570",-999,£11948,2959,12791,6636
2022-10-01,romance,ebook,,glue,children,SIMON & SCHUSTER,no,1st,No,no,-999,6-12,-999,Canada,no,10095,1531,5279,216,£3098,6182,19451,12315,9297,missing
"Nov 15, 2023",biography,ebook,japanese,sewn,children,harpercollins,no, 3rd ,no,NA,Top-100,NA,americas,INDIA,no,14897,2463,7776,109," 7,428","11,846",NA," 2,306",£10939,6483
2022-07-05,sci-fi,PAPERBACK,german,stapled,ya,PENGUIN,no, 3rd ,NA,no,-999,0-5,oceania,-999, yes ,NA,£5551,11474,9556,14180,NaN,18406,3331,£18951," 9,054"
NA,ROMANCE,HARDBACK,spanish,spiral,NaN,simon&Schuster,no,missing, yes ,YES,LONG-TAIL,0-5,Asia,japan,yes,12813,NA,19262,6640,"14,873",£18022,11796,-999,"19,381",16677
2022-01-29,Romance,ebook,German,glue,ADULT,HARPERCOLLINS,YES,3rd,yes,NaN, top-100 ,13-17,AFRICA,us,NO,£16842,8015," 3,208",£7068,NA,£12746,£4444,-999,422,NaN
2022-09-12,NA, HARDBACK ,GERMAN,SEWN,YA,harpercollins,-999,2nd,yes,NO,top-10,18+,americas,japan, no ,19824,£3851,8510,-999,9474,19845,£6454,NaN,3271,missing
NA,Thriller,hardback,english,NA,adult,MACMILLAN,YES,Revised,yes,NA,top-100,13-17,africa,NA,yes,19496,£6975,12097,19602,£5958,£8147,6089,4528,8104," 6,153"
2024-08-18,THRILLER,ebook,GERMAN,GLUE,children,Simon & Schuster,YES,3rd,yes,yes,long-tail,0-5,africa,India,no,,8533,14783,£18837," 6,492",9044,£17426,4045,£13585,NA
2021-06-30,romance,Audiobook,GERMAN,SPIRAL,,NaN,yes,2nd,Yes,YES,-999,6-12,oceania,india,No,16498,£9987,19376,£4271,11450,6689,19135,,"17,369",18752
12/10/2024,biography,hardback,german,SEWN,Ya,MACMILLAN,no,1st,YES,yes,Top-10,18+,EUROPE,india,yes,3469,NaN,15792,£11553,"16,307",1008,2334,1325,"19,311",8964
2022-09-25,missing,ebook,french,sewn,,penguin,no,NaN,yes,yes,Top-10,NA,Africa,india,NO," 9,658",,6483,£4509,6802,1819,NA,14100,9323,11159
29/10/2024,,Ebook,Spanish,NA,CHILDREN,macmillan,Yes, revised ,no,-999,long-tail,13-17,americas,US,no,471,488," 8,110",9425,"19,163",-999,1122,6078,£8740,13701
2023-11-12,THRILLER,EBOOK,English,sewn,Ya,simon&Schuster,missing,1st,yes,no,TOP-10,18+,asia,japan,-999,-999,£3066," 8,640",6450,9254,£13785,-999,15117,missing,
19/06/2021,NA,ebook,English,Stapled,-999,, No ,2nd,no,No,TOP-100,18+,Africa,Uk,no,348,10739,£18026,3517,11324,-999,11471,1069,£18067,£6078
"Dec 17, 2024", Fantasy ,ebook,japanese,STAPLED,missing,MACMILLAN,No,2nd,NO,yes,LONG-TAIL,18+,AFRICA,India,Yes,£6524,£17274,8194," 4,810",-999,NaN,£19198,14984,6451,7928
2022-07-02,romance, Hardback ,NaN,spiral,ADULT,MACMILLAN,yes,3rd,No,no,top-100,13-17,Africa,uk,no,4389,"14,261",NA,missing," 1,715",148,"16,496",16663,14684,14987
2022-12-29,-999,hardback,GERMAN,glue,Ya,Penguin,no,Revised,no,NaN,NaN,0-5,europe,Us,YES,£1770,17499,562,missing,621,"19,111",6292,£12207,NA,6740
2023-04-19,BIOGRAPHY,paperback,german, sewn ,adult,penguin,Yes,2ND,YES,NO,long-tail,0-5,Americas,canada,YES,£7064,   557,£15948,5244,-999,5162,NaN,£10308,2750,5539
"May 28, 2022",fantasy,hardback,spanish,Stapled,children,harpercollins,NA,1st,no,NO,,0-5,asia,US,No," 3,885","18,866","14,067",," 8,153",5305,17282,£10609,missing,11178
16/11/2021,fantasy,Hardback,spanish,stapled,ya,harpercollins,NO,3rd,NO,NaN,long-Tail,0-5,missing, India ,YES,"16,010",£14781,4067,missing,missing,3460," 8,145",5131,1971,NA
22/05/2024,Thriller,AUDIOBOOK,japanese,spiral,adult, SIMON & SCHUSTER , yes ,revised,no,NaN,long-tail,0-5,oceania,uk,yes,,£5859,10236,3623,£10639,3068,"13,927",6568,7585,13665
2021-10-27,Romance,paperback,japanese,spiral,NA,,no,1st,yes,yes,LONG-TAIL,missing,EUROPE,Us,no,missing,4123,"11,258",£3757,£2067,£17357,£4190," 3,844","16,362",1975
30/09/2024,Romance,,FRENCH,glue,adult,Harpercollins,missing,REVISED,NO,no,top-10,0-5,europe,japan,YES,2186,£3728,2764,9245,"16,057",NA,"14,666"," 3,981",5627,6317
2022-09-27,SCI-FI,PAPERBACK,spanish,glue,adult,SIMON & SCHUSTER,NA,1st,NaN,yes,top-10,13-17,europe, japan ,yes,£9651,,13742,2499,10779,1301,8662,3795,19942,6138
05/06/2024,,audiobook,ENGLISH,glue,adult,macmillan,Yes,2nd, NO ,no,top-100, 0-5 ,NaN,uk,YES,NA,,£19856,£17789,"13,731",11406,NaN,,8176,11469
2022-02-07,history,paperback, german ,spiral,children,Macmillan,yes,2nd,yes,no,Top-10,missing,africa,uk,yes,£19319,7121,19811,15250,14425,18441,,£8465,missing,3634
2024-11-30,BIOGRAPHY,ebook,JAPANESE,Glue,children,harpercollins,yes,revised,yes,no,top-10,0-5,europe,UK,Yes,£4470," 3,279",£16323,15239,11959,14596,16099,14984,£18280,1008
2021-02-25,Biography,NaN,English,glue,Adult,penguin,no,revised,yes,No,long-Tail,18+,-999,us,Yes,3636,£18018,6905," 7,171",3691,207,-999," 7,630","17,938",1356
17/10/2024,missing,paperback,SPANISH,Spiral,Children,simon&Schuster,YES,Revised,No,No,top-100,0-5,oceania,US,missing,£7481,3328,18324,1807,9257,£11756,8823,"15,748"," 1,041",6634
2021-02-05,,ebook,spanish,sewn,adult,simon&Schuster, no ,2ND,no,no,Top-10,0-5,OCEANIA,canada,yes,8768,2483,186,£1793,14362,-999,missing,9437,£2599,16085
2021-11-28,fantasy,paperback,FRENCH,spiral,children, Simon & Schuster ,missing,REVISED,NO,No,Top-10,13-17,americas,Canada,YES,£7050,8504,16956,18985,2098,8523,"11,451",17468," 5,817"," 6,810"
2023-03-24, sci-fi , Hardback ,French,sewn,ya,penguin, no ,1st,NA,no, LONG-TAIL ,18+,Africa,UK,yes,£8403,missing,6526,5081,2330,2645,£7297,5036,,"13,603"
-999,Thriller,hardback,spanish,spiral,-999, harpercollins ,no,3rd,no,no,top-10,18+,americas,japan,Yes,5056,10908,£471,NA,-999,19699,11079,"10,661",135,10450
15/01/2023,NA, paperback , japanese ,sewn,adult,PENGUIN,no,3rd,Yes,NO,-999,NaN,americas,US,yes,318,£17373,19448,12526,17728,£5535,37,5938,16923,missing
17/06/2024,FANTASY,audiobook,japanese,stapled,children,harpercollins,no,3rd,yes,No,missing,18+,americas,canada,YES,£10392,NA,11372," 2,825",£7713,£3461,7453,"11,328",19560,6675
2021-02-06,romance,audiobook,NaN,Glue,Adult,penguin,yes,revised,no,no,LONG-TAIL,0-5,asia,japan,no,14437,-999,,17657,4603,7463,NA,£10486,8643,£673
"Feb 24, 2022",sci-fi,NA, ENGLISH , glue ,adult,penguin,Yes,1st,YES,NA,top-10,13-17,ASIA,UK,No,missing,"14,806",13275,14848,6344,£5903,2028,2041,£3424,NaN
23/07/2024,HISTORY,,JAPANESE,sewn,Children,HARPERCOLLINS,yes,3rd,No,Yes,top-10,13-17,-999,uk,no," 4,900",17040,NA,18248,NA,NA,15958,13539,14740,4764
30/05/2023,history,audiobook,french,-999,YA,macmillan,yes,NaN,no,no,long-Tail, 13-17 ,Africa,uk,-999,6469,"17,581",£10502,543,12354,£1413,16802,,8693,4273
06/04/2023,Romance,ebook,JAPANESE,Spiral,Children,HARPERCOLLINS,YES,1st,no,no,Top-10,13-17,EUROPE,Canada,NaN,NaN,12235,"13,279",15224,18310,"10,940",missing,15835,18354,missing
"May 21, 2022",Fantasy, paperback ,english,Sewn,adult,macmillan,no,REVISED,,missing,TOP-10, 18+ ,oceania,INDIA,no,4973,13583,7064,6435,NA,17528,2620,NaN,NA,
2022-03-06,romance,ebook,GERMAN,sewn,-999,-999,Yes,1st,yes,NO,Top-10,6-12, Europe ,us,yes,£16792,,6658,£5408,4966,11743,13281,9505,£11614,
04/06/2021,fantasy,,spanish,sewn,CHILDREN,Simon & Schuster,yes,NaN,no, NO ,long-Tail,18+,asia,UK,No,14356,16951,4575,76,"10,879",NA,"19,278",£17391,19317,12042
22/03/2023,THRILLER,Ebook,NA,Glue,children,penguin,no,revised,yes,-999,long-tail,13-17,oceania,JAPAN,no,8480,1591,"10,807",12354,1365,199," 4,672",6563,£187,£12561
2024-07-15,biography,audiobook,spanish,sewn,adult, macmillan ,yes,1st,no, no ,top-10,6-12,ASIA,us,yes,"13,676",NaN,4112,1391,3661,3891,17295,4455,19390,5796
2021-01-08,biography,hardback,japanese,glue,adult,macmillan,NaN,3rd,yes,No,long-tail,13-17,NaN,japan,Yes,"19,450",16995,"16,259",4452,13808,16612,8597,£19854,16110,13200
2024-07-07, BIOGRAPHY ,-999,-999,sewn,adult,harpercollins,no,1st,no, No ,top-100,6-12,americas,canada,Yes,NaN,NaN,£10431,849,missing,11971,9847,11086,19193,3764
07/04/2024,Fantasy,hardback,French,glue,Ya,,no,1ST,No,Yes,top-10,0-5,-999,US,YES,5434,NaN,6057,12827,6601,8467,12401,"10,067",14048,£5042
25/04/2022,history,audiobook,french,GLUE,adult,harpercollins,NO,2nd,NA,No,,18+,NA,JAPAN,YES,9874,8964,"13,804",19828,£12257,4073," 2,181",8654,£16618,13118
2024-07-02,fantasy,hardback,-999,spiral,children, Penguin ,yes,2nd,NO,yes,Top-100, 18+ ,AFRICA,US,NA,£4093,5197,"19,363",14008,11740,2147,"15,363",15601," 6,307",£16980
16/11/2023,missing,missing,Japanese, sewn ,children,Harpercollins,Yes,revised,yes,no,LONG-TAIL,6-12,asia,INDIA,no,858,10876,1243,1424,£3127,3886," 3,736",8773,NaN,10074
-999,History,Hardback,english,sewn,CHILDREN,Penguin,yes,2nd,NA,-999,top-10,6-12,-999,Us,Yes,£18643,14871,14029,,14089,5153,14328,18817,19874,6285
2021-08-23,HISTORY,hardback,french,SPIRAL,-999,simon & schuster,no,1st,yes,NA,Long-Tail,0-5,europe,canada,YES,"12,598",NA,5081,18478,16600,NaN,10303,16629,NA,2175
2021-09-12,thriller,AUDIOBOOK,Spanish, spiral ,ya,harpercollins,NO,1st,no,no,top-10,0-5,Europe,japan, NO ,3598,NA,-999,19607," 6,932","14,642",15671,14369,NA,11597
2023-12-15,biography,,Spanish,spiral,Ya,Harpercollins,no, 2nd ,, YES ,,missing,oceania,INDIA,NO,-999,14996,14771,841,13518,NA,10470,missing,"14,768",15869
18/11/2022,thriller,audiobook,French,Spiral,ya,PENGUIN,,revised,no,yes,Top-10,0-5, europe ,us,missing,NA,18420,4975,9704,6826,3354,8181,NaN,£18504,9928
26/09/2021,NA,hardback, japanese ,glue,ya,simon&Schuster,missing,1st,no,no,,13-17,europe,,NaN,missing,6101,10783,10456,"19,348",3446,£14768,10052,16566,11134
2024-02-29,NaN,audiobook,-999,SPIRAL,adult,harpercollins,NO,3rd,yes,NO,Top-100,missing,asia,NA,no,£14005,£15764,NA,19433,£10282,4643,£12524,   246,9273,£14401
2021-03-09,romance,audiobook,NA,GLUE,CHILDREN,penguin,no,Revised,no,yes,long-Tail,0-5,americas,japan, yes ,3572,£8142,549,10490,18415,17134,505,6634,£342,18830
12/01/2024,SCI-FI,paperback,english,STAPLED,ya,penguin,NO,revised,yes, yes ,TOP-100,18+,africa,us,yes," 3,917",£696,NA,,NaN,1490,,NaN,8910,NaN
14/01/2022,BIOGRAPHY,AUDIOBOOK,-999,STAPLED,children,Macmillan,yes,3rd,missing,YES,long-tail,6-12,asia,UK,no,"10,399",£4670,3115,8697,18160,6091,-999,14447,£7783,£11101
16/06/2023,history,audiobook,ENGLISH, spiral ,ya,Harpercollins,no,NA,YES,no, long-tail ,NaN,africa,uk,yes,5513,5995,6709,,£3740,18466,423,10997,8072,NA
"Apr 27, 2023",biography,hardback,french,sewn,adult,simon_&_schuster,yes,Revised,-999,yes,long-tail, 18+ ,americas,uk,No,8621,9235,missing,6032,£3040,319,"11,325",7120,"14,094",£14879
2023-02-07,thriller,ebook,english,-999, adult ,MACMILLAN,no,3rd,NaN,yes,Top-100,-999,oceania,NA,no,9578,missing,£4247,17910,5980,"13,222","13,619",13183,14062,15491
10/12/2024,Romance,AUDIOBOOK,German,SEWN,children,,no,3rd,no, Yes ,top-10,NA,NA, us ,yes,   161,17827,2148,"10,894",13462,"16,278",8172,9277,NA,8946
missing,history,hardback,NA, spiral ,YA,penguin,yes,2nd,NaN,yes, top-100 ,13-17,AMERICAS,canada,yes,NaN,£6454,7924,14732,13113,6861,missing,NA,10362,"10,472"
"Sep 14, 2024",Fantasy,Paperback,spanish,Stapled,Ya,harpercollins,yes,3rd,No,yes,top-10,6-12,Europe,india,yes,-999,4582,£16167,10159,8970,9702,18992,19580,18617,   659
2021-05-18,, AUDIOBOOK ,german,sewn,adult,simon & schuster,YES,3RD, yes ,no,TOP-100,6-12,oceania,india,yes,3196,£17220,9718,18064,12876,13587,1997," 9,373",10559,-999
"May 23, 2022",Sci-Fi,ebook, german ,Spiral,ya,macmillan,no,revised, no ,no,top-10,18+,africa,,yes,8194,970,17835,3042,14539,missing,,£4455,3014,"19,734"
2021-08-28,thriller,,spanish,-999,CHILDREN,simon&Schuster,yes,revised,yes,no,LONG-TAIL,0-5,oceania,Us,-999,12164," 4,450",474,2565,,1173,£18434,£10670,13759,712
01/07/2024,history,Audiobook,english,SEWN, adult ,Penguin,no,3RD,No,no,long-Tail,6-12,americas,NaN,NaN," 8,871",NaN,3419,£19532,12738,14408,5203,2016,9602,3953
25/05/2021,thriller,ebook,japanese,Stapled,ya,macmillan,no,,yes,yes,top-10,13-17,africa,canada,No,"13,112",,£3352,NA,missing,NaN,10859,15919,£14398,3171
NaN,BIOGRAPHY, hardback ,spanish,NA,adult, Harpercollins ,yes,3rd,yes,no,top-10,18+,AFRICA,india,YES,"13,695",8200,6136,£17012,14570,£3138,18024,15997,"18,555",-999
missing,romance,audiobook,Spanish,stapled,adult,macmillan,yes,1st,yes,yes,top-10,0-5,europe,Us,-999,5578,5208,NaN,13235,"11,692",18640,14546,£10975,2197,16894
20/10/2024, SCI-FI ,,german,spiral,Children,SIMON & SCHUSTER,missing,REVISED, no ,-999,long-tail,18+,Americas,JAPAN,no,9256,19017,missing,16512,12098,missing,9145,£5662,19353,14033
2021-11-16,NaN,,SPANISH,GLUE,YA,NaN,,,,yes,Long-Tail, 18+ ,europe,uk,no,£4916,7582,1257,18422,3160,£16568,2273,"18,644"," 4,925",8733
12/07/2021,sci-fi,audiobook,japanese,SPIRAL,children,penguin,yes,2nd,yes,yes,long-Tail,13-17,Europe, canada ,no,14759,14013,£5101,"13,382",16814,19397,-999," 1,185",2250,16950
2022-11-07,Biography,paperback, GERMAN ,SPIRAL,adult,HARPERCOLLINS,YES, 2nd ,yes,yes,top-10, 6-12 ,europe,us,no,"13,710",9833,"15,255",6896,NaN,10211,NaN,11963,£6525,£542
2022-05-13,NaN,ebook, spanish ,sewn,children,Simon & Schuster,Yes,3RD,yes,no,long-Tail,NA,Africa,canada,no,£18843,£4845,NA,£16760,11346,"15,525",£10466,15572,"14,380",NA
26/10/2023,romance,missing,missing,GLUE,adult,simon&Schuster,No,2nd, NO ,no,top-10,13-17,Americas,uk,No,"11,986",13077,£588,10967,missing,3781,18463,17064,10866,4097
2021-01-15,missing,AUDIOBOOK,English,SEWN,ya,harpercollins,Yes,3rd,NA,NA, Top-10 ,0-5,americas, india ,yes,5044,6809,£453,5172,£12550,5809,missing,4844,,missing
02/10/2023,history,Paperback,french,Glue,Adult, Macmillan ,no,REVISED,NA,No,top-10,18+,EUROPE,-999,no,2536,10348," 6,644",1538,18487,11897,11775,796,,17169
-999,biography,AUDIOBOOK,Japanese,sewn,ADULT, penguin ,Yes,2nd,NA,no,top-100,6-12,oceania,India,missing,12570,7953,11530,11253,£7190,598,7084,£9478,"16,712",15997
21/12/2021,romance,audiobook,japanese,spiral, Children ,Simon & Schuster,no,1st,no,yes,long-tail,13-17,asia,missing,no,4700,NaN,NaN,14890,missing,2897,16385,735,714,£4458
2022-04-15,romance,PAPERBACK,french,STAPLED,children,NaN,NA,1st,missing,yes,top-100,13-17,americas,INDIA,yes,9543,£10474,NaN,"14,716",2843,5589,-999,3536,"10,588",NA
,NaN,Paperback,english,sewn,children,HARPERCOLLINS, yes ,REVISED,yes,YES,long-Tail,18+,-999, us ,no,4403,9625,15711,19689," 4,317",13141,£11786,3255,"14,541",9456
2024-03-24,romance, EBOOK ,FRENCH,sewn,adult,harpercollins,yes,2nd,no,no, top-100 ,13-17,africa,,no,"15,264",-999,2050,"18,403",13849,17415,-999,missing,£15850,17797
19/01/2024,SCI-FI,paperback,german,Stapled,ya,harpercollins,yes,3RD,yes,no,top-10, 6-12 ,,US,NA,11479,£9516,£13588,£2335,"14,226","13,702",£8710,"10,572",2374," 5,065"
"May 16, 2023",fantasy, hardback ,spanish,stapled,CHILDREN,penguin,-999,2nd,no,NO,NaN,18+,Europe, Uk ,yes,£7391,missing," 7,479",11910,19697,£11023,13702,-999,,7082
"Jun 11, 2023",thriller,Paperback,japanese,sewn,ADULT,simon&Schuster,yes,missing,missing,,Top-100,6-12,africa, india ,YES,£1461,16729,7971,3934," 4,767",7882,18221,1947,6006,"14,847"
,biography,paperback,German,stapled, CHILDREN ,Simon & Schuster,,2ND, no ,No,Top-10,18+,AFRICA, canada ,no,£5547,2880,17039,8045,955," 9,695",4608,13045,8532,7249
2022-09-05,fantasy,Paperback,french,Glue,adult,Penguin, yes ,3rd,NO,Yes,top-100, 13-17 , OCEANIA ,Us,NO,8440,4847,1527,£2056,2002,2788,18673,7873,"14,993",6040
2022-05-11,thriller,audiobook,german,stapled,YA,Harpercollins,no, revised ,no,Yes, top-10 ,18+,Africa,INDIA,Yes,£15055,£12811,£18332,4785,6793,11712,2463,NA,NaN,18380
2021-05-13,history,paperback,JAPANESE,sewn,CHILDREN,-999,NO,1st,NO,yes, long-tail ,18+,NaN,UK,yes," 7,934",15175,9812,8781,NaN,14736,5084,£11797,7586,15073
2021-03-04,sci-fi,paperback,japanese,missing,missing,macmillan,yes,2nd,yes,yes,NaN,missing,africa,NaN,no," 3,309",missing,10781,NA,12055,11944,11476,2165,8250,7362
04/03/2022,Biography,paperback,spanish,NaN,missing,simon_&_schuster,No, Revised ,yes,no,TOP-100,0-5,americas,uk, YES ,5953,," 9,899",£15286,£1315,189,-999,3236,missing,18172
2024-01-15, biography ,missing,Japanese,Spiral, children ,Penguin,NA,revised,No,Yes,LONG-TAIL,-999,OCEANIA,us,no,£11177,"17,360",8698,6856,£11189,-999,1782,NA," 1,970",11509
2023-07-16,fantasy,hardback,german, GLUE ,children,SIMON & SCHUSTER, Yes ,1st,no,-999,top-10, 0-5 ,oceania,uk,no,," 5,464",missing,NaN,£10652,11840,10761,10726,13371,NA
14/04/2023,history,audiobook,spanish,STAPLED,NA,Harpercollins,no,revised,YES,no,top-100,18+,asia,uk,yes,208,-999,£16530,14585,£3998,5431,9736,7876,£1467," 5,338"
11/11/2022,fantasy,audiobook,french,glue,children,SIMON & SCHUSTER,yes,1st,No,no,Long-Tail, 18+ ,asia,,yes,," 4,938",9449,3693,2034,11800," 5,180",NaN,7848,2330
