 date ,Device,OPERATING SYSTEM,Processor Brand,form factor, release yr band ,market_segment,manufacturer/,CONNECTIVITY,SCREEN TYPE,energy_rating,Warranty Length,Colour,price tier,user profile,UPGRADE ELIG,PRICE £,ramGb,Ssd Gb,Battery Mah,weightG, ports ,CPU GHZ,gpu tflops,launch_score,Units Sold K
2024-07-20,drone,NaN,Amd,2-in-1,missing, enterprise ,NaN,NA,mini-led,C,,blue,MID-RANGE,creator,yes,missing,5970,"11,055",missing,5695,-999,11549,2428,17354,16667
2023-12-04,drone,windows,intel,ULTRABOOK,2015-17,Consumer,acer,wi-Fi,Mini-Led,d,3y,White,budget,professional,,missing,-999,£9248,NA,1277,£14090,£12817,missing,NA,£9988
2024-02-16,SERVER,ios,Amd,ultrabook,-999,education,dell,ethernet,missing,c,3y,white,budget,creator,yes,8702,913," 7,627",£9078,"15,676",7842,15922,18742,£12371,4279
07/01/2021, drone ,Linux,Amd,ultrabook,2015-17,ENTERPRISE,-999,5g,mini-Led,B,5y,missing,MID-RANGE,PROFESSIONAL, yes ,18938,15106,"18,737"," 6,937",13051,2092,18706,6798,18343," 3,262"
16/01/2022,drone,-999,INTEL,mini pc, <2015 ,EDUCATION,apple, bluetooth ,lcd,B,2y,white,mid-range,student,no,14098,NA,£15792,8666,"16,288",£16125,-999,£16959," 1,792",
19/05/2023, laptop ,macos,qualcomm,Mini Pc,2015-17,enterprise,,5g,Mini-Led, c ,3y,grey,Premium,missing,yes,"11,765",£16271,19211,3865,NaN,8207,£6807,16148,4792,NaN
"Nov 23, 2021",-999,Windows,APPLE,desktop,2018-20,-999,lenovo, 5g ,OLED,C,2y,Blue,Premium, professional ,no,4468,NaN,6341,"10,847",447,£5011," 3,517",2779,103,16596
13/08/2023,NaN,MACOS,INTEL,NA,2015-17,Gaming,missing, Ethernet ,mini-led,d,3y,white,premium,professional,no,889,missing,10865,6098,7925,11952,12817,-999," 5,811",18504
2023-07-17,,missing,amd, 2-in-1 ,2021-23,CONSUMER,apple,wi-fi,Lcd,c,3Y, white ,flagship,student,NO,"10,566",-999,£2895,,£18170,£5555,18265,NaN,6932,£15403
30/05/2021,drone,android,qualcomm,2-in-1, 2021-23 ,EDUCATION, lenovo ,ethernet,oled,c,2y,SILVER,budget,student,no,"11,783",14618,-999,,"11,724",13714,7990,10801,£12834,5648
09/01/2022,NaN,windows,qualcomm,Mini Pc,2015-17,education,dell, 5g ,oled,c,1y,Silver,premium,NaN,no,£10248,£3162,14873,15451,14616,£14242,missing,NA,8960,6962
19/11/2024,smartphone,macos,Apple,MINI PC,2018-20,enterprise,dell, 5g ,LCD,C,5y,grey,budget,Professional,NO,   327,missing,NaN,£12302,7105,5402,4634,18498,17111,-999
-999,smartphone,macos,intel,mini pc,<2015,,-999,5g,Lcd,B,NaN,missing,flagship,student,YES,5425,10166,15178,£4227,-999,£16885,5712,14369,3286,16243
2023-02-20,SERVER,NA,AMD,desktop, 2015-17 ,,,bluetooth,E-INK,d,NO WARRANTY,BLACK,premium,missing,YES,11793,4259,NaN,NA,13463,4101,17885,12278,16218,13856
28/06/2024,Smartphone,ios,apple,Mini Pc,<2015, education , LENOVO ,ethernet,Lcd,A,2y,SILVER,premium,student,missing,1845,1108,8487,"14,400",19663,"15,402",16886,£691,missing,5065
2022-03-23,-999,WINDOWS,AMD,miniPc,-999,Consumer,apple,ETHERNET,OLED,NaN,3Y,black, budget ,professional,yes,   260,16135,13957," 6,447",,15712," 1,574",-999,£2790,£15741
2024-11-11,Tablet,Linux,qualcomm,mini pc,<2015,EDUCATION,NA,ethernet,-999,A,2y,Black,MID-RANGE,creator,yes,£12200,   119,7374,116,-999,,NaN,10671,£17578,19437
2024-05-27,server, chromeos ,AMD,2-In-1,<2015,education,Asus,NA,LCD,,NA,silver,premium,PROFESSIONAL,NO,2355,-999,£7080,£2107,NA,8745,17018,18229,4842,£14137
12/01/2023,tablet,macos, intel ,2-In-1,2015-17,enterprise,DELL,bluetooth,oled,NaN,1y,black,budget,GAMER,no,"14,545",10796,1958,£14835," 6,622",NaN,11423,NaN,16374,16769
2023-07-25,SERVER,ios, Qualcomm ,desktop,2015-17,gaming, HP ,bluetooth,E-INK,-999,5y,Silver,PREMIUM,GAMER,no,18590,,"14,060",9036,1923,14486,12586,8835,6137,15471
27/08/2023,Laptop,linux,,desktop,<2015,Enterprise,dell,bluetooth,lcd,A,no warranty,Blue,mid-range,professional,yes,9460,14829,5098,18753,8114,13758,"14,290",-999,16170,missing
14/11/2021,smartphone,Windows, apple ,,2021-23, Consumer ,ACER, wi-fi ,e-ink,c,no warranty,Black,-999,creator,no,6148,£5734,4683,12123," 4,172",12278," 7,841",12780," 3,997",10051
-999,drone,MACOS,Apple,Mini Pc, 2024+ ,Enterprise,acer,wi-fi,E-Ink,a,noWarranty,Blue,missing,creator,yes,,"11,755",£14319,£14330,7562,"14,981",6300,7363,7019,7792
13/04/2023, smartphone ,ios,intel,desktop,<2015,NaN,Asus,wi-Fi,oled, c ,noWarranty,grey,mid-Range,student, no ,£1010,16750,17016,15448,1314,"13,909",£17447,8995,9830," 4,403"
2022-11-12,DRONE,windows,QUALCOMM,missing,NA,enterprise,lenovo,ethernet,, A ,5y,grey,budget,gamer,YES,2388,540,£17463,19025,£3299,10164,5299,15349,5177,11853
2022-02-14,server,macos,qualcomm,2-in-1,2021-23,consumer,missing,5g,LCD,C,no_warranty,Silver, premium ,student,No,10309,8839,14184,-999,7625,6293,missing,£14239,8139,£18742
19/03/2023,server,linux, intel ,2-In-1,NA,education,apple,wi-fi,lcd,b,No Warranty,silver,Budget,CREATOR,NO,NaN,19274,-999,"14,152",£7805,£8110,missing,,15412,£18569
2022-03-02,NaN,linux,qualcomm,2-In-1,2024+,consumer,DELL,WI-FI,E-INK,,1y,silver,Mid-Range,student,No,NaN,£12427,£4646,13594,7936,NaN,NaN,5530,-999,missing
21/04/2024,smartphone,Windows,NaN,Desktop,2024+,education,asus,ethernet,mini-Led,B,noWarranty,,MID-RANGE,Gamer,no,£11158,missing,15790," 4,417"," 3,251",3469,10632,£6455,6133,14426
2024-10-20,Laptop,MACOS,-999,2-In-1,2021-23,enterprise,Lenovo,5g,e-ink,A,NaN,, flagship ,GAMER,missing,13615,17384,17769,,6881,13387,£9708,78,missing,"13,579"
2024-06-23,tablet,windows, INTEL ,ultrabook,2024+,EDUCATION,apple,ETHERNET,E-Ink,B,no warranty, Silver ,premium,Gamer, no ,NA,14026,£13386,11104,13026,16154,3330,17190,£9153,3506
2024-06-25,Laptop,ios,intel,2-In-1, 2021-23 ,EDUCATION,Apple,5G,,C,3y,grey,budget,Student,no,"16,115",£9059,5616,13661,missing,17987,£19590,19178,4335," 8,257"
05/01/2023,drone,-999,NA,mini pc,-999,Enterprise,acer,5g,Mini-Led,a,1y,BLUE,FLAGSHIP,student,YES,NA,17584,4115,9736,missing,770,16053,£944,£19324,18455
2024-01-22,robot, windows ,apple,Desktop,2018-20,gaming,hp,5g,mini-led,D, no warranty ,blue,premium, student ,yes,7316,£1934,,19606,19546,949,£3282,13644,15795,-999
"Oct 21, 2023",server, android ,apple,2-In-1,2021-23,NaN,acer,bluetooth,Lcd,A,3y,silver,budget,CREATOR,no,6853,"11,703",-999,£3393,11015,   598,15364,3336,10349,17042
24/09/2022,LAPTOP,CHROMEOS,amd, ultrabook ,<2015,consumer,NA,5g,lcd,c,no_warranty,silver,BUDGET,gamer, YES ,"19,626",£10930,1106,18877,£13491,missing,missing," 4,745",764,4040
28/07/2023,drone, windows ,apple,2-IN-1,<2015,gaming,dell,wi-Fi,e-Ink,C, 5y ,white,flagship,PROFESSIONAL,yes,19862,9620,10164,1139,2829,missing,"14,656",16187,11898,£4575
,robot,-999,intel,ULTRABOOK,2018-20,ENTERPRISE,acer,bluetooth,oled, a ,2Y,grey,MID-RANGE,creator,NO,822,-999,6842,18597,£11635,"18,254",19443,10152,16916,£15947
"Dec 21, 2021",tablet,windows,qualcomm,missing,2024+,enterprise,apple,bluetooth,NA,NA,NaN,grey,missing, CREATOR ,NaN,10556,NaN,-999,-999,15870,4427,6353,£19066,2319,6238
21/09/2024,LAPTOP,CHROMEOS,APPLE,missing,missing,consumer,ASUS,bluetooth,mini-Led, B ,3y,SILVER,,gamer,no,£3760,£6104,6255,5021,10013,NA,,£10588,8122,17502
2024-10-07,,chromeos,qualcomm,mini pc,<2015, gaming ,dell,Wi-Fi,E-Ink,-999,-999,Black,Premium,CREATOR,no,£8444,£6331,18623,17648,9097,£4398,16730,4976,9462,19084
2021-09-21,DRONE,IOS,QUALCOMM,mini pc, <2015 ,Gaming,apple,ETHERNET,NA,A,2Y,silver,FLAGSHIP,gamer,NO," 8,606",£3951,16459,3442,£12930,missing,10490,18414,14705,12022
missing,server,macos,apple,2-in-1,2021-23,Gaming,hp,-999,,B,1Y,Black,MID-RANGE,Professional,yes," 2,739",£12526,6861,NaN,3514,£6403,3838,NA,"14,081","17,142"
02/07/2023,server,WINDOWS,intel,desktop,<2015,Enterprise,hp,5G, Mini-Led , a ,5y, Blue ,PREMIUM,gamer,YES,10975,£15780,2769,18627,4211,NA,16482,6179,19642,19365
18/07/2024,Smartphone, Linux ,amd,-999,2021-23,gaming,lenovo,5g,-999,D,3y, black ,premium,student,YES,£17120,15962,NaN,£12314,5572,£1746,19016,18209,£18193,17895
2023-12-13,drone,macos,amd,ultrabook,<2015,education, HP ,5G,oled,d,No Warranty,, budget ,,yes,16974,1884,15163," 2,868",137,13786,£19389,2142,-999," 2,978"
16/06/2024,Smartphone, macos ,intel,2-In-1,2021-23,Consumer,hp,bluetooth,lcd,D,3y,-999,flagship,-999,NO,9982,9481,14471,NA,13455,3607,missing,13490,10282,£14880
12/02/2021,robot,android,INTEL, ultrabook ,2021-23,CONSUMER,-999,NaN,lcd,missing,3y,grey,,student,No,9760,10253,,"12,107",£2338," 5,903",15652,5717,13209," 2,472"
, Laptop ,-999,amd,ultrabook,<2015,CONSUMER,Asus,Wi-Fi,-999,missing,3y,BLUE,Mid-Range,Gamer,no,-999,18547,10105,1726,6132,14879,,18941,13902,1458
27/07/2023,Tablet,Macos,,ULTRABOOK,2024+,enterprise,Apple,bluetooth,-999,d,5y,blue,premium,NaN,yes,£4945,11134,495,198,8764,12988,10666,NaN,17966,£10905
09/09/2023, tablet ,Macos,missing,ultrabook, <2015 ,,lenovo,5G,OLED,D, NO WARRANTY ,blue,NaN,student,yes,14601,£1515,18030,"19,515",£14221,2800,3897,3119,-999," 2,656"
2021-06-12,robot,android,INTEL,ultrabook,2021-23, education ,asus,missing, e-ink ,,no warranty,Silver,NA,student,NO,NaN,433,4800,15882,8729,NA,"13,449"," 4,530","19,039",missing
NaN,robot,ios,Qualcomm,mini_pc,,Education,APPLE, 5g ,, b ,2y,GREY,mid-range,Student,no,10543,£9156,NA,£17857,16212,missing,£10016,1981,"18,257",577
03/09/2024,SMARTPHONE,NaN,amd,ultrabook,<2015,Enterprise,Lenovo,WI-FI,e-ink,D,no_warranty,WHITE,premium,NA, No ,7939,6355,12101,12501,19326,-999,13148,178," 3,043",5268
27/06/2024,SMARTPHONE,linux,apple,desktop,<2015,Gaming,lenovo,ethernet,MINI-LED,c,2y,silver,NaN,Gamer,no,2901,£5189,£11824,6003,"19,564","19,062",17567,9266,"12,349",-999
2023-11-19,SMARTPHONE,ios,AMD,2-in-1,2015-17,ENTERPRISE,LENOVO,-999,Lcd,NaN,3y,black,budget,professional,yes,£332,-999,NA,13284,missing,5727,4709,9960,6473,18228
2023-03-27,smartphone,chromeos,missing,desktop,2021-23,CONSUMER,,5g,e-Ink,missing,1y,BLACK,mid-range,student,Yes,"19,357",£18791,NaN,£2446,13204,10774,7210,£16579,10108," 6,497"
31/08/2024,Laptop,macos,intel,desktop,2015-17, gaming ,dell,bluetooth,e-ink,-999, 3y ,silver,premium,student,missing,£1384,2267,18616,10190,15637,"11,049",-999,8228," 1,676",10777
2024-05-25,drone,ios,Amd,2-In-1,2015-17,enterprise,hp,5g, E-Ink ,C,3y,blue,Flagship,creator,yes,11858,missing,10843,£13595,1206,15265,15451,11307,13487,13690
"Mar 26, 2022",DRONE,android,missing,desktop,2024+,enterprise,Hp,wi-fi,LCD,C,3Y,BLACK,Flagship,student,no,NA,3410,missing,3548,6888,8335,5511," 9,527",£10891,19703
01/05/2024,Drone,Macos,QUALCOMM,Mini Pc,<2015,enterprise,lenovo,bluetooth,e-ink,C,3y,BLUE,flagship,Gamer,yes,9570,17733,18073,£17903," 7,343",11496,9516,missing,12412,1462
"Sep 24, 2021",drone,linux,intel,mini_pc,2021-23,education, hp ,ETHERNET,-999,c,1y,white,Premium,NA,YES,15522,," 4,531",3611,2350,15915,£19277,£13398,19827,11343
17/07/2024,ROBOT, Linux ,NaN,2-In-1,2024+,consumer,dell,bluetooth,oled,D,no warranty,silver,flagship,creator,no,6610,14421,15411,£18116,7302,,7628,,£2744,10426
28/08/2022,,Macos, amd ,ultrabook,2015-17,Gaming,acer,ethernet,Oled,a,3y,BLACK,flagship,creator,YES,1009,18011,7519,9763," 8,615",£9330,-999,11367,17473,10423
24/09/2021,drone, MACOS ,amd,ultrabook,2018-20,consumer,ACER,ethernet,LCD,c,5y,BLACK,budget,Creator,YES,6644,8733,7489,19262,15318,"17,819",5130,-999,£16403,11552
28/07/2023, smartphone ,Android,amd,desktop,2018-20,consumer,lenovo,bluetooth,lcd,A,missing,WHITE,budget,professional,Yes," 6,438",19325,£1747,10315,18860,13383,£3344,3545,£2146,£9917
18/11/2023,tablet,Macos,Intel,2-in-1,-999,EDUCATION,Acer,ethernet,Oled,a,noWarranty,missing,premium,creator,yes,4983,£8447," 2,490",£13627,missing," 7,923",1531,18127,£19655,missing
2023-03-25,smartphone, CHROMEOS ,qualcomm,Mini Pc,2021-23,gaming, ASUS ,WI-FI, e-ink ,b,noWarranty,black,MID-RANGE,creator,yes,£5249,13384,70,10706,£13198,"18,694",2875,14140,4750,19739
"Nov 09, 2021",robot,missing,INTEL,ultrabook,missing, CONSUMER ,dell,wi-fi, e-ink ,d,1Y,grey,mid-Range,professional,YES," 7,350",£9145,14247,7546,"10,135",4482,9179,£14072,12568,£2850
2021-06-21,ROBOT,Chromeos,Amd, MINI PC ,-999,NaN,hp,ethernet,-999,A,1y,GREY,mid-range,NA,missing,10381,£1577," 8,802",9316,15843,7204,1794,£17107,13285,£288
-999,DRONE,linux,INTEL, ULTRABOOK ,2015-17,consumer,asus,bluetooth,mini-Led,C,no warranty,,,Professional,yes,745," 7,478",6948,6128,£14115,8947,,12933,15386,18278
"Aug 08, 2022",server,missing,intel,ultrabook,, Education ,APPLE,Wi-Fi,NaN, c ,3y,WHITE, FLAGSHIP ,professional,yes,-999,4354,"18,733",NA,5277,"18,419",3311,"15,421",14036,19584
08/01/2024,laptop,Windows,amd,DESKTOP,2015-17,Enterprise, asus ,Bluetooth,OLED,D,5y,BLUE,premium,NaN,no,11961,£16947,9105,,£14569,£13809,£8998," 9,006",5018,6458
15/05/2021,server,chromeos,AMD,NaN, 2015-17 ,education, hp ,Wi-Fi,mini-Led,d, NO WARRANTY ,white, budget ,missing,no,,£15065,£9342,NA,13997,4245,17598,£10191,NaN,10817
04/07/2023,smartphone,windows,amd,desktop,<2015,Consumer,acer,wi-fi,lcd,C,No Warranty, white ,Flagship,creator,Yes,11558,15448,9862,NA,NA,NaN,13438,8813,13460,7361
2024-09-30,smartphone,MACOS,qualcomm,DESKTOP,2021-23,CONSUMER,APPLE,5g,e-Ink,d,5y,Grey,premium,-999,yes,£3509,£18766,18812,£720,1708,5977,19381,NA,2025,£16506
2021-10-10,Robot,Chromeos,apple,ultrabook,2024+,gaming,hp,Ethernet,mini-Led,a,-999,GREY,BUDGET,gamer,YES,16439,1190,16840,15197,6665,418,17577,19725,-999,16708
, SERVER ,ios,intel,Desktop,2021-23,ENTERPRISE,asus,bluetooth,E-INK,a, 5y ,silver,MID-RANGE,PROFESSIONAL,No,3707,£12436,17547,7728,9086,£15762,5524,12144,,9674
04/06/2024,Tablet, ios ,Amd,2-In-1,2024+,education,apple,5g,oled,D,2y,grey,Mid-Range,CREATOR,yes," 2,097",,-999,11487,£14177,"14,673",£9634,3577,missing,9342
2021-07-13,,CHROMEOS,apple,ultrabook,2018-20,consumer,Acer,bluetooth,e-ink,a,3Y,black, MID-RANGE , professional ,NaN,5892,13891,£18714,9045,15836," 3,022",2153,6218,NaN,
14/04/2024,smartphone,macos,amd,desktop,2015-17,gaming,Asus,5g,missing,a,1y,blue,budget,gamer,NO,4062," 8,573",,12698,16721,822,"14,860",7481,"16,723",missing
2023-08-16,robot,ANDROID,intel,mini_pc,2021-23,,Apple,wi-fi,oled, a , 2y , blue ,flagship,professional,no,15346,6788,4588,15838,"12,666",13332,10165,7783,19462,10663
10/01/2021,tablet,Macos,NaN, mini_pc ,2024+,education,Acer,ethernet,mini-Led,B,no_warranty,blue,MID-RANGE,student,No,£6949,   383,3312,10693,NA,£16823," 7,261"," 2,394","17,752",2092
06/01/2023,server,Android,qualcomm,DESKTOP, <2015 ,consumer,hp,bluetooth,E-Ink,D,2y,black,-999,professional,Yes,6267,51,9913,£4507,"12,956",,£19043,-999,NA,£1836
16/03/2022,laptop,linux,intel,2-In-1,-999,education,DELL,ethernet,E-Ink,a,1Y,silver,,creator,NO,£10769,404,"13,357",14339,19347,14478,"17,090","19,076",NA,£18976
2023-09-14,robot,macos,AMD,Ultrabook,2015-17,enterprise,dell,5g,e-ink,NaN, 1y ,black,flagship,CREATOR,yes,16962,18533,1200,,NaN,8212,4673,18564,£11690,1869
16/05/2023,TABLET,MACOS,Qualcomm,mini_pc,2021-23,EDUCATION,acer,Wi-Fi,mini-Led,A,3y,silver,flagship,missing,yes,14888,12370,15710,£8026,9984,13045,10227,5963," 7,658",12464
24/12/2021,tablet,macos,QUALCOMM,ultrabook,2018-20,-999,apple,wi-fi, oled ,A,3Y,white,flagship,STUDENT,,,NA,£7260,16354,2193,19253," 3,462",£1081,NaN,1514
08/09/2021,server,chromeos,intel,-999,2015-17,consumer,acer,BLUETOOTH,lcd,c,2y,grey,,student,no,6262,missing,12368,11489,18798,19144,11081,-999,3304,£18719
22/08/2024,smartphone,Windows,amd,DESKTOP,2018-20,Gaming,Acer,ethernet,lcd,D,2y,white,premium,PROFESSIONAL,Yes,£13315,,9775,13343,"10,412",1169,12163,1221,NaN,3156
2024-08-02,-999,macos,INTEL,DESKTOP, 2024+ , GAMING ,,5g,mini-Led,D,1Y,GREY,missing,gamer,YES,NA,9160,£13991,," 9,226",17561,3479,4643,    92,£2176
NaN,drone,LINUX,amd,2-in-1,<2015,consumer,dell,bluetooth,mini-Led,c,1y,black,budget,GAMER,no,10586," 8,371",10380,"16,659","16,849",   411,NA,4154,£12429,8347
12/09/2024,drone,-999,amd,NaN, 2015-17 ,enterprise,apple,Ethernet,e-Ink,C,2Y,Grey,flagship,professional,no,11222,5654,7716,17487,12221,£10170,11385,"18,609",11104,£16412
2022-10-03,Laptop,android,amd,NA,2024+,enterprise,lenovo,5g,oled,C,missing,white,budget,NaN,yes,£15704,"15,419",8747,4126,17578,9790,7492,17719,NA,NaN
2024-01-30,smartphone,windows,QUALCOMM,Desktop,2024+,Consumer,hp,5g,LCD,D,2y,blue,mid-Range,student, no ,18802,12712,-999,8855,16416,9198,£3579,5451,10764,19169
"Oct 03, 2021",TABLET,,-999, MINI PC ,2018-20,GAMING,apple,wi-fi,E-Ink,D,2y,White,flagship,Professional,no," 9,933","11,543",14959,"18,312",£7478,14146,£18391,13647,16815,"18,278"
11/02/2022,Server,linux,INTEL,2-in-1,2018-20,consumer,dell,bluetooth,e-ink,A,1y,blue, budget ,Professional,no," 1,807",11032,7174,NaN,£7501," 8,707",NA,£12462,£65,4492
"Dec 31, 2024",Laptop,chromeos,Qualcomm,mini_pc,2021-23,,Apple,ethernet,e-ink,-999,1y,white,mid-range,GAMER,yes,1366,13220,missing,£17393,£2062,18283,,8597,8087,18550
25/10/2022,NaN,Linux,amd,Ultrabook,,ENTERPRISE,ACER,5g,e-ink,NaN,1y,grey,Premium,student,yes,£4370,10921,2691," 2,501",-999,£8948,"14,677"," 7,935",£3753,£14172
2022-03-25,drone,Linux,qualcomm,2-in-1, 2018-20 ,EDUCATION,dell,5g,NaN,b,2y,-999,premium,Creator,NaN," 9,013",14017,-999,,9158,NaN,1150,19866,15173,17352
24/06/2022,laptop,android,intel,Desktop,2015-17,,hp,ethernet,e-ink,NaN,1y,silver,Budget,creator,Yes," 4,494",,13778,NA,£14975,£18090,£14748,11703,443,16059
22/07/2022,tablet,LINUX,QUALCOMM,NA,2021-23,GAMING,-999,WI-FI,Mini-Led,D,1y,black,budget,gamer,YES,7187,-999,£11062,711,£7512,-999,£13484,£5566,19946,13446
18/03/2024,server,LINUX,, ultrabook ,2024+,ENTERPRISE,acer,NaN,mini-led,A,NO WARRANTY,GREY,mid-range,creator,NO,11138,4277,16759,8776,£5288,,621,£3548,8327,11285
25/10/2024,DRONE,Linux,NaN,ultrabook,2021-23,gaming,Apple,BLUETOOTH,lcd,d,5y,grey,Budget,creator,yes,£16304,7011,16028,18026,£13185,12759,£11430,19056," 7,181",NaN
2021-07-26,ROBOT,android,NaN,2-In-1,2024+,missing,Dell,wi-Fi,oled,c,2y,blue,premium,gamer,no,18896,1542,"18,816",3025,£19467,£13588,15513,"13,863",8726,15320
missing,LAPTOP, ios , qualcomm ,ultrabook,2024+,NaN,asus,5g,oled,c,5Y,black,Budget,Gamer,Yes,"17,344",£6333,£3039,£14819," 4,895","18,494",£7817,£8969,£7158,£2241
11/01/2024,robot,missing,apple,NA,2015-17,ENTERPRISE,Apple,5g,Oled,b,NO WARRANTY,WHITE, premium ,creator, NO ,missing,£14738,12559,,"19,223",£9061,,£19589,£15306,4118
2023-05-25,,Windows,apple,Mini Pc,2021-23,GAMING,ACER,Bluetooth,Oled,d,1y,grey,PREMIUM,gamer, Yes ,"17,051",14571,£657,£15897,7529,£4723,17618,7656,19788,17901
2023-09-25,DRONE,chromeos,intel,miniPc,2024+,missing,Lenovo, 5g ,lcd,B,1Y,Black,-999,STUDENT,YES,missing,£9588,£3486,13324,12496,2296,5199,18089,4443," 7,320"
20/11/2021,tablet,,amd,Mini Pc,<2015,CONSUMER,missing,Bluetooth,OLED,d,5Y,grey,PREMIUM,Creator,No,£1856,£3005,14118,601,11918,10826,£5833,3754,7434,3780
10/04/2024,robot,Ios,apple,Mini Pc,<2015,consumer,hp,ethernet,-999,D,1y,blue,premium,Gamer,yes,12321,5320,18895,13427," 6,971",missing,5766,"17,290",£6705,NaN
07/12/2024,robot,chromeos,Qualcomm,NA,2015-17,gaming,Apple,5g,oled,c,1y,blue,NaN,,yes,2206,16873,10403,15562,16542,14662,,,6391,9504
2024-10-23,,IOS, INTEL ,2-In-1,2024+,enterprise,apple, BLUETOOTH ,LCD,a,1Y,-999,PREMIUM,professional,yes,7785,3486,8309,10534,12923,12845,10901,7727,16226,17504
2024-09-19,tablet,linux,apple,ultrabook,2018-20,Gaming,HP,wi-Fi,missing,c,3y,White,mid-Range, gamer ,yes,£9914,11528," 5,000","10,265",   599,9664,11322,8410,12518,£18534
2023-07-06,server,CHROMEOS,AMD,2-in-1,2021-23,consumer,ASUS,BLUETOOTH,missing,A,2Y,missing,Budget,professional,yes,missing,£6707,19096,16267,   188,£6380,£1143,£19671,-999," 9,481"
2023-04-18,drone,Chromeos,qualcomm,2-In-1,NaN,enterprise,APPLE, Ethernet ,mini-led,a,5y,Black,budget,Creator,yes,"16,303",NaN,13383,NA,£17351,1007,3375,1669,17564,16025
05/02/2022,server,windows,Amd,mini pc,2024+,CONSUMER,dell,wi-fi,oled,b,1Y, Grey ,premium,gamer,yes,-999,2818,9033," 2,529",£642,£14113,10064,,NA," 2,521"
2024-09-25,drone,NaN,apple,mini pc,-999,EDUCATION, Dell ,5g,NA,b,5y,black,premium,,no,"17,115",£4781," 6,980",£4536,9531,11528,10553,14725,£537,"11,852"
2022-03-05,Tablet,linux,Intel, ultrabook ,2018-20,gaming,asus,wi-fi,lcd,c,5y, blue ,,STUDENT,no,16218,£9831,649,," 3,681",NaN,10374,619,missing,7996
2022-05-02,Drone,android,AMD,2-in-1,2018-20, Gaming ,apple,wi-fi,lcd,b,5y,Black,BUDGET,PROFESSIONAL,no," 4,615","12,063",NaN,10017,"10,477",NaN,16998,NaN,15865,1364
-999,NA,android,APPLE,2-in-1,2015-17,missing,dell,bluetooth,LCD,c,1y,blue,PREMIUM, professional ,Yes,3695,17180,"14,146",NaN,3702,£869,£19852,£13283,17623,13703
15/03/2022,missing,macos,Intel,ULTRABOOK,2024+,NA,Lenovo,missing,mini-led,a,3y,BLACK,premium,Student,NO,NaN,NaN,£8639,12265,15455,14325,£9491,17079,18739,11195
25/06/2023,tablet,,Qualcomm,mini_pc,2015-17,gaming, asus ,bluetooth,lcd,,5y,white,Mid-Range,gamer,no,8570,"13,765",18509,13134,15637,6414,£18058,7761,NaN,-999
2024-04-23,server,MACOS,APPLE,ultrabook,missing,education,lenovo,wi-fi,Lcd,a,1y,BLUE,NA,creator,no,£3590,£15083,12727,"15,055",£8062,18758," 2,998",17453,4920,missing
2022-06-25,tablet,-999,NaN,Desktop,2024+,EDUCATION,lenovo,wi-fi,,b,5y,blue,Premium,GAMER,no,6608,14427,   983,1918,£3494,19055,14111,9328,598,£15501
"Oct 06, 2022",robot,chromeos,amd,mini_pc,,gaming,Lenovo,ethernet,MINI-LED,d,2Y,silver,mid-range, professional ,yes,"12,815",2507," 9,440",£16783,"12,158",18051,£3888,4871,NaN,5178
"Feb 06, 2021",drone, WINDOWS ,Apple,miniPc,<2015, gaming ,Acer,Bluetooth,LCD, b ,no_warranty,Blue,MID-RANGE,Gamer,No,6445,6700,"18,105"," 7,902"," 3,802",-999,9699,missing,8865,3088
2023-09-30,smartphone, android ,Intel,-999,2021-23,gaming,acer,5g, Lcd ,D,2y,white,FLAGSHIP,creator,no,£13660,17910,-999," 1,225",-999,2347,15888,£17938,   861,"19,793"
07/12/2023,Laptop,Android,amd,desktop,2024+,consumer,APPLE, 5G ,missing,d,no warranty,WHITE, mid-Range ,creator,yes,,3217,£6147,17811,7212,970,11861,2605,£3888,16179
11/11/2021,ROBOT,chromeos,Amd,Mini Pc,2024+,EDUCATION,, wi-Fi ,,A,-999,Blue,budget,student,yes,17546,4912," 8,630",14932," 7,078",NaN,9996,4961,8808,8601
20/08/2021,Smartphone,windows,apple,NA,2015-17,CONSUMER,Dell, 5G , MINI-LED ,C, no_warranty ,blue,premium,gamer,no,933,3479," 8,630"," 3,481",10837," 4,003",4164," 7,881",-999,17885
04/10/2021, drone ,macos,QUALCOMM,NaN,<2015,education,apple,ETHERNET,mini-led,c,no_warranty,missing,Flagship,student,-999," 8,023",4439,missing,1473,11819,£2842,14487,"15,332",£3171,NaN
missing,DRONE,Ios,missing,Ultrabook,2024+,consumer,Lenovo,bluetooth,oled,NaN,5y,missing,budget,student,Yes,£4127,"19,070",-999,17809,£16382,15515,1425,9311,NaN,NaN
"May 06, 2024",tablet,Ios, Qualcomm ,Desktop,2024+,education,NA,5G,Lcd,d,1Y,NaN,budget,creator,NO,£231,"18,631",NA,19280,11896," 4,433",7262,14215,£8555,NA
26/02/2023,tablet,ios, AMD ,NaN,-999,education,acer,wi-fi,oled,b,3y,-999,flagship,professional, No ,13742,13504,5668,14291,9416,986,-999,501," 3,701",6750
2022-05-10,laptop,macos,qualcomm, desktop ,2018-20, consumer ,Apple,wi-Fi,lcd,c,5y,WHITE,flagship,student,no,7659,5541,£273,19249,£4862,10944,15151,3731,6994,16267
