date, cuisine , MEAL TYPE , dietary tag ,course, Spice Level ,servingTemp, allergen ,Protein,cooking_method,Origin Country,Occasion,packaging,organic,Fairtrade,RESTAURANT CHAIN/,calories_kcal, fat g ,protein g,carbs g, sugarG ,Salt G,Cost £,serve size g?,PREP TIME MIN,Cook Time Min
"Nov 07, 2023",French,LUNCH,NaN,sweet,hot,cold,fish,lamb,RAW,NaN,formal,METAL,NO,yes,fine dining,NaN,16150," 1,364",-999,£11302," 5,241",13876,12893,8922,missing
NaN,italian,brunch,KOSHER,sweet,mild,ROOM TEMP,none,pork,-999,Greece,holiday,compostable,yes,YES,independent,£12238,missing,9008,10738,3539,19651,16736,592,7091,-999
20/04/2022,french,SNACK,kosher,drink,medium,Hot,None,Beans,Grilled,GREECE,CASUAL, METAL ,yes,YES,streetFood,"12,165",17640,2236,4277,NA,"15,107",4253,4393,£15432,16719
21/05/2024,Italian,Snack,Vegan,DRINK,,COLD,none,Tofu,fried,china,birthday,NaN,YES, Yes ,FRANCHISE,9320,,"18,467",£6289,667,15711,3237," 6,192","12,277",6136
2022-07-05,missing,brunch,Vegan,sweet, fiery ,HOT, Soy ,chicken,FRIED,France,formal,NA,missing,no,-999,£8064,8029,£4996," 3,928",9577,5627,7002,2540,£13770,3031
"Jul 10, 2021",chinese,Brunch,vegan, drink ,Medium,hot,egg,BEANS,RAW,China,FORMAL,Metal, no ,NO,FAST FOOD,NaN,10439,10984,"17,444",19365,9508,11949,11473,11608,NaN
2023-10-24,chinese,DESSERT,Keto,SWEET,fiery,HOT,EGG,CHICKEN,RAW,china,HOLIDAY,Metal,no,YES,INDEPENDENT,13731,10481,11691,2681,NaN,£16207,12671,10156,16875,15097
2024-03-07,mexican,SNACK,Vegan,main,MILD,Cold,-999,tofu,steamed,china,casual,metal,Yes,NaN,fine_dining,3746,£13559,16926,5274,14835,-999,2638,2713,6472,£13000
02/08/2021,,snack,Gluten-Free,drink,fiery,Cold,none,beans,FRIED,mexico,FORMAL, plastic ,NaN,NO,Fine Dining,   285,NA,12389,10003,NA,£12393,17316,5521,£7073,-999
2021-09-30, chinese ,brunch,vegetarian,main,MILD,NA,None,lamb,raw,india,Holiday,paper,YES,NO,FAST FOOD,14861,15839,14668,593,10839,17537,1924,6613,,NaN
29/04/2024,indian,DESSERT,vegetarian,missing,medium,room_temp,soy,lamb,STEAMED,FRANCE,HOLIDAY,metal,no,NO,street food,NaN,1422,11067,1605,£2991,NA,£15564,18835,£17743,NA
2024-02-02,,BRUNCH,vegan,Main,Fiery,room_temp,Nuts,Beef,fried,GREECE, formal ,glass,NO,no,-999,£15687,12378,12337,10877,7546,-999,"18,939",16316,-999,13182
05/12/2022,missing,Brunch,KOSHER,DRINK,Fiery,Hot,soy,tofu,grilled,CHINA,FORMAL,metal,NO,yes,streetFood,4189,10269,missing,18302,9421,   355,-999,13202,£6007,£2283
"Jul 08, 2021",Chinese,dinner,kosher,STARTER,Medium,hot,soy,lamb,grilled, greece ,casual,Metal,missing,NO, street_food ,11118,NaN,,14756,NaN,NA,16675,7597,"19,337",NA
2021-01-31,NA,,halal,starter,,ROOM TEMP,dairy, chicken ,fried,ITALY,HOLIDAY,glass,,no,STREET FOOD,£8605,19426,8370,7240,18103,1936,13075,16039,NA,NaN
20/09/2024,indian,dessert,,MAIN,fiery,roomTemp,NONE,beans,grilled,china,Formal,COMPOSTABLE,yes,YES,Fast Food,18963,8731,£557,£8928,-999,£3881,4096,10200,10267,£13164
2022-10-13,mexican,-999,vegan,,FIERY,Hot,Soy,Pork,baked,China,Casual,Metal,NO,yes,fast food,£13412,"19,694",13716,£5228,11979,16857,7383,£18,£11556," 6,262"
"Nov 12, 2021",italian,Dinner,gluten-free,NaN,-999,hot,egg,lamb,STEAMED,-999, Casual ,NaN,no,Yes,STREET FOOD,2740,"19,424",17193,7453,15197,NaN,NA,14211,,3616
2022-01-13,french,brunch,keto,Side,FIERY,cold, FISH ,tofu,Baked,china,formal,PLASTIC,missing,yes,Fast Food,£18403,£1919,17342,13323,"17,058","17,275","13,894",3891,2439," 3,433"
2023-12-10,Mexican,brunch,HALAL,STARTER,Hot,cold,fish,beef,fried,NaN,Birthday, glass ,YES,yes,STREET FOOD,£10574,"17,449",19079,£4636,16747,17494,   369,8588,1633,14823
2021-09-18,Greek,NaN,Kosher,Side,fiery, Room Temp , nuts ,lamb,GRILLED,italy,missing,NaN,yes,yes,INDEPENDENT,18011,13828,5378,14939,12600,3095,13691,,10885,£2591
2023-11-09,italian,Brunch,keto,Sweet,mild,missing,nuts,Tofu,fried,ITALY,BIRTHDAY, compostable ,yes,yes,franchise,15763,8638,11157," 2,063",,missing,10937,1965,£11915,6572
NA,french,Dessert,-999,Side, Hot ,ROOM TEMP,none,Pork,steamed,ITALY,CASUAL,paper,yes,YES,fine dining,10523,£14132,£16332,£3119,," 7,600"," 9,579",11457,,12190
"Sep 12, 2023",INDIAN,brunch,NaN,side,FIERY,ROOM TEMP,Egg,Chicken,grilled, italy ,Casual,Glass,no,Yes,independent,17599,12367,8492,359,18860,£10764,8435,"13,104",£11044,17713
03/11/2021,french,Brunch,NaN,MAIN,Mild,HOT,nuts,pork,NaN, italy ,Holiday,paper,NO,no,Street Food,£3785,19834," 6,127",NA,6829,,11607,18139,£19515,1862
20/07/2022,chinese,NA,GLUTEN-FREE,sweet,FIERY,NaN,nuts,NaN, fried ,france,formal,metal,yes,Yes,NA,17167,£13266,18127,11462,missing,10008,1250,252,14005,"10,024"
2022-04-17,indian,snack,vegan,starter,fiery,Room Temp,Nuts,,Grilled,italy,birthday,PLASTIC,YES,missing,fastFood,11260,12467,£15670,£4900,14485,3103,£5609,18746,NaN,17465
"Jan 29, 2023",indian,breakfast,Kosher,sweet,mild,ROOM TEMP, gluten ,chicken,Steamed,Greece,formal,Plastic,NO,no,,8061,16505,NA,9167,10171,9148,13988,3947,£3758,15035
2021-06-27,french,Lunch,halal,-999,hot,Room Temp,Soy,lamb,Steamed,mexico,birthday,PAPER,no,no,franchise,3428,NA,missing,,£4467,missing,£13798,2035,,£19275
06/03/2024,french,breakfast,GLUTEN-FREE, drink ,Mild, HOT ,Fish,chicken,grilled,italy,birthday,compostable,yes,yes, franchise ,16742,2005,1495,-999,16373,19488,£9921,-999,4717,£7020
"Apr 16, 2023",French,Breakfast,GLUTEN-FREE,main,Hot,cold,soy,beans,grilled,Mexico,,Paper,no,no,Independent,17259,9795,,1489,15715,7559,NA,15773,18876," 4,655"
NA,GREEK,dessert,vegetarian,drink,mild,, dairy ,beef,RAW,france,holiday,compostable,Yes,yes, streetFood ,"10,175",11432,,£11219," 3,491",NA,NaN,-999,9057,£17682
31/10/2023,mexican,breakfast,kosher,sweet,mild,cold,GLUTEN,BEANS,BAKED,ITALY,formal,glass,YES, yes ,streetFood,2426,16942,16408,8287,11070,NaN,"12,950",8633,18086,NA
12/08/2024,chinese,dessert,NaN,MAIN, FIERY ,ROOM TEMP,Nuts,tofu,raw,india,casual,Plastic,missing,Yes,NA,,"18,917",4806,13318,8580,2088,16133,14289,£18470,-999
15/01/2021,chinese,Breakfast,,sweet,Fiery,cold,fish,Beef,,missing,casual,NA,no,Yes,street_food,10111,£19883,"17,984",13389,4425,10187,12633,,-999,NA
2022-04-05,INDIAN,dinner,gluten-free,STARTER,Fiery,COLD,nuts,beef,Steamed,India,holiday, paper ,no,YES,streetFood,11459,4123,£267,£18218,19497,£5366,1202,2460,3708,12505
-999,french,brunch,Gluten-Free,Main,fiery,cold,NONE,pork,Grilled,France,formal,METAL,NA,yes,INDEPENDENT,"14,745",17737,9369,4110,16995," 6,445",14557,NaN,3068,8142
26/12/2024,mexican,SNACK,halal,main,Mild,,SOY,chicken,STEAMED,CHINA, BIRTHDAY ,compostable,yes, NO ,fastFood,-999,£6072,11557,6136,missing,12104," 8,575",£11409,17537,3925
2022-09-24,italian,breakfast,Halal,Main,mild,room temp, none , Beef ,raw,Italy,Holiday,Metal,yes,missing,fineDining,19666,15921,"13,797",14484,£16765,"12,220",16323,£12823,16145,£12503
26/11/2024,indian, Breakfast ,Vegan,starter, Hot ,,NA,lamb,GRILLED,china,birthday,metal,NO,YES,fine dining,8146,missing,"14,606","12,519",16630,NA,19750,10433,£764,"14,218"
2021-06-14,greek,brunch,HALAL,starter,Medium,ROOM TEMP,None,Beans,NA,mexico,birthday,-999,NO,-999,-999,17765,9399,6302,1276,4272,4793,missing,missing,9828,missing
"May 21, 2023",italian,Snack,keto,starter,-999,cold,Dairy, beef ,Grilled,CHINA,BIRTHDAY,PAPER,NO,yes,,2437,6179,missing,14322,7321,"14,388","12,017"," 1,384",19076,9320
21/03/2022,Italian, Snack ,kosher,MAIN,fiery,hot,egg,chicken,steamed,MEXICO,holiday,Paper,no,yes,fine_dining,missing,18367,7596,11377,missing,7945,"18,885",15828," 6,463",3631
"May 15, 2024",Mexican,dinner,kosher,sweet,MILD, roomTemp ,nuts,-999,grilled,India,Formal,NA,,no,street_food,"18,599"," 6,340",£7467,16300,2356,17941," 3,001",£18894,£8436,7884
17/06/2024,mexican,DINNER,gluten-free,drink,hot,cold,none,Chicken,FRIED,india,casual,missing,yes,,streetFood,£3072,11487,£8086,16868,-999,14687,4633,"12,081",13652,£13624
22/10/2024,INDIAN,missing,-999,Sweet,, hot ,nuts,PORK,Grilled,italy,formal,paper,yes,no,FINE DINING,9594,£7128,8665,£631,£17397,£19122,missing,14534,8787,4743
16/04/2021,chinese,lunch,-999,sweet,fiery,hot,FISH,Beef,Steamed,china,Holiday,NA,YES,yes, Franchise ,,4059,12005,"16,828","18,239",£17154,14549,6744,14140," 5,561"
10/10/2024,missing,missing,-999,STARTER,hot,HOT,gluten,pork,steamed,india,holiday,PLASTIC,no,NO,franchise,1679,9887,£10940,14608,782,missing,11489,4161,"14,918",£2146
24/02/2023,Greek,lunch, keto , Side ,FIERY,cold,soy,BEEF,baked,china,holiday,metal,NaN,yes,Franchise,19961,"17,939",1494," 4,237",NA,3871,£2177,2732,12184,14919
2024-05-31,NA,snack,halal,SWEET,NaN,cold,dairy,Chicken,fried,india,Birthday,metal,Yes,yes,Street Food,NaN," 3,502",1881,777,15033,19229," 2,792",7149,17624,13006
2022-10-04,FRENCH,BRUNCH,keto,starter,hot,,fish, pork ,Baked,ITALY,BIRTHDAY, glass ,NO, no ,street food,£6428,"12,044",15060,£5497,10879,£3012,£8271,3,7575,"19,983"
"Jul 19, 2024",NaN,DESSERT,halal,Side,MILD,cold,NUTS,chicken,,china, holiday , paper ,yes,no,Independent,14619,£2276,12552,1614,10904,£919,9843,15230,,NaN
2024-11-24,chinese,NA,HALAL,Main,MILD,-999,soy,tofu,fried,France,formal,glass,YES,no,NaN,"18,403",9046,3087," 4,165","16,142",14019,7470,£13816,4230,1861
2022-01-25,Mexican,breakfast,gluten-free,sweet,hot,hot,missing,beans,FRIED,France,holiday,plastic, YES ,yes,FRANCHISE,£19465," 2,954",16907," 2,677","18,785",18054,10312,7032,4240,6555
2021-10-06,Italian,breakfast,Vegan,NA,Fiery,hot,soy,chicken,NaN,ITALY,holiday,glass,yes,missing,Independent,£1035,1290,8426,938,12826,1399,705," 9,112",NaN,5081
19/06/2021,Indian,brunch,vegetarian,drink,fiery,cold,None,TOFU, grilled ,ITALY,holiday,metal,,Yes,NA,1884," 1,602",£5477,£3871,15446,16810,£5813,18112,NA,10976
26/03/2023,chinese,breakfast,Gluten-Free,DRINK,hot,COLD, Soy ,tofu,raw,italy,missing,compostable, yes ,,independent,6604,13836,14684,£18992,"18,180"," 8,728",£6333,16990,,1709
01/02/2024,french,BREAKFAST,gluten-free,side, hot ,HOT,fish,tofu,fried,INDIA,formal,paper,Yes,NO,FAST FOOD,6888,£10053,1721,17172,12860,3112,7051,19980,NaN,£15957
2024-12-31,italian,brunch,Kosher,sweet,Fiery,Cold,none,lamb,STEAMED,missing,casual,PLASTIC,No, yes ,street_food,,5705,-999,8693,£14106,9865,14922,7795,9914,11066
2023-07-09,NA,dessert, GLUTEN-FREE ,SIDE, hot ,HOT,DAIRY,beans,Baked,FRANCE,HOLIDAY,plastic, YES ,NO,independent,£10924,missing,£1291,13178,902,19810,£12961,5688,9462,395
2024-07-04,NaN,,vegetarian, Drink ,fiery,hot,dairy,Tofu,baked,Mexico,holiday,Plastic,missing,missing,STREET FOOD,17641,14332,455,17683,738,261,£19089,£4723,13741,7355
2022-04-18,Italian,brunch,kosher,starter,hot,NaN,gluten,Beans,raw,mexico,birthday,glass,yes,yes,missing,19499,£16065,£5569,9243,4428,7096,17236,"12,285",£13089,missing
29/12/2024,missing,BRUNCH,,sweet,fiery,Hot,Soy,pork,grilled,-999,NaN,Plastic,no,yes,fine dining,8019,16481,6503,£12447,8575,5370,"12,179",£7625,16963,-999
2024-04-09,indian,Dessert,NaN,MAIN,mild,hot,missing,lamb,grilled,-999,formal,glass,NO,no,Fast Food,6796,6352,7982,"12,702",17043,16208,15461,"14,347",-999,3963
"Oct 11, 2021",greek,LUNCH,kosher,starter,medium,ROOM TEMP,dairy,Beans,grilled,FRANCE,casual,paper,NO,yes,fineDining,15472,£17193,13905,missing,8550,18103,NaN,8051,19132,9104
2024-07-11,Indian,breakfast,halal,main,hot,cold,None,NaN,grilled,GREECE,birthday,missing,Yes,yes,independent,115,12343,17178,11577,3574,£1966,3000,"17,220",19011,14411
23/01/2024,mexican,Breakfast, VEGETARIAN ,Sweet,MEDIUM,cold,-999,PORK,fried,france,holiday,plastic, no ,no,independent,992,13232,15913,8422," 9,701",1882,-999,-999,4955,
2023-06-22,chinese,breakfast,NA,main,Medium,room_temp,none,Lamb,FRIED,china,CASUAL,NaN,yes,yes,,"18,612",123,13148,12146,16877,3865,15443," 9,924",£6156,10914
05/03/2021,NaN,dinner,gluten-Free,main,Hot,cold,nuts,beans,fried,france,Holiday,glass,yes,yes,franchise,12442,14698,16019,£12977,16323,9746,6473,"18,706",15895,"14,004"
2021-11-28,-999,,halal,missing,fiery,room_temp,GLUTEN,pork,steamed,MEXICO, CASUAL ,Metal,No,no,,9251,4924,12335,6963,,NaN,16671,6060,NaN,"15,587"
09/10/2023,chinese,lunch,Vegan,NaN, mild ,COLD,nuts,-999,grilled, Greece ,Formal,glass,yes,no,street food,,6100,247,2570,11245,missing,4917,19728,13468,16537
2024-03-16,french,lunch,KOSHER,STARTER,HOT, Hot ,egg,Beef,raw,france,formal,Plastic,yes,No, Street Food ,£3456,£1007,13071,NaN,11217,17161,17701,NaN,8116,453
18/09/2021,Greek,dinner,Kosher,Drink,hot,hot,SOY,BEEF,raw,greece,casual,metal,no,yes,independent,14022,17347,1771,6262,8374,4763,13709,,2599,3867
26/10/2024,indian,NaN,Kosher,starter,mild,cold,dairy,Pork, steamed , Italy ,holiday,Paper,NO,yes,franchise,7649,5592,£11537,2513,9928,£12976,,NaN,16484,7715
30/07/2021,french,DINNER,kosher,starter,medium,room_temp, gluten ,Beans,BAKED,italy,Casual,Plastic,no,missing,STREET FOOD,£1313,4755,   554,£10419,-999,-999,9629,-999,£6935,3046
2023-04-17,Chinese,lunch,Kosher,STARTER, hot ,room temp,,PORK,grilled,missing,casual,compostable,no,yes,Street Food,16570,3626,NA,   781," 6,012",," 7,877",3243,missing,NA
"Jun 05, 2023",greek,dinner,HALAL,Main,Medium,,nuts, chicken ,Steamed,china,birthday,compostable,yes,no,independent,£1593,12370,12058," 7,564"," 7,675",6815,£2475,NA,11400,-999
2022-07-24,FRENCH, dessert ,halal,starter,hot,roomTemp,EGG,TOFU, STEAMED ,NaN,,COMPOSTABLE,YES,,fast_food,£19956,18760," 1,482",1611,19474," 6,817",12299,6966,"17,577",£14885
2022-08-24,Indian,Brunch,VEGAN,STARTER,medium,COLD,none,TOFU, baked ,india,birthday,METAL,yes,yes,NA,16262,7272,£4847,9941,1162,9353,3134,15839,6007,9964
,greek,lunch,kosher,main,FIERY, Hot ,Gluten,Pork,Fried,FRANCE,casual,glass,yes,NO,fast_food,16408,NaN," 2,792",,13015,5131,17546," 8,510",12680,1773
2023-09-08,NA,lunch,gluten-free,Main,HOT,cold,gluten,Tofu,fried,missing,formal,plastic,, yes ,fine dining,14192,missing,636,9790,-999,142,502,16049,8399,19414
NaN,french,Snack, VEGETARIAN ,-999,mild,HOT,Dairy,beef,NaN,italy,Formal,metal,no,YES,-999,19415,NaN,£2175,£10446," 7,955",19162,17552," 3,567",12638,3587
06/01/2021,french,snack,Keto,starter,Mild,room_temp,missing,tofu,raw,CHINA,casual,missing,no,no,FINE DINING,£12775,NaN,2081,7773,NA,19997,6488,14466,15142,584
NA,chinese,LUNCH,keto,starter,hot,Hot,dairy,pork,BAKED,greece,formal,paper,NO,yes,Independent,3256,NaN,12462,£14241,707,NA,17296,-999,14780,11880
17/10/2023,MEXICAN,Breakfast,keto,drink,fiery,cold,,lamb,missing,india,BIRTHDAY,PAPER,yes, no ,franchise,15502,6270,-999,17672,18103,£8972,16277,,15830,£18657
14/02/2021,italian,breakfast, halal ,Main,hot,Cold,nuts,lamb,-999,India,Casual,glass,No,yes,franchise,11083,£13281,7394,3529,3613,12746,5026,£14768,13815,5463
NaN, MEXICAN ,NaN,missing,SIDE,fiery,room temp,soy,beef,BAKED,china,Formal,PLASTIC,no,Yes,Independent,8396,missing,,19104,11474,NaN,£15828,5839,3542,-999
03/10/2021,french,snack,VEGETARIAN,SWEET,fiery,cold,fish,beans,Steamed,india,formal, GLASS ,No,yes,street food,"17,677",£10634,missing,£2867,,"11,693",NA,8242,3575,"12,418"
12/06/2023,greek,brunch,HALAL,side, Fiery , Cold ,Dairy, Chicken ,BAKED, china ,formal,PLASTIC,no,yes,franchise,"13,133",8355,NaN,3299,15012,3351,missing,18308,missing,NA
2023-08-09,greek,BRUNCH,NaN,drink,Fiery,-999,gluten,tofu,baked,FRANCE,holiday,Glass,yes,yes,independent,10467,14362,4779,"13,340",missing,18470,NA,£15721,10599,missing
2021-11-25,Greek,snack,KETO,MAIN,FIERY,roomTemp,nuts,beans, fried ,FRANCE,BIRTHDAY,Paper,NO,NO,FRANCHISE,16727,9073,£19863,"15,498",£4500,£18563,NaN,NA,6401,8565
18/08/2023,indian,snack,GLUTEN-FREE, drink ,medium,hot,soy,beef,Grilled,missing,casual,METAL,,yes, fine_dining ,13124,"14,959",12341,-999,£638,9653,£18203,£6615,9453,7419
25/06/2022,italian, DESSERT ,gluten-free,sweet,fiery, room_temp ,none,pork,grilled, greece ,casual,metal,no,yes,independent,17278,£11426,"16,354",NA,,11385,"19,471",£15078,2360,"18,744"
2022-06-10, french ,brunch,vegetarian, Main ,fiery,roomTemp,soy,TOFU,raw,greece,Formal,plastic,no,no,franchise,4220,£14247,4351,2068,4346,11505,"18,494",3470,£18749,16433
"Feb 02, 2022",chinese,DESSERT,Kosher,STARTER,hot,roomTemp, soy ,tofu,fried,france,FORMAL,PAPER,yes,yes,NA,-999,NA,8168,£5143,11976,4634,5756,3023,4085,2133
01/04/2022,greek,lunch,vegan,main,missing,roomTemp,none,Pork,grilled,italy,missing,paper,NO,yes,street food,NaN,15025,2892," 5,038",12126,13956," 9,329",2547," 7,329",£19184
"Feb 03, 2022",MEXICAN,lunch,keto,sweet,Hot,hot,DAIRY,PORK,steamed,greece,casual,paper,yes,No,FAST FOOD,5525,,19315,8349,12335,11446,"16,919",14192,2606,15770
"May 10, 2024",INDIAN,lunch,missing,,medium,hot,FISH,tofu,FRIED,India,holiday,Plastic,NA, yes ,Independent,missing,14722,2120,£75,"16,447",652,4159," 7,726",4190,15575
2023-01-17,Greek,SNACK,kosher,main,mild,Cold,soy, Chicken ,steamed,india,HOLIDAY,PAPER,yes,no,Fast Food,19945,missing," 3,252",8657,missing,1396,£17514,NaN,18209,9345
2023-08-13,mexican,breakfast,gluten-Free,Side,missing,room_temp, DAIRY ,lamb,raw,greece,BIRTHDAY,metal,no, no ,franchise,-999,£13874,"14,269"," 7,970"," 5,460"," 9,167",1980,"11,724"," 3,794"," 4,305"
"Jan 21, 2022",french,NaN,NA, DRINK ,hot,cold,,pork,NaN,greece,casual, metal ,NA,YES, FRANCHISE ," 8,113",-999,14873,5468,7326,NA,4365,£10029,15197,"10,547"
missing,italian,snack,VEGETARIAN,starter,missing,Cold,NONE,Beef, raw ,greece,Formal,Compostable,NaN,yes, franchise ,124,11061,," 9,072",    13,missing," 8,449",£2359,4854,NaN
17/12/2024,french,brunch,kosher,MAIN,fiery,hot,fish,Tofu,steamed, india ,birthday,compostable,no,-999,independent,10123,14057,"16,696",£16834,14718,15314,2390,9572,15796,£14132
2024-06-13,-999,Brunch,GLUTEN-FREE,Starter,hot,room temp,-999, PORK ,NaN,,birthday,metal,yes,NO,fineDining,4417,15027,6538,11906,9269,9403,," 9,142",7618,NA
29/01/2021,NaN,BRUNCH,halal,Sweet,Hot,cold,dairy,lamb, steamed ,NA,Holiday,PAPER,no,,independent,£4663,missing,"15,839",£7683,11502,"10,917",6488,£8862,£1156,
2022-07-10,french,Dessert,kosher,-999,Hot, roomTemp ,Fish,pork,STEAMED,India,casual,compostable,Yes, yes , fine_dining ,3698,17984,12665,8474,19433,NaN,£7794,,1582,8436
2022-11-08,GREEK,brunch,kosher,drink, medium ,ROOM TEMP,fish,Chicken,STEAMED,GREECE,casual,missing,yes,no,independent,13351,6181,£19792,2206,8051,18486,£9547,2273,12840," 7,098"
18/09/2021,french,lunch,halal,SWEET,Fiery,roomTemp,nuts,-999,fried,china,HOLIDAY,COMPOSTABLE,Yes,yes, Fast Food ,17865,2828,13769,15943,14428," 8,025",£11228,344,19304,1493
2023-06-20,missing,dessert,kosher,Drink,medium,roomTemp,egg,beans,grilled, INDIA ,BIRTHDAY,COMPOSTABLE,-999,yes,Franchise,,1693,15247," 2,810",11856,£11885," 9,964",-999,19361,£18500
29/04/2023,Chinese,breakfast,NA,drink,medium,Hot,gluten,lamb,NaN,italy,casual,plastic,yes,yes,NaN,6548,12201,,12818," 4,693",15146,£3849,missing,4328,-999
03/02/2021,italian,Breakfast,missing,sweet,NA,cold,none,TOFU,NA,china,HOLIDAY, PLASTIC ,yes,no,fast food,16261,590,14534,2998,£14870,£2167,17821,15194,£8432,18881
15/12/2021,Mexican,NA,Keto,Starter,MILD,-999,None,Tofu, FRIED ,india,BIRTHDAY,Metal,no,NaN,NA,9459,8138,12462,"18,811",7421,2398,8229,11581,19556,2524
22/10/2023,italian,Snack,Vegan,STARTER,NA,Room Temp, Nuts ,BEEF,grilled,france,FORMAL,compostable, no ,NaN,franchise,13680,18145,£6318,17441,NaN," 3,790",,18455,missing,13139
06/05/2022,,snack,vegetarian,NaN,Hot,NaN,NUTS,beans,fried,mexico,formal,glass,yes,NO,street_food,£5208,NaN,£7101,"12,826"," 3,409",7286,-999,3243,6059,916
2022-04-20,,breakfast,Keto,NA,medium,COLD,dairy,chicken,baked,China,CASUAL,NaN,missing,No,FRANCHISE,£5437,missing,,16908,£9134,"14,839",£3148,£17581,£7107,1832
17/12/2024,NA,snack,keto,SIDE,Fiery,roomTemp,dairy,Beef,raw,GREECE,BIRTHDAY,glass,yes,,FAST FOOD,NaN,£3336,£2155,7230,17046,£15531,10040,"10,635",6132,£6303
"Dec 15, 2023",CHINESE,brunch,Kosher,Sweet,NaN,cold,dairy,chicken,grilled,india,formal,Glass, yes ,yes,street_food,£2368,12980,1499,12949,11331,13022,missing,7338,"19,282",19108
2021-12-11,mexican,-999,Vegetarian,Main,Medium,room temp,none,beef,raw,india,Holiday,paper,yes,Yes,Fine Dining,1022,12246,7106,"13,587",281,7197,18004,12704,-999,£219
"Jun 14, 2023",greek,lunch,kosher,side,Mild,cold,gluten,beans,NA,NaN,-999, glass ,YES,yes,STREET FOOD,,£11461,16327,13456,"17,624",2724,£10855,15307,-999,5320
2023-09-29,INDIAN,DINNER,Keto,missing,NA,Room Temp,Nuts,CHICKEN,fried,france,Formal,paper,no, no ,fast food,,13206,"16,079",NaN,11510,"10,697",8667,14568,missing,4210
2024-08-06,NaN,breakfast, vegetarian ,STARTER,Medium,Cold, egg ,PORK,GRILLED,MEXICO, casual ,glass,yes,YES,fine dining,NaN,3314," 2,876",11823,4589,£14589,6969,12029,4228,"10,771"
2024-05-10,italian,BRUNCH,vegan, Side ,-999,room_temp,nuts,missing,Baked, france ,birthday,paper,NO,no,independent,missing,16062,10903,13803,,£6660,10676,£9659,£10853,13674
"Sep 14, 2021",greek,DINNER,vegetarian,drink,mild,COLD,EGG,BEANS,Fried,Mexico,casual,COMPOSTABLE,-999,YES,Franchise,£4032,£14966,13079,NA,£3079,19318,£6315,13129,19629,NaN
2023-02-09,NaN,DESSERT, KOSHER ,SIDE,HOT, Cold ,Fish,lamb,NaN,mexico,birthday,plastic,no,yes,franchise,£7673,15257,£10929,£15025,3009,9025,,8381,£6216,2177
15/07/2023,greek,NA,vegan,drink,hot, ROOM TEMP ,none,Tofu,Raw,France,,NaN,missing,no,Street Food,£15736,1662,-999,9132,"13,943",12705,5888,12489,NaN,-999
08/02/2023,mexican,lunch,vegan,starter,-999,roomTemp,soy, Beans ,steamed,france,formal,Plastic,no,Yes,Franchise,£9718,11747,"15,996",11758,"12,580",11672,18265,14571," 4,025",
NaN,chinese,breakfast,keto,side,hot,hot,nuts,pork,Baked,missing,missing,paper,yes,NaN,Street Food,14508,16462,NA,4198," 8,347",£18509,11982,19612,"16,227",5147
missing,Italian,dessert,gluten-Free,starter,Fiery,cold,none,missing,baked,india,formal,COMPOSTABLE,YES,YES,streetFood,"18,368",17448,7640,12101," 9,707",£15617,missing,7500,NA," 2,209"
18/09/2022,ITALIAN,LUNCH,keto,DRINK,FIERY,ROOM TEMP,Fish,Tofu,Steamed,mexico,Holiday,paper,no,NaN,streetFood,7574,£7084,"19,995",13110," 1,159",11144,NaN,£19925,NaN,17000
22/05/2022,greek,LUNCH,vegan,SWEET,medium,room_temp,dairy,tofu,Grilled,FRANCE,birthday,Paper,YES,yes,street_food,9857,NaN,54,"19,925","11,914",3677,£10435,11148,    56,4520
2023-11-18,chinese,snack,vegan,drink,medium,missing,none,Beans,baked,Mexico,formal,plastic,No,yes,NaN,2662,12694,"18,511",15965,13085,£9640,missing,NA,2489,£7584
23/02/2022,INDIAN,brunch,kosher,starter,-999,room_temp,nuts,Beef,GRILLED,france,birthday,compostable,no,no,street food,£11217,1099,missing,£13650,16209,6242,"18,674",6136,7315,16149
"Oct 16, 2022",chinese,breakfast,kosher,starter,FIERY,Hot,Soy,pork,steamed,INDIA,BIRTHDAY,Metal, Yes , no ,,4283,£17654,£2389,£4020,3898,£11232,17993,"11,615"," 5,655",6435
07/08/2021,indian,Brunch,VEGAN,main,mild,room temp,gluten,LAMB,BAKED,CHINA,casual,glass,no,yes,Fast Food,£8613,13641,11644,2546,,4815,NA,£2428,NA,7518
2024-04-28,Chinese,breakfast,Vegetarian, drink ,hot,hot,EGG,CHICKEN,,france,birthday,GLASS,yes,NA,-999,   406,£15470,16651,11814," 1,325",£3974," 5,001",,19338,14706
01/07/2023,Italian,dessert,vegetarian, Starter ,-999,Cold,gluten,-999,FRIED, mexico , Birthday ,GLASS,no,Yes,FINE DINING,£16299,,13368,17918,18637,3689,£16110," 4,160",6784,4753
"Mar 24, 2024", indian ,lunch,vegan, starter ,HOT, cold ,Soy,tofu,NaN,INDIA,birthday,metal,no,Yes,independent,18958,   420,"15,493",12755,4865,5107,£4356,16440,17067,11
"Apr 29, 2021",French,Brunch,kosher,Starter,missing,Room Temp,dairy,pork,baked,china,formal,-999,no,Yes,INDEPENDENT,NA,£7109,11528,15749,8844,missing,15270," 9,125",missing,£19955
"Aug 14, 2023",italian, breakfast ,gluten-Free,Side,hot,COLD,FISH,Pork,NA,france,holiday, Paper ,yes,yes,Franchise," 1,255",6160,4550,£490," 1,469",£1293,12211,£10405," 2,817",5509
