DATE,sport, surface ,competition_level, Gender Cat ,SEASON,weatherCond,Venue Type,team_name,coach, League /,equipment brand, scoringMethod ,Time Slot,official count,broadcast net, attendance ,ticket £?,Game Time Min/,Possession %, Fouls ,shots,pass_accuracy_%,Yards,ERRORS,sponsorship £k/
2022-06-01,basketball,hardcourt, Semi-Pro ,Mixed,Regular,snowy,INDOOR,LIONS,rookie,C-League,Puma,NA,Afternoon,1,espn," 2,854",4881,£18723,,NaN,"13,273",£5024,18931,4310," 7,685"
2023-09-04,football,HARDCOURT,international,men,regular,Snowy,OUTDOOR,tigers,rookie,c-league,Adidas,runs,-999,4,ESPN,2052,£9423,NA,19231,-999,8220,£17943,9595,12349,5402
09/09/2023, tennis ,indoor,amateur,MEN,PRE-SEASON,Hot,INDOOR,NA,interim,b-League,puma,sets,evening, 1 ,espn,10978,NA,16794,NA,10654,10910,£8293,8203,"19,288","17,545"
2022-10-01,basketball,clay,pro, WOMEN ,, snowy ,indoor,Wolves,-999,b-league,adidas,points,evening,5,missing,NaN,15709,9160,"15,884",13446,13788,15983,2076,£629,-999
"Aug 19, 2022",FOOTBALL,indoor,SEMI-PRO,women,,hot,missing,wolves,Rookie,b-league,PUMA,runs,morning,2,Bbc," 2,923",£17745,£13351,19601,3778,6043,"14,611",NA,673,1007
26/04/2022,running,road,semi-pro,mixed,playoffs,DRY,indoor,lions,VETERAN,c-league,adidas,Goals,evening,3,SKY,"19,613",14009,9144,11843,missing," 2,437",£3788,"19,005",missing,5300
10/12/2023,TENNIS, grass ,pro,men,playoffs,dry,Outdoor,missing,ROOKIE,b-league,, goals ,Afternoon,3,sky,8039," 9,806",missing,7765,15332," 9,852",17385,13280,12384,£4088
2022-07-27,Running,indoor,pro,missing,pre-Season,hot,outdoor,BEARS,rookie,NaN,ADIDAS,Sets,afternoon, 3 ,ESPN,£14889,"14,863",12358,NA,16658,17735,16227,NaN,1607,9981
14/08/2021,NaN,grass,NA,Men,Regular,windy,outdoor,lions,ROOKIE,c-League,WILSON,sets, night ,5,sky,NaN,"19,179"," 2,417",9416,,NA,£7682,4895,6826,5017
08/02/2023,NA,road,international,women, REGULAR ,snowy,Indoor,Eagles,rookie,a-league,,GOALS, night ,4, espn ,10928,522," 2,034","13,700",missing,5347,11666,3351,19422,14244
09/10/2022,tennis,synthetic,International,men,Pre-Season,SNOWY,INDOOR,missing,interim,a-League,nike,goals,Evening, 3 ,ESPN,2203,6382,,"14,159",19004,£16152,3357,11081,2308,161
2024-02-13,cricket,road,-999,women,regular,missing,outdoor,LIONS,VETERAN,B-League,puma,sets,afternoon,1,BBC,8387,7665,£12792,6726,14469,18919,-999,14844,1620,NA
31/01/2023,Running,missing,PRO, women ,regular,snowy,outdoor,NaN,veteran,c-League,Nike,runs,NA,4,bbc,£12769," 9,525",12147,missing,NA,3844,15178,6991,5099,10809
2021-04-11,Tennis,synthetic, International , MEN ,Playoffs,Snowy,missing, Tigers ,Veteran,missing,Adidas, Sets ,Night,4,nbc,missing,11231," 2,286",£5919,15164,8627,14809,£2788,£16342,£19562
08/02/2021,rugby,Road,amateur,women,Pre-Season,hot,Outdoor, eagles ,Veteran,a-League,wilson,sets,night,4,ESPN,£19392,3236,7106,4611,19068,374,£3697,£7542,14000,18977
28/09/2021,NA,Clay,international,NA, regular ,WINDY,outdoor,NA,veteran,C-LEAGUE, ADIDAS ,points,night,1,Nbc,£18352,9544,£53,NaN,£5598,£8138,8588,-999,missing,
2024-02-12,CRICKET,hardcourt,International,MIXED,playoffs,Hot,indoor,eagles, ROOKIE ,a-league,Adidas,SETS,Afternoon,missing,Sky,17211,"11,532",7871,16231,2488,NA,4089,6935,£13039,2969
03/03/2024,TENNIS,GRASS,NaN,NaN,regular,Hot,OUTDOOR,sharks,veteran,c-league, Nike ,GOALS,EVENING,2,Bbc,,£2104,13901,13492,13117,8653,13693,£12136,NaN,9973
missing,missing,clay,amateur,MIXED,regular,snowy,indoor,NA,rookie,-999,nike,sets, evening ,5,NaN,17811,missing,-999,310,19915,8389,"11,150",19280,missing,10532
06/02/2024,-999,INDOOR,Pro,Mixed,pre-season,wet, OUTDOOR ,Bears,Veteran,c-League,-999,runs,morning,missing,espn,£7415,13744,976,£16240,15538,1395,10869,1958,£4055,2922
09/03/2021,Running,grass,NA,men,REGULAR, windy ,indoor,lions,Interim,a-league,puma,POINTS,,-999,sky,10255,15201,£15841,£14649,-999,17438,£1961,£8065,£5968," 7,291"
2024-12-27,running,NaN,international,Men,playoffs,snowy,outdoor,bears,veteran,C-LEAGUE,adidas,goals,afternoon,4,espn,12954," 7,564",17900,NA,3617,3699,,£3992,10649,"10,952"
NaN,CRICKET,clay,amateur,Men,playoffs,HOT,Outdoor,bears,rookie,,wilson,-999,MORNING,1,ESPN,6397,6924,1143,691,13473,12306,   846,17612,19027,11573
"Apr 08, 2021",FOOTBALL,HARDCOURT,international,Mixed,pre-season,Wet,OUTDOOR, lions ,veteran,A-League,wilson,goals,evening,2,espn,3527,"15,461",6421,£19967,missing,13834,"17,457",£107,7180,7255
2024-01-27,cricket,NaN,international,Women,regular,NA, indoor ,sharks,VETERAN,a-League,Nike,Sets,Morning,1,SKY,1535,,2698,15959,NA,14255,8260," 9,585",11348,-999
2022-04-25,tennis,Clay, amateur ,women,Playoffs,-999,NA,SHARKS,interim,NaN,NIKE,sets,MORNING, 2 ,nbc,5805," 4,135",18720,-999,15275,£15570,4288,3826,NA,13985
"Jul 25, 2022",tennis,Grass,International, men ,PRE-SEASON,Windy,outdoor,sharks,VETERAN,a-league,puma,runs,Afternoon,3,bbc,"10,770",£4046,£16446,12948,7077,14590,12355,£19794,6696,16644
10/09/2021,RUNNING,HARDCOURT,pro,Women,Pre-Season,Snowy,outdoor,lions,veteran, C-LEAGUE ,adidas,NA,Evening,4,bbc," 1,775",3621,12157,13918,14455,16684,7993,"16,004",16559,16681
04/08/2024,BASKETBALL,SYNTHETIC,PRO,Mixed,PLAYOFFS,snowy,indoor,Sharks,Interim,b-League,NIKE,GOALS,evening,missing,nbc,£18650,"10,463",12020,10226,NA,missing,12153,NA,£19623,£1807
"Feb 14, 2024",Basketball,road,pro,MEN, playoffs ,windy,-999,TIGERS,INTERIM,c-league,puma,goals,morning,4,Sky,10064,17810,17790,12271,4983,missing,13150,NaN,£18226,18180
29/08/2022,tennis,,international,men,-999,Wet,outdoor,wolves,rookie,a-league,Puma,runs,evening,missing,espn,11725,13951,£8071,306,17273,NaN," 7,324",6318,5825,"18,899"
22/10/2023,TENNIS,indoor,amateur, mixed ,REGULAR,-999,outdoor,LIONS,veteran,c-League,nike,points,morning, 5 ,Sky,-999,311,"11,628",9773,NaN,11647,4335,   252,8117,"14,842"
26/04/2022,FOOTBALL,Road,-999,MIXED,NA,dry,OUTDOOR,Tigers, Veteran ,b-league,nike,sets,night, 3 ,NBC,571,12231,16277,19735," 8,714",£16918,8817,9507,13773,£14378
2021-10-30,Basketball,Indoor,Semi-Pro,Mixed,pre-Season, Snowy ,outdoor,Tigers,veteran,missing, Puma ,Points,Afternoon, 4 ,Espn,7157,£1467,"19,409",NA,9834,16860,£13298,£19992,3571,1004
24/09/2023,Rugby,hardcourt,pro,men,playoffs,snowy,outdoor,bears,interim,c-league,Adidas,goals,-999,5,,17399,"19,499",6995,905,16739,5305,£11193,missing,2708,£6303
21/09/2022,NaN,indoor,amateur,-999,Playoffs, hot ,outdoor,NA,INTERIM,C-League,adidas,POINTS,AFTERNOON,2,nbc,£15367,19290,NA,£9220,19933,NA,"14,956",11025,   559,16214
19/08/2023,football,clay,amateur, women ,regular,HOT,outdoor,eagles,interim,a-League,puma,Points,Evening,2,sky,3776,967,,£828,NA,3684,7973,14873,12009,12457
2021-07-01, FOOTBALL ,-999,NA,men,-999,Windy,indoor, Wolves ,interim,A-League,nike,points, Evening ,3,BBC,2138,£13959,17151," 8,659"," 7,479",610,£11294,16696,2964,£14322
24/05/2022,rugby,INDOOR,semi-Pro,WOMEN,regular, WINDY , indoor ,Tigers,veteran, A-LEAGUE ,nike,SETS,afternoon,1,Bbc,missing,£18564,"18,764",,5849,£3557,8553,8066,15054,12018
13/02/2024,RUGBY,synthetic,SEMI-PRO,NA,playoffs,snowy,indoor,sharks, rookie ,A-League,Wilson,RUNS,evening,2,NaN,NaN,18374,9627,,1389,"17,455",7174,,5141,18891
10/05/2021,cricket,road,,women,Regular,dry,NaN,Eagles,veteran,A-League,nike,points,afternoon, 2 ,sky,16437," 8,609",19142,13698,11202,4500,7018,7702,17708,10845
2022-07-25,rugby, CLAY ,pro,MEN,Playoffs, Snowy ,NA,eagles,INTERIM,A-LEAGUE,nike, runs ,afternoon,4,,2311,-999,10671,£6267,NaN,18256,1294,£13919,2960,£14230
19/05/2023,football,Indoor,,MIXED,REGULAR,missing,INDOOR,lions,interim,B-League,puma,RUNS,Afternoon,-999,Sky,3159,673,10899,8985,,missing,7354,"11,179"," 4,977",£12107
01/10/2022,cricket,synthetic,,Mixed, Pre-Season ,missing,outdoor,wolves,NA,-999,puma,Points,Afternoon,2,espn,NA," 1,784","19,875",6373,"16,290","15,454",£1801,14136,"17,041",18987
2021-03-24,basketball,CLAY,NaN,MIXED,pre-season,windy,INDOOR,bears,rookie,NA,WILSON,Sets,night,2,sky,8862,6700," 4,433",8265,5761,,8523,17283,7515,15279
29/12/2024,cricket,Synthetic,pro,NA,Playoffs,snowy,Outdoor,lions,veteran,,adidas,Points,night, 2 ,Nbc,7459,19999,19225,4950,10914,£6494,13658,14309,14452,16907
"Jun 16, 2023",cricket,GRASS,SEMI-PRO,Men,REGULAR, dry ,outdoor,EAGLES, veteran ,B-LEAGUE,-999,runs,morning,1, SKY ,£5371,NaN,£16577,£15431,£6432,15898,,£2152,10328,-999
11/09/2024,running,clay,semi-Pro,mixed,playoffs,SNOWY,OUTDOOR,eagles,INTERIM,,nike,NaN,AFTERNOON,5,espn," 5,082",£15930,missing,16926," 9,825",£17608,2754,3004,12668,£17344
"Jan 16, 2022",rugby,clay,amateur,MEN,regular,dry,Outdoor,EAGLES,veteran,A-League,nike,points,evening,1,missing,-999,7964,£11541," 3,919",8633,3677,"10,675"," 3,010"," 2,214"," 9,188"
04/09/2021,tennis,synthetic,,MEN,pre-season,hot,Indoor,eagles, Rookie ,-999,NIKE,POINTS,afternoon,3,nbc,"11,526",12798,15419,6644,£2394,13849,3035,£5724,1447,missing
11/02/2023,TENNIS, ROAD ,international,Women,Playoffs, WET ,indoor, wolves ,interim,NA,puma,Points,night,4,,12622,14614," 7,727",11355,"18,637",15871,"13,785",missing,19328,
2023-03-07,tennis,grass, pro ,Women,playoffs,NA,Indoor, tigers ,rookie,c-league,adidas,Runs,afternoon,3,Bbc,13292,missing,"14,902",NA,missing,NaN,1395,9319,4232,-999
"Aug 17, 2022",football,synthetic,semi-pro,mixed,PLAYOFFS, windy ,INDOOR,EAGLES, rookie ,b-League,,RUNS,NA,4,Bbc,3464,16359,3951,7424,,£2974,"18,826","11,215",12031,"15,580"
07/09/2024,Rugby,grass,Semi-Pro,WOMEN,PRE-SEASON,windy,indoor,Bears, interim ,C-LEAGUE, Nike ,sets,Morning, 3 ,NA,-999,£17948,5376,£1127,NaN,18770,19055," 4,767",£16085,5687
28/12/2021,basketball,indoor,missing,missing,Playoffs,hot,missing,wolves,missing,B-League,wilson,Points,afternoon,5,Sky,5618,£6335,£14729,"10,881",13360,NA,£8388,4915,17431,13603
16/03/2024,Cricket, road ,Pro,MEN,Pre-Season,hot,indoor,Bears,rookie,A-LEAGUE,NIKE,RUNS,evening,3,nbc,1562,£12651,18449,£15966,"14,911",1273,NaN,16438,18597,£16436
22/12/2021,running,Synthetic,international,mixed,regular,wet,outdoor,lions, Rookie , a-league ,NIKE,NA,NIGHT, 2 ,SKY,1851,12045,"17,805",NaN,NaN,15387,3495,5854,£7014,5376
02/03/2024,running,Synthetic,PRO,NaN, Playoffs ,missing,indoor,lions,interim,b-league,nike,GOALS,night,missing,bbc,12449,£8337,£10632,4325,11845,10803,8275,"12,624",16914,£17850
01/06/2024,NA,clay, semi-Pro ,Mixed,regular,wet,indoor,-999,veteran,c-League,wilson,missing,night,4,Espn,565,13345,£428,7369," 2,316",11475,-999,10301,5522,2661
07/10/2022,,hardcourt,PRO,Men,,snowy,Indoor,eagles,Veteran,missing,puma,goals,NIGHT,2,NA,17591,10781,10752,957,£11110,-999,12984,8996,13842,12493
-999,basketball,synthetic,Pro,Men, PRE-SEASON ,wet,NaN,NA, rookie ,a-League,PUMA,,morning, 1 ,sky,£17864,19173,4376,missing,£3538,NaN,8792,19028,-999,3342
2022-10-16,running,Grass,amateur,mixed,missing,wet,indoor,eagles,Veteran,C-LEAGUE,nike,Goals,Morning,4,nbc,12206,missing,NaN,£18311,£7949," 9,305",,£3404,-999,9508
23/09/2024,running,GRASS,international,missing, playoffs ,SNOWY,indoor,Bears,veteran,A-LEAGUE,adidas,sets,AFTERNOON,-999,NBC,11313,10395,-999,£19430,3900,4622,   122,17175,14528,7168
2024-12-05,RUGBY,CLAY,amateur,mixed, Playoffs ,Wet,indoor, eagles ,missing, c-League ,wilson, SETS ,NIGHT,5,NA,10705,19031,-999,-999,£5968,missing,17102,NA," 6,661",7766
15/01/2022,-999,indoor,semi-pro,WOMEN,Regular,NA,Indoor,lions,Interim,a-League,PUMA,Goals,evening,2,bbc,13634,£10876,£7664,12008,6260,18566,15907,19563,3563,4004
2022-02-04,running,hardcourt,AMATEUR,men,playoffs,Wet,outdoor,wolves,Rookie,C-LEAGUE,Wilson,runs, afternoon ,5,Nbc,£12983,4088,4904,13051," 7,714","12,652",11823,7445,18543,19581
10/12/2022,tennis,road,amateur,NaN,Regular,dry,outdoor,wolves,-999, A-LEAGUE ,Nike,sets,MORNING,2,Bbc,15054,1914,1685,£5739,NaN,-999," 4,926"," 5,736",2991,7028
,basketball,clay,pro,women,regular,windy,indoor,Eagles,INTERIM,b-league,adidas,points,afternoon,2,NaN,£15317," 1,038",10316," 7,351",16211,12208,£7917,4085,2004,4827
"Jan 06, 2021",Tennis,Synthetic,amateur,,playoffs,windy,indoor,sharks,veteran,a-league,PUMA,points,evening,5,bbc,8637,15226,4296,12063,12067,£15877,10675,11416,3795,16231
09/04/2023,cricket,SYNTHETIC,international,women,pre-season,Wet,outdoor,Tigers,ROOKIE,A-League,adidas,RUNS,Afternoon,3,espn,£4709,10454,7035," 6,442",4504," 7,067"," 5,592",5253,missing,NaN
2021-07-30,RUGBY,road,SEMI-PRO,women,missing,Wet,,sharks,Veteran,C-League,puma,sets, morning ,4,nbc,13215,2644,2482,17926,2921,9593,NaN,170,3494,3630
19/12/2021, cricket ,Road, PRO ,women,regular,WET,indoor,TIGERS, VETERAN ,C-League,puma,goals,missing,2,espn,17592,,10390,18422,£8821,£3318,741," 2,299",£6232,7527
,,grass,international,MIXED, playoffs ,SNOWY,missing,Bears,interim,b-League,wilson,points,night,3,Sky,19634,3948,"15,909",9174,1884,£4355,2682,5239,£10480,"18,742"
2023-11-26, Tennis ,clay,SEMI-PRO, Men ,playoffs,hot,NaN,lions,ROOKIE,c-league,Adidas,POINTS,NaN,3,sky,155,12565,£17375,12784,19641,"16,855",8447,17009,£8468,10127
2021-02-23,tennis,NA,pro, men , pre-Season ,NaN,missing,SHARKS,rookie,NA,missing,-999,Night,4,bbc,£73,12551,£9207,9946,19419,16599,£218,4429,15006,£12915
20/12/2024,CRICKET,Road, Amateur ,mixed,Pre-Season,windy,OUTDOOR,Wolves,rookie,NA, wilson ,Runs,Morning,4,nbc,3651,,17022,7516,missing,£6498,19923,missing,missing,£8766
03/06/2022,Tennis,clay,NaN, men ,PLAYOFFS,Wet, outdoor ,bears,veteran,b-league,wilson,Runs,MORNING,1,-999,,"12,916",missing,£18947,£7935,764,3913,5356,£16432,£13343
missing,basketball,HARDCOURT,PRO,mixed,playoffs,SNOWY,Outdoor,missing,NaN,b-league,nike,goals,NA,5,sky,"11,928",14299," 8,098",13477,   610,£10617,4757,£16870,9629,£1872
2021-06-13,football,Hardcourt,amateur,Women,playoffs,WET,outdoor,Bears,veteran,a-League,nike,goals,Morning,5,espn,£17299,4352,"12,072",missing,5118," 5,850",1496,-999,"16,254",17219
2023-10-30,rugby,Road,pro,Men,playoffs,DRY, outdoor ,BEARS,INTERIM,C-League,missing,RUNS,Evening,3,ESPN,,775,4750," 7,695","16,436",8793,16694,3003,17389,£18899
2021-04-03,TENNIS,synthetic,amateur,women,Regular,wet,NaN,wolves,veteran,B-League,puma,Runs,afternoon,3,Sky,-999,£14193," 2,361",£7642,7737,£8938,8958,13141,"14,660",NaN
13/10/2022,Cricket,synthetic,Semi-Pro,men,REGULAR,WET,indoor,SHARKS,rookie,C-League,puma,SETS,afternoon,2,NaN,£2649,"17,016",5711," 7,264",£572," 6,945",NA,11650,1006," 4,883"
2023-04-19,rugby,synthetic,INTERNATIONAL,women,missing,hot, outdoor ,NaN,interim,C-LEAGUE,adidas,Goals,night,5,,3742,NaN,NaN,1855,11197,11069,NaN,"16,529",,4388
-999,cricket,indoor,international,Mixed,REGULAR,hot,outdoor,EAGLES,veteran,c-League,Wilson,points,evening,1,BBC,£14185,£18988,17688,18502,6486,-999,-999,15136,NaN,13076
"Apr 12, 2022",, road ,PRO,women,-999,Snowy,OUTDOOR,NaN,Veteran,b-League,adidas,Runs,afternoon,1,nbc,2503,15426,NaN,3841,5825,3334,"15,903",NaN,£4395,£491
"Dec 25, 2024",basketball,HARDCOURT,pro,men,Regular,dry, Indoor ,lions,Veteran,b-League,adidas,sets,NaN,4,NBC,£12367,7762,19886,13326,7550," 1,397","15,549",missing,4749,£14331
"Mar 14, 2021",Football,clay,NA,men,regular,dry,outdoor,eagles,Interim,c-league, wilson , RUNS ,-999,NA,NA,11462,12043,NaN,   712,6240,,12731,£19390,"17,798",NaN
,basketball,CLAY,NaN,men,NA,, outdoor ,eagles,NA,b-League,missing,-999,EVENING,1,espn,"14,925",12760,£10414,"16,631",14063,7139,9933,7977,4145,6870
"Dec 03, 2022",tennis,road,pro,mixed,Playoffs,hot,INDOOR,bears,NA,a-League,wilson, runs ,NA,1,Espn,2549,"13,013",£9623,£19222,,12474,£3659,"12,064",NA,£6655
24/05/2024,cricket,indoor,semi-pro,Men,pre-season,wet,-999,eagles,VETERAN,missing,wilson,SETS,missing,2,Bbc,£4468,19427,9770," 4,841",14564,18395,10580,,"14,001","12,192"
NaN,tennis,grass,amateur,, playoffs ,wet,indoor,wolves,rookie,c-league,puma, Runs ,evening,5,sky,6140,£7596,£4797,"19,434",missing,8584,6093,NA," 3,501",13610
2021-10-18,cricket,hardcourt,semi-pro,men,Pre-Season,hot,INDOOR,lions, veteran ,,Puma,Goals, morning ,5,,-999,485,£14653,11904,3979,5653,missing,7014,4658," 8,273"
07/03/2024,-999,Grass,amateur,MIXED,NaN,snowy,outdoor,Sharks,rookie,a-league,PUMA,sets,night,,sky,17917,14275,-999," 9,710",17531,-999,£1538,"13,798",£9987,6060
2023-08-19,cricket,-999,semi-pro, MEN ,regular,HOT,outdoor,eagles,VETERAN,missing, NIKE ,SETS,morning,1,SKY,NA,£17038,NA,-999,6081,"11,262",£10852,NA,5561,-999
01/08/2023,Running,clay,international,men,REGULAR,snowy,outdoor, bears ,interim,b-league,NIKE,goals,evening,3,SKY,18521,379,14566,£16398,13955,£1097,9086,"19,213",,9054
04/06/2022,CRICKET,SYNTHETIC,INTERNATIONAL,,regular,dry,-999,SHARKS,veteran,C-LEAGUE,NA,sets,afternoon,-999,sky,8546,10198,1705," 2,831",missing,17604,17550,"10,803",£2765,"12,381"
18/06/2024,basketball,Clay,pro,NaN,regular,-999,Outdoor,eagles,Rookie,C-League,puma,points, morning ,1,bbc,£18569,"12,045",8616,£2841,10515," 5,947",7363,"17,923",   247,12484
2024-12-03,Running,clay,INTERNATIONAL,mixed,playoffs,Dry,,bears,veteran,c-League,wilson,-999,Night,5,sky,2096,12015,15964,10184,£9410,-999,13121,10396,"16,729"," 5,364"
17/01/2021,Basketball,SYNTHETIC,international,,pre-Season,dry,INDOOR,wolves,NA,a-league,ADIDAS,sets,evening,5, nbc ,13385,5905,1571,10790," 8,326",-999,8741,16827,£8392,15164
2023-09-23,Tennis,road,international, women ,Regular,wet,OUTDOOR,Bears,veteran,A-League,ADIDAS, sets ,night,5,SKY,NA,6015,6735,£5264,18030,NA,5882,12450,16404,missing
2024-09-16,football,grass,semi-pro,men,playoffs,hot,INDOOR,LIONS,Veteran,c-League,nike,points,NA,4,BBC,NaN,12533,   604,19486,18487," 6,903",NA,£19474,17116,
01/06/2023,BASKETBALL,grass,pro,missing,PLAYOFFS,dry,indoor, eagles ,rookie,b-league,nike,runs,morning,1,SKY,£17245,4522,"12,177",£4997,missing,"13,334",16967," 6,442",11,6910
2024-05-20,rugby,indoor,international,Mixed,Pre-Season,dry,indoor,bears,VETERAN,c-league,ADIDAS,NaN,night,2,Sky,    69,4991,2313,13484,"11,685",£16566,16204," 2,891",£845,17839
2021-05-20,football,Clay,amateur,women, regular ,Dry,Indoor,tigers,Veteran,B-LEAGUE,,SETS,afternoon,3,espn,9734,916,£9830,£5065,,10858,,5264,"11,654",missing
20/08/2024,cricket,Synthetic,pro,women,REGULAR,WINDY,Outdoor,lions,Interim,a-league,nike,GOALS,morning,3,bbc,NA,17003,£15709,2070,£10958,1724,5936,17317,5409,3114
04/11/2022, Football ,indoor,amateur,WOMEN,PRE-SEASON,,indoor,Tigers,INTERIM,A-LEAGUE, wilson ,runs,evening,NaN,bbc,£17749,£2337,12023,£10783,£11514,missing,13006,9978,9530,£10007
19/10/2024, basketball ,Synthetic,pro,women,PRE-SEASON,hot, Outdoor , TIGERS ,interim,b-league,WILSON,Sets,night,3,sky,NaN,,£17139,7346,3206,18333,9057,NaN,10260,18980
30/09/2024,running,indoor,amateur,mixed,pre-season, snowy ,indoor, lions ,veteran,A-League,PUMA,POINTS,Afternoon,2,sky,12261,3549,151,"18,075","14,059",18063,£4273,£7275,"19,197",£7784
30/11/2023,Cricket,GRASS,pro,WOMEN, playoffs ,dry,indoor,missing,ROOKIE,c-league,nike,sets,evening,1,NA,15423,NA,NaN,£16313,14227,19444,3852,3859,5778,5199
22/06/2022,tennis,grass,amateur,mixed,Playoffs,windy,Indoor,lions,Veteran,b-league,missing,runs,NaN,NA,Bbc,£6440,4933,£7892,£11493,19124,5839,"10,178",£330,missing,£12511
30/03/2022, basketball ,clay,amateur,WOMEN,regular,dry,Outdoor,NA,INTERIM,c-League,,sets,night,3,NBC,7617,15580,19685,"10,703",,"18,656",,11128,NaN,-999
"May 26, 2022",tennis,grass,PRO,men,pre-Season,snowy, indoor ,BEARS,VETERAN,missing,-999,Runs,afternoon,2,Nbc,18729," 1,096",3673,3285,£7536," 9,493",1945,-999,15057,£5347
2024-03-26,football,indoor, international ,-999,pre-Season,hot,INDOOR,wolves,Rookie,C-League,wilson,,morning,5,sky,8687,1162,8907,19217,14045," 4,471",7404," 4,498",,£13063
2022-09-28,cricket,NA,International,mixed,Regular,,OUTDOOR,Eagles,Veteran,A-LEAGUE,Puma,SETS,evening,1, Sky ,7011,-999,£18770," 9,522"," 6,152",£12431,,-999,missing,   480
12/03/2022,cricket,ROAD,NA,MEN,Pre-Season,Snowy,Indoor,NaN,interim,b-league,puma,goals,afternoon,5,missing,£19079," 9,314",4772,£18835,£874,14545,1878,6763,2265,
2024-01-02,NaN,CLAY,semi-pro, men ,regular,snowy,indoor,, veteran ,A-League,wilson,sets,Evening,NaN,bbc,£9001,1086,£4945,5538,2112,19642,"17,736",1955,3881," 9,181"
2022-08-17,tennis,GRASS,international,mixed,Pre-Season,Hot,INDOOR,WOLVES,Interim,b-league,wilson,runs,evening,1,bbc,£17288,17549,16081,17886,,£19486,3437,6540,£163,10432
05/12/2023,RUNNING, Road ,Pro,MIXED, regular ,Snowy,outdoor,wolves,interim,C-League,NIKE,SETS,Night,3,NBC,£13902,11495,-999,missing,3711," 2,856",£9079,9281,"17,794",15225
2024-06-06,Running,CLAY,International,men, regular ,WINDY,INDOOR,lions,veteran,c-league,WILSON,sets,afternoon,3, Sky ,£18468,1388,8504,7627,18927,9948,missing,"15,769",6468,9504
"Oct 19, 2024",running,road,semi-pro,men,PLAYOFFS,Snowy,INDOOR,Sharks, veteran ,b-league,NIKE,goals,afternoon,1,Sky,6362,11547,,9542,6294,NaN,12126,15450,12304,"10,884"
2024-07-28,basketball,,INTERNATIONAL,MEN,Pre-Season,dry,indoor,TIGERS,NaN,a-League,wilson,POINTS, Night ,2,bbc,2344,£5634,£16900,2137,4403,"14,432",£126,8865,"16,798","18,261"
NA,basketball,Synthetic,SEMI-PRO,mixed,pre-season,Hot,outdoor,lions,ROOKIE,b-league,Puma,sets,evening,1,SKY,6116,NA,£18762,13060,£19747,18701,19258,-999,17575,18136
"Feb 14, 2022",running,missing, Semi-Pro ,women,-999,dry,indoor,bears,interim,b-league,NIKE,goals,morning,1,nbc,£18177,£11766,17305,"16,857",missing,8649," 6,153"," 9,530",7429,NA
25/06/2024,basketball,hardcourt,pro,women,playoffs,dry,missing,Wolves,veteran,c-league,WILSON,GOALS,night,4,missing," 6,040"," 9,720",17884,£11797,16425,651,12845,15855,NA,7664
2022-02-27,running,Synthetic, pro ,MEN,regular,wet,INDOOR,Tigers,veteran,a-league,nike,goals,afternoon,4,NBC,NA,£340," 2,285",£12334,11882,1697,,£3956,-999,9244
2024-10-01,Football,grass,International,mixed, regular ,WINDY,OUTDOOR,tigers,Interim,,Nike,runs,afternoon, 3 ,espn,6347,NaN,19734,11525,17633," 7,480","16,054",2308,missing,£13462
"Mar 12, 2024", Rugby ,synthetic,semi-pro,MEN,REGULAR,hot,Indoor,lions,-999,A-League,wilson,Goals,missing,4,-999,630,1305,2029,14245,13075,NA,£5901," 9,600",12065," 6,537"
2022-12-23,Basketball,indoor,PRO,men,Regular,Snowy,indoor,wolves,veteran,B-LEAGUE,NA,points,afternoon,4,espn,£1985,4823,15174,£13285,12771,9203,17897,-999,10092,-999
2023-09-11,Cricket,SYNTHETIC,semi-pro,men,playoffs,snowy,outdoor,eagles,interim,b-league,Adidas, Sets ,afternoon,2,bbc,,£6247," 5,267",NaN,2924,14518,1702,4445,8071,7935
2021-11-08,BASKETBALL,clay, international ,women,playoffs,dry,outdoor,eagles,NA,b-league,-999,POINTS,Afternoon,2,nbc,-999,10834,17409,5280,11104,9182,4023,14241,NA,NaN
"Dec 23, 2023",football,INDOOR,INTERNATIONAL,MEN,playoffs,NaN,indoor,tigers,Interim,c-league,puma,NA,Afternoon,NaN,bbc,3812,4615,-999,"13,368"," 7,814",10181,missing,9822,17021,-999
2021-09-04,NaN,NaN,international,Mixed,,wet,indoor,tigers,rookie,a-League, puma ,points,Evening,3,ESPN,15844,11843,17077,-999," 6,426",6635," 3,141",1311,14037,"16,207"
02/08/2022,tennis,road, AMATEUR ,mixed,PRE-SEASON,snowy,indoor,eagles,rookie,C-League,nike,Runs,Afternoon,3,espn,6854,2941,"11,643",18068,8762,1967,"19,165",£5,12295,253
09/08/2021,FOOTBALL,synthetic,international, men ,regular,SNOWY,OUTDOOR, tigers ,Rookie,,wilson,sets,EVENING,1,espn,6467,NaN," 5,070",7324,7486,2004,,missing," 3,728",-999
"Dec 31, 2022",tennis, Synthetic ,missing,MEN,regular,dry,outdoor,BEARS,Rookie,c-League, PUMA ,Goals,evening,2,espn,19704,"13,417",13476,£8230,527,17692,6441,7315,755,15383
2023-06-14,Tennis,road,pro,men,REGULAR,wet,indoor,LIONS,interim,C-LEAGUE,wilson,RUNS,EVENING,3,espn,£613,"14,406",5585,missing,19741,   856,NA," 9,649",-999,16166
